M,objeto,estrato,n,cobertura,ancho_medio,desvio,crps
2,score 1,determinista,259,0.9652509652509652,3.284651794695946,0.002844950213371278,0.4721342045485653
2,score 1,ambiguo,140,0.9571428571428572,3.326955164670944,-0.0052631578947367474,0.5242918808816908
2,curva,determinista,259,0.9484242930188875,5.359514897714389,-0.0002819320031268724,
2,curva,ambiguo,140,0.9492277992277991,5.443924747894203,0.0005215742057846917,
