bloque,objetivo,banda,winkler,picp,ee_picp,ace,mpiw,picp_simultaneo
test,curva_suavizada,FAR (IC del modelo AR),4.886732610235917,0.938,0.0016077036764003225,-0.01200000000000001,3.4792379624483556,0.30333333333333334
test,curva_suavizada,"PSBPM-FD (IC gaussiano, mismo mecanismo)",4.886823643636239,0.9381333333333334,0.001606088170019486,-0.011866666666666581,3.4789361337172773,0.30333333333333334
test,curva_suavizada,PSBPM-FD (predictiva bayesiana),8.757093833049446,0.7001777777777778,0.003054532932355166,-0.24982222222222217,1.8351769164743257,0.0
test,representacion_fpca,FAR (IC del modelo AR),3.556406870354975,0.9964888888888889,0.00039433675455695724,0.04648888888888891,3.4792379624483556,0.9566666666666667
test,representacion_fpca,"PSBPM-FD (IC gaussiano, mismo mecanismo)",3.555938313162778,0.9965333333333334,0.00039184174180054095,0.046533333333333426,3.4789361337172773,0.96
test,representacion_fpca,PSBPM-FD (predictiva bayesiana),2.2921349537298794,0.9586222222222223,0.0013277492615358197,0.008622222222222309,1.8351769164743257,0.75
train,curva_suavizada,FAR (IC del modelo AR),4.531359272613938,0.9461111111111111,0.0009882923519174002,-0.0038888888888888307,3.4792379624483556,0.33764367816091956
train,curva_suavizada,"PSBPM-FD (IC gaussiano, mismo mecanismo)",4.5306553165574925,0.9459961685823755,0.0009892856822516292,-0.004003831417624504,3.478936133717277,0.34195402298850575
train,curva_suavizada,PSBPM-FD (predictiva bayesiana),7.978222454437582,0.7091379310344827,0.001987804415601829,-0.2408620689655172,1.838584110396198,0.0
train,representacion_fpca,FAR (IC del modelo AR),3.5348618463876544,0.9955555555555555,0.0002911429241129002,0.04555555555555557,3.4792379624483556,0.9353448275862069
train,representacion_fpca,"PSBPM-FD (IC gaussiano, mismo mecanismo)",3.5347803046244595,0.9955938697318008,0.00028989085950822225,0.045593869731800796,3.478936133717277,0.9353448275862069
train,representacion_fpca,PSBPM-FD (predictiva bayesiana),2.380347997161807,0.9496168582375479,0.0009573738904237317,-0.0003831417624520217,1.838584110396198,0.7097701149425287
