bloque,objetivo,banda,winkler,picp,ee_picp,ace,mpiw,picp_simultaneo
test,curva_suavizada,FAR (IC del modelo AR),2.5413229400738935,0.9275555555555556,0.0017281492594176545,-0.022444444444444378,1.9699463930292238,0.71
test,curva_suavizada,"PSBPM-FD (IC gaussiano, mismo mecanismo)",2.5497942917194187,0.9281777777777778,0.0017212888016094085,-0.021822222222222187,1.971010738803383,0.7233333333333334
test,curva_suavizada,PSBPM-FD (predictiva bayesiana),2.353720477339787,0.9412888888888888,0.0015672214130351832,-0.008711111111111114,1.9600440061586581,0.7033333333333334
test,representacion_fpca,FAR (IC del modelo AR),2.5047754821138777,0.9315111111111111,0.001683886522801797,-0.018488888888888888,1.9699463930292238,0.7533333333333333
test,representacion_fpca,"PSBPM-FD (IC gaussiano, mismo mecanismo)",2.514905897370708,0.9319111111111111,0.0016793225102041782,-0.01808888888888882,1.971010738803383,0.7566666666666667
test,representacion_fpca,PSBPM-FD (predictiva bayesiana),2.313368866123321,0.9453777777777778,0.0015149423907158744,-0.004622222222222194,1.9600440061586581,0.7533333333333333
train,curva_suavizada,FAR (IC del modelo AR),2.2670359171575774,0.9548850574712644,0.000908448895837283,0.004885057471264442,1.969946393029224,0.7614942528735632
train,curva_suavizada,"PSBPM-FD (IC gaussiano, mismo mecanismo)",2.2639099732717543,0.952911877394636,0.0009271431764476574,0.0029118773946360532,1.9710107388033828,0.7543103448275862
train,curva_suavizada,PSBPM-FD (predictiva bayesiana),2.208939633446557,0.9527777777777777,0.0009283970855615927,0.002777777777777768,1.9226128197190666,0.7255747126436781
train,representacion_fpca,FAR (IC del modelo AR),2.2412340614040103,0.9581992337164751,0.0008759610181939076,0.00819923371647513,1.969946393029224,0.8045977011494253
train,representacion_fpca,"PSBPM-FD (IC gaussiano, mismo mecanismo)",2.234846104549181,0.9551149425287356,0.0009062404877245864,0.0051149425287356776,1.9710107388033828,0.7959770114942529
train,representacion_fpca,PSBPM-FD (predictiva bayesiana),2.1760421715944065,0.9550766283524904,0.0009066090068646726,0.005076628352490453,1.9226128197190666,0.7916666666666666
