FPC,estrato,n,cobertura,ancho_medio,desvio,crps
FPC 1,régimen 1,40,0.975,2.93177999632801,0.0,0.5269426564775975
FPC 1,régimen 2,80,0.975,2.9169676267665707,0.0,0.3183699894546555
FPC 2,régimen 1,40,0.925,3.9558608532409565,-0.02499999999999991,0.6157337154319638
FPC 2,régimen 2,80,0.9625,3.949709305992228,0.012500000000000067,0.6043369482638404
FPC 3,régimen 1,40,0.925,3.882000543860174,-0.016666666666666607,0.5153899458621837
FPC 3,régimen 2,80,0.95,3.91590873806805,0.008333333333333304,0.5803038494561767
