bloque,modelo,RMSE_scores,R2_scores,sd_ratio,MISE,RMSE_func,n
test,(truncamiento FPCA),,,,0.005480151491580717,0.07402804530433528,120
test,FAR1,0.9688900798230787,0.1426850203473333,0.3756593790006988,2.8045660725659736,1.674683872426666,120
test,GBT,1.028712196342237,0.024750532230805256,0.6397714770336808,2.6446008170053936,1.6262228681842454,120
test,RF,0.9487489315934985,0.16992273807485195,0.37308444680377173,2.193848402424241,1.4811645426569733,120
test,VAR,0.9687534193332118,0.1429469621033221,0.37565654204350274,2.804324862492204,1.6746118542791353,120
test,media,1.0607208630097296,-0.027014031394329747,0.0,4.225232798050673,2.055537106950559,120
test,persistencia,1.1945539359703452,-0.32084017239956353,1.0016513277981776,3.758774714875726,1.9387559709452158,120
train,(truncamiento FPCA),,,,0.005338968825741088,0.07306824772595198,279
train,FAR1,0.9079057605899612,0.17104139435857457,0.3741269233656311,2.824347114796741,1.6805793985399027,279
train,GBT,0.2618650875705926,0.9290242958555072,0.8457507259022545,0.17323087701426657,0.41621013564576553,279
train,RF,0.745301415306375,0.43391992212236447,0.42194314224178725,1.5965662830086889,1.2635530392542644,279
train,VAR,0.9079044601237275,0.1710438448177615,0.37412385209205606,2.824342530581403,1.680578034659921,279
train,media,1.0007391975895923,-7.535995339313928e-06,0.0,4.291883142609112,2.071686062753986,279
train,persistencia,1.15374292620226,-0.3640604497919025,0.999260842281051,3.8281219444115373,1.9565586994546158,279
