bloque,estrato,n,cobertura,ancho_medio,desvio,energy
train,régimen 1,96,0.9512246621621622,6.7860219661794545,-0.004263083648164301,9.627502438111886
train,régimen 2,183,0.9577241175601832,6.35166778383157,0.0022363717498566915,7.306918213793324
test,régimen 1,46,0.9475616921269095,6.782642770919864,-0.02028740697218956,9.684295104077318
test,régimen 2,74,0.9804601899196494,6.418423212910101,0.012611090820550341,7.183189101435689
todo,régimen 1,142,0.9500380662352494,6.784927297292545,-0.009167379812301868,9.64590006229787
todo,régimen 2,257,0.9642706909243874,6.3708891914261665,0.005065244876836128,7.2712919324140834
