bloque,modelo,RMSE_scores,R2_scores,MISE,RMSE_func,MISE_rel_PSBP
train,PSBPM-FD,0.9035016040441647,0.17559852981535765,2.63179582116452,1.6222810549237514,1.0
train,VAR,0.9079044601237275,0.1710438448177615,2.824342530581403,1.680578034659921,1.0731617201716221
train,FAR1,0.9079057605899612,0.17104139435857457,2.824347114796741,1.6805793985399027,1.0731634620299004
train,RF,0.745301415306375,0.43391992212236447,1.5965662830086889,1.2635530392542644,0.60664519267389
train,GBT,0.2618650875705926,0.9290242958555072,0.17323087701426657,0.41621013564576553,0.06582230871451691
train,media,1.0007391975895923,-7.535995339313928e-06,4.291883142609112,2.071686062753986,1.6307811981820213
train,persistencia,1.15374292620226,-0.3640604497919025,3.8281219444115373,1.9565586994546158,1.4545664650830192
train,(truncamiento FPCA),,,0.005338968825741088,,0.0020286409693357956
test,PSBPM-FD,0.9571914922785117,0.16031877007349393,2.603603620042457,1.6135685978731915,1.0
test,VAR,0.9687534193332118,0.1429469621033221,2.804324862492204,1.6746118542791353,1.0770936255060493
test,FAR1,0.9688900798230787,0.1426850203473333,2.8045660725659736,1.674683872426666,1.077186270205078
test,RF,0.9487489315934985,0.16992273807485203,2.193848402424241,1.4811645426569733,0.8426199693133265
test,GBT,1.028712196342237,0.024750532230805256,2.6446008170053936,1.6262228681842454,1.0157463281458596
test,media,1.0607208630097296,-0.027014031394329747,4.225232798050673,2.055537106950559,1.6228402685896448
test,persistencia,1.1945539359703452,-0.32084017239956353,3.758774714875726,1.9387559709452158,1.4436816287782053
test,(truncamiento FPCA),,,0.005480151491580717,,0.0021048332585631266
