t,regimen,regimen_idx,p_regimen1,ambiguedad,z_lag,nivel_curva
69,2,1,0.5930246331091594,0.4069753668908406,-0.11766621018470316,0.13069034796366047
70,1,0,0.9969151114788791,0.0030848885211208765,-1.3693096520363397,-1.6291241111332349
71,1,0,0.6018923281234105,0.39810767187658946,-0.12912411113323477,-1.904621932723811
72,1,0,0.7908125560416746,0.20918744395832545,-0.4046219327238111,-2.060588366810818
73,1,0,0.8688936793798921,0.13110632062010785,-0.5605883668108181,-3.133057858389309
74,1,0,0.9994548315798276,0.0005451684201723817,-1.6330578583893087,-2.7845082843201028
75,1,0,0.9949006209457711,0.005099379054228859,-1.2845082843201026,-3.00069803976675
76,1,0,0.9986562762405378,0.0013437237594622342,-1.5006980397667502,-1.3215422911980244
77,2,1,0.3605775636326915,0.3605775636326915,0.17845770880197553,0.8118871514431093
78,1,0,0.9156241156723566,0.08437588432764342,-0.6881128485568908,-1.3948478778138635
79,2,1,0.41671511141710527,0.41671511141710527,0.10515212218613663,1.5120675231126768
80,2,1,0.49037244430626703,0.49037244430626703,0.012067523112676719,2.078272431772611
81,2,1,0.12372917999015565,0.12372917999015565,0.5782724317726113,2.133139496623504
82,2,1,0.10270660751161936,0.10270660751161936,0.6331394966235041,1.677407053779413
83,2,1,0.3613644294238801,0.3613644294238801,0.1774070537794131,2.5548544049060324
84,2,1,0.01744172260038555,0.017441722600385567,1.0548544049060318,1.77557244556008
85,2,1,0.2907671770924908,0.2907671770924908,0.27557244556008015,2.7449260519819063
86,2,1,0.0063898131137163985,0.006389813113716392,1.2449260519819063,1.9322117045845164
87,1,0,0.19367766894303545,0.19367766894303545,0.4322117045845164,-0.7062976144324972
88,2,1,0.056210499705171106,0.05621049970517111,0.7937023855675028,1.2566682275088965
89,1,0,0.6867516082297394,0.31324839177026065,-0.24333177249110363,-1.2344727992862632
90,2,1,0.29769054063753353,0.29769054063753353,0.2655272007137368,2.627919708091472
91,2,1,0.012040344915391485,0.012040344915391465,1.1279197080914716,3.3919219677415082
92,2,1,7.721233813105123e-05,7.721233813107187e-05,1.8919219677415082,3.0495779000135728
93,2,1,0.0009703646732710546,0.0009703646732710514,1.5495779000135728,2.554406858533866
94,2,1,0.017480332062582517,0.017480332062582538,1.0544068585338657,2.460922911033361
95,2,1,0.027312580322302816,0.027312580322302826,0.9609229110333607,1.811521689802345
96,1,0,0.2666280078425517,0.2666280078425517,0.31152168980234507,-1.8790946657333407
97,1,0,0.775831176480393,0.22416882351960699,-0.3790946657333405,-1.5238970659114162
98,2,1,0.5190598433296879,0.4809401566703121,-0.023897065911416344,1.6120024655235763
99,2,1,0.41137673315407947,0.41137673315407947,0.11200246552357629,0.889424185853667
100,1,0,0.8889856924967747,0.11101430750322527,-0.6105758141463332,-0.7391530637059538
101,2,1,0.06404290182567243,0.0640429018256724,0.7608469362940462,1.655021362866459
102,2,1,0.378264232835889,0.378264232835889,0.15502136286645898,1.988353235927316
103,2,1,0.16435724511027416,0.16435724511027416,0.4883532359273158,1.8478187713009828
104,2,1,0.24332792437332657,0.24332792437332657,0.34781877130098293,2.848781129394918
105,2,1,0.00349246110552653,0.003492461105526534,1.3487811293949183,1.460457589922093
106,1,0,0.5315174212729705,0.4684825787270295,-0.039542410077907014,-1.2538313938448975
107,2,1,0.3112404888779051,0.3112404888779051,0.2461686061551025,1.586479502745426
108,2,1,0.4313418253973965,0.4313418253973965,0.08647950274542619,1.698674258349037
109,2,1,0.34555523736994875,0.34555523736994875,0.19867425834903701,1.379059618370234
110,2,1,0.5955637218488432,0.4044362781511568,-0.12094038162976603,1.8918658037074516
111,1,0,0.2165988060328657,0.2165988060328657,0.39186580370745155,-1.525008077545399
112,2,1,0.5199452427333825,0.4800547572666175,-0.025008077545398865,0.6877202131349835
113,1,0,0.947871781539294,0.05212821846070603,-0.8122797868650166,-1.8845174327524832
114,1,0,0.779063693481095,0.22093630651890495,-0.38451743275248335,-1.4105566382547572
115,2,1,0.4290133238759182,0.4290133238759182,0.08944336174524255,0.8047885855382134
116,1,0,0.9177997409122769,0.0822002590877231,-0.6952114144617866,-2.4012319512275986
117,1,0,0.9642637754541304,0.035736224545869555,-0.9012319512275985,-1.6345989301412063
118,1,0,0.6061112866173461,0.39388871338265385,-0.13459893014120655,-3.040412059582764
119,1,0,0.9989678572711437,0.0010321427288563223,-1.5404120595827642,-3.0510366755616056
120,1,0,0.9990391483242761,0.0009608516757239061,-1.5510366755616054,-1.4794273500069761
121,2,1,0.48359003049691457,0.48359003049691457,0.02057264999302404,0.8170081993141308
122,1,0,0.9140279447393234,0.08597205526067664,-0.6829918006858692,-1.6514099040148646
123,2,1,0.6189864064370487,0.3810135935629513,-0.1514099040148645,1.5104949898079922
124,1,0,0.4916268245121555,0.4916268245121555,0.010494989807991935,-1.9543079918989392
125,1,0,0.8182235667876452,0.18177643321235482,-0.4543079918989393,-0.7346373232042249
126,1,0,0.06291864248350029,0.06291864248350032,0.7653626767957752,-1.069213931205587
127,2,1,0.19446150441736887,0.19446150441736887,0.4307860687944129,0.9433704799097581
128,1,0,0.8672014037616333,0.13279859623836665,-0.5566295200902419,-1.401594569302791
129,2,1,0.42198777559638506,0.42198777559638506,0.09840543069720918,1.6528413459053635
130,2,1,0.37992312641860737,0.37992312641860737,0.15284134590536347,0.9476773531178518
131,2,1,0.8653433416475326,0.13465665835246743,-0.5523226468821483,1.0900701239263486
132,1,0,0.7938519683783416,0.2061480316216584,-0.40992987607365144,-1.893876610285425
133,1,0,0.7845794657134422,0.21542053428655783,-0.3938766102854252,-2.1783532620045616
134,1,0,0.9125627606474809,0.08743723935251912,-0.6783532620045617,-3.342388244983276
135,1,0,0.9998855482888265,0.00011445171117352437,-1.8423882449832765,-2.0472897332784057
136,2,1,0.8631495423085407,0.13685045769145932,-0.5472897332784056,1.169165820984014
137,2,1,0.7459081061704458,0.2540918938295542,-0.33083417901598594,1.0654588396784241
138,1,0,0.8075989470339584,0.1924010529660416,-0.4345411603215758,-1.2789542670912584
139,2,1,0.32921150987104053,0.32921150987104053,0.2210457329087413,1.3068254471358474
140,1,0,0.6503809314159315,0.34961906858406855,-0.19317455286415258,-1.49500154591677
141,2,1,0.49601187708683886,0.49601187708683886,0.004998454083230103,1.991047221208734
142,1,0,0.1630266615876645,0.1630266615876645,0.4910472212087342,-1.3810802951274075
143,1,0,0.4060028255034614,0.4060028255034614,0.11891970487259255,-1.1760213284727157
144,2,1,0.2585062702393712,0.2585062702393712,0.3239786715272844,1.5348294640497786
145,1,0,0.4722325664803794,0.4722325664803794,0.03482946404977856,-0.6685001647229658
146,2,1,0.04815625071983759,0.04815625071983759,0.8314998352770343,1.755960593119835
147,2,1,0.30435308495912416,0.30435308495912416,0.2559605931198349,2.297824499161757
148,2,1,0.055283590704514315,0.05528359070451433,0.7978244991617571,2.093345753458961
149,1,0,0.11767466315304503,0.11767466315304503,0.5933457534589606,-2.025951735739879
150,1,0,0.8535780804722832,0.14642191952771677,-0.5259517357398794,-1.89691932339805
151,2,1,0.7863553145982584,0.21364468540174164,-0.39691932339805,1.6717797831306214
152,2,1,0.36558876854350253,0.36558876854350253,0.17177978313062126,2.947891293424059
153,2,1,0.0018910716605590775,0.0018910716605590738,1.4478912934240593,3.1641523833789895
154,2,1,0.0004368811154156376,0.0004368811154156216,1.6641523833789897,2.764017776610817
155,2,1,0.005735136796144356,0.005735136796144347,1.2640177766108174,2.221365425843477
156,2,1,0.07454815239405647,0.07454815239405649,0.7213654258434768,2.271616386865163
157,2,1,0.06138715403506436,0.06138715403506434,0.7716163868651628,1.6395667274455277
158,1,0,0.3900712048890995,0.3900712048890995,0.13956672744552764,-1.3262328167742021
159,1,0,0.36409495240223483,0.36409495240223483,0.173767183225798,-0.8650612629257322
160,2,1,0.10206413909724643,0.10206413909724643,0.6349387370742678,3.0908146032253425
161,2,1,0.0007322459114271274,0.0007322459114271207,1.590814603225343,2.6878164400327056
162,2,1,0.00875944163574339,0.008759441635743381,1.1878164400327056,2.4087289818852766
163,2,1,0.034573509639215,0.034573509639215017,0.9087289818852768,2.7507362308329557
164,2,1,0.006183903031129707,0.0061839030311297005,1.2507362308329553,3.0898413022885887
165,2,1,0.0007371822180973603,0.0007371822180973764,1.5898413022885889,2.7947481108029617
166,2,1,0.0048058238816784645,0.004805823881678439,1.2947481108029615,3.387890277601514
167,2,1,7.975368777080185e-05,7.97536877708005e-05,1.8878902776015143,3.141906539819304
168,2,1,0.0005120641133888984,0.0005120641133888881,1.641906539819304,3.2275621325244184
169,2,1,0.000275019624489997,0.0002750196244900027,1.7275621325244177,2.8063211573155242
170,2,1,0.00449226386874982,0.004492263868749846,1.306321157315525,2.390282873451512
171,2,1,0.037491709841929295,0.03749170984192929,0.8902828734515124,2.426813227296053
172,2,1,0.03189631007119761,0.03189631007119759,0.9268132272960525,1.1871975078125128
173,2,1,0.7342129656683363,0.26578703433166373,-0.3128024921874871,1.4600037039741394
174,1,0,0.53187842611132,0.46812157388868003,-0.03999629602586074,-0.7460884444849117
175,2,1,0.06579990275732882,0.06579990275732883,0.7539115555150881,1.8761027404540525
176,1,0,0.22596374904571986,0.22596374904571986,0.3761027404540525,-1.1672378258872478
177,2,1,0.25285758779881584,0.25285758779881584,0.3327621741127523,1.0081449519253858
178,2,1,0.8373709628631272,0.16262903713687282,-0.49185504807461433,0.31809327214544614
179,1,0,0.9909560410883358,0.009043958911664207,-1.1819067278545536,-1.376193747721924
180,2,1,0.4022171173691581,0.4022171173691581,0.12380625227807612,1.064396486240956
181,1,0,0.8081794382532073,0.19182056174679274,-0.4356035137590438,-1.7814631084085135
182,1,0,0.7132574364163535,0.28674256358364647,-0.2814631084085135,-1.4612447887828888
183,1,0,0.4691087501577086,0.4691087501577086,0.03875521121711133,-0.3511071250165519
184,2,1,0.010786993103395929,0.010786993103395925,1.148892874983448,2.680847159335461
185,2,1,0.009095817656966874,0.009095817656966876,1.1808471593354604,0.9405634019747529
186,1,0,0.8684028802908204,0.13159711970917964,-0.5594365980252471,-1.458461911968412
187,1,0,0.46689548454876656,0.46689548454876656,0.04153808803158802,-1.1024592575087786
188,1,0,0.21328305201747094,0.21328305201747094,0.3975407424912214,-1.884738671777268
189,1,0,0.7791950053068605,0.22080499469313952,-0.384738671777268,-2.222248111599834
190,1,0,0.9257002793213861,0.0742997206786139,-0.7222481115998342,-2.498605594574685
191,1,0,0.977098876959868,0.022901123040132032,-0.9986055945746848,-1.7760502882406004
192,1,0,0.7095602765052423,0.29043972349475766,-0.2760502882406005,-2.9599757701418947
193,1,0,0.998249570903097,0.001750429096903039,-1.459975770141895,-2.5119321550717806
194,1,0,0.9785079424952949,0.021492057504705064,-1.0119321550717806,-1.509540524200963
195,2,1,0.5076117750684713,0.4923882249315287,-0.009540524200963109,2.6065440595442184
196,2,1,0.013445785525344065,0.01344578552534409,1.1065440595442186,1.5197277370335123
197,1,0,0.48426362619976443,0.48426362619976443,0.019727737033512466,-1.572138831926971
198,2,1,0.5573593922904391,0.44264060770956093,-0.07213883192697085,0.9479618576748522
199,1,0,0.8652199761412178,0.13478002385878218,-0.5520381423251478,0.020322097748951426
200,2,1,0.0011803631067254154,0.0011803631067254239,1.5203220977489513,2.8120224820922872
201,2,1,0.004344615655451124,0.004344615655451134,1.3120224820922868,3.2108220433026924
202,2,1,0.0003112186730453686,0.0003112186730453437,1.7108220433026924,3.6127106244712417
203,2,1,1.1924710969520375e-05,1.1924710969501984e-05,2.1127106244712417,3.3181073147817566
204,2,1,0.0001383369164486763,0.00013833691644865587,1.8181073147817561,2.117151751506595
205,2,1,0.10854491554874796,0.10854491554874796,0.6171517515065947,2.1085547983636173
206,2,1,0.1117812599342684,0.1117812599342684,0.6085547983636167,2.710729806177521
207,2,1,0.007729159339249724,0.007729159339249725,1.2107298061775207,2.8141966777057803
208,2,1,0.004289462508930261,0.004289462508930253,1.3141966777057799,2.6339428300951555
209,2,1,0.011668088289053058,0.01166808828905308,1.133942830095155,3.5449877229958453
210,2,1,2.1570942908716562e-05,2.1570942908721857e-05,2.044987722995845,3.9619940284763233
211,2,1,4.239900703273924e-07,4.2399007033067093e-07,2.461994028476323,3.144184017287554
212,2,1,0.0005038500701545046,0.0005038500701545212,1.6441840172875541,1.5784017726157769
213,1,0,0.4376998393636341,0.4376998393636341,0.07840177261577685,-0.9621978229667051
214,2,1,0.1410521196568938,0.1410521196568938,0.537802177033295,1.937797477041423
215,2,1,0.19062513475369203,0.19062513475369203,0.43779747704142297,0.9009984423555215
216,1,0,0.8845420979050549,0.11545790209494511,-0.5990015576444786,-2.760466213587888
217,1,0,0.9941477836901663,0.00585221630983368,-1.2604662135878881,-1.3149859022488337
218,2,1,0.3556807410672389,0.3556807410672389,0.18501409775116628,0.8370409225879887
219,1,0,0.9075665956098004,0.09243340439019965,-0.6629590774120113,-1.4216520643325796
220,2,1,0.43774227054133846,0.43774227054133846,0.07834793566742027,1.2089456622909172
221,1,0,0.7197532590215865,0.2802467409784135,-0.29105433770908284,-1.1446898486388344
222,2,1,0.23865977921010562,0.23865977921010562,0.35531015136116556,1.0660741539266594
223,1,0,0.8072622362778624,0.19273776372213758,-0.43392584607334034,-2.7093280082190137
224,1,0,0.9922110181949213,0.0077889818050786985,-1.2093280082190134,-1.7723127693986414
225,2,1,0.7069944568589022,0.29300554314109784,-0.27231276939864163,2.078573630338288
226,2,1,0.12360610030644759,0.12360610030644759,0.5785736303382876,1.629228259877465
227,1,0,0.3980273006863043,0.3980273006863043,0.1292282598774652,-0.39821039925912055
228,2,1,0.013776975657338233,0.013776975657338209,1.1017896007408796,1.7315660779300748
229,2,1,0.3216348211665604,0.3216348211665604,0.23156607793007464,1.8073387019838743
230,2,1,0.2693838925970305,0.2693838925970305,0.30733870198387436,1.1782651212121595
231,2,1,0.7400403339090964,0.2599596660909036,-0.32173487878784024,1.3570501788125422
232,1,0,0.6125225061687644,0.38747749383123564,-0.14294982118745786,-1.5978762884074171
233,2,1,0.5775980849670722,0.4224019150329278,-0.09787628840741726,1.6505751873774062
234,2,1,0.3816499146915095,0.3816499146915095,0.15057518737740577,1.6088607501317238
235,2,1,0.4138230553603392,0.4138230553603392,0.10886075013172389,1.9788514000389874
236,2,1,0.1691063222075913,0.1691063222075913,0.47885140003898735,1.6300172856553208
237,2,1,0.39741855327860137,0.39741855327860137,0.13001728565532036,2.7553469553158476
238,2,1,0.006024706232059631,0.00602470623205964,1.2553469553158476,2.5963501884443985
239,2,1,0.014164486789486015,0.014164486789486008,1.0963501884443985,3.2053200648366365
240,2,1,0.00032405285473336364,0.00032405285473335876,1.7053200648366365,3.0774968964464757
241,2,1,0.0008025076000337997,0.0008025076000338083,1.577496896446475,2.498109455844358
242,2,1,0.022955049909592642,0.02295504990959263,0.998109455844358,2.125013786957708
243,2,1,0.10564473740321872,0.10564473740321872,0.6250137869577076,1.1586765145217377
244,1,0,0.7525850270672405,0.2474149729327595,-0.34132348547826247,-0.7855320734752783
245,2,1,0.07651133568834398,0.076511335688344,0.7144679265247217,2.6578179520600167
246,2,1,0.010289078375268025,0.010289078375268046,1.1578179520600165,2.939552165739996
247,2,1,0.0019940318822326978,0.001994031882232683,1.4395521657399954,1.7150263568725843
248,2,1,0.33357864810671345,0.33357864810671345,0.21502635687258428,2.351179788244258
249,2,1,0.04434399146117353,0.044343991461173515,0.8511797882442583,1.2678054540036026
250,1,0,0.6788154981191268,0.3211845018808732,-0.23219454599639738,-2.1573668918113826
251,1,0,0.9057003058327883,0.09429969416721173,-0.6573668918113825,-1.980684010476792
252,1,0,0.8318164212014008,0.16818357879859924,-0.48068401047679193,-2.2254409054551956
253,1,0,0.9265936131982434,0.0734063868017566,-0.7254409054551958,-2.7118226819627385
254,1,0,0.9923171988135805,0.007682801186419508,-1.2118226819627385,-1.2512680110511603
255,1,0,0.3094309495264551,0.3094309495264551,0.24873198894883988,-0.8347163332604297
256,2,1,0.09166570855172457,0.09166570855172457,0.6652836667395702,1.958189902930365
257,2,1,0.179733861638797,0.179733861638797,0.45818990293036493,1.8498583596216691
258,2,1,0.2420521165231967,0.2420521165231967,0.34985835962166895,1.2159839544419184
259,1,0,0.714993411201346,0.28500658879865404,-0.28401604555808163,-1.4140559440754759
260,2,1,0.4317627464265099,0.4317627464265099,0.08594405592452398,0.9404922348311332
261,1,0,0.8684332431963195,0.13156675680368046,-0.5595077651688668,-1.8446123636705438
262,1,0,0.7546590708706964,0.2453409291293036,-0.3446123636705439,-2.2712072155225984
263,1,0,0.9385135415182247,0.06148645848177525,-0.7712072155225974,-2.4187292315732494
264,1,0,0.9669288785106264,0.033071121489373634,-0.9187292315732497,-0.24093011564049524
265,2,1,0.005898824738771806,0.005898824738771791,1.259069884359505,2.423202172297557
266,2,1,0.03241675843329082,0.03241675843329084,0.9232021722975569,0.22756718903710932
267,1,0,0.9945340100617225,0.005465989938277516,-1.2724328109628906,-2.6273530079571996
268,1,0,0.9879241060978381,0.012075893902161905,-1.1273530079571994,-1.4291159230620198
269,1,0,0.4436315697395007,0.4436315697395007,0.07088407693798017,-2.239826317632242
270,1,0,0.9305170140320455,0.06948298596795455,-0.7398263176322422,-1.4882796122587643
271,2,1,0.4906493399002836,0.4906493399002836,0.011720387741235561,2.2747261198275956
272,2,1,0.060636522084213745,0.06063652208421377,0.7747261198275951,1.5329159502286718
273,2,1,0.4737558292117243,0.4737558292117243,0.032915950228672095,1.1866320887526962
274,2,1,0.7345837909760096,0.26541620902399043,-0.3133679112473034,0.9457610521487356
275,2,1,0.8661722598925465,0.13382774010745346,-0.5542389478512645,1.8020920573798085
276,1,0,0.2728606204782914,0.2728606204782914,0.30209205737980815,-1.2629783016810259
277,2,1,0.3177344806344964,0.3177344806344964,0.23702169831897432,1.5685071467959808
278,2,1,0.4455097485062,0.4455097485062,0.0685071467959808,2.1532576566516033
279,2,1,0.09568868745649872,0.09568868745649872,0.6532576566516032,2.4452315171397565
280,2,1,0.029348029978954287,0.029348029978954304,0.9452315171397561,2.1564867120279536
281,2,1,0.09459595174789304,0.09459595174789304,0.6564867120279536,2.061610502034751
282,2,1,0.13067182206601552,0.13067182206601552,0.561610502034751,1.585644708150783
283,2,1,0.43199810102374087,0.43199810102374087,0.08564470815078291,1.9045680187184402
284,2,1,0.20921845070273748,0.20921845070273748,0.40456801871844006,2.733843379031043
285,2,1,0.006799463130316482,0.006799463130316485,1.2338433790310424,2.0781950405833385
286,2,1,0.1237608184378694,0.1237608184378694,0.5781950405833386,1.631037572044698
287,2,1,0.3966317546786553,0.3966317546786553,0.13103757204469776,1.0686240653450925
288,1,0,0.8058630464007747,0.19413695359922534,-0.4313759346549076,-1.0513382489140957
289,2,1,0.18477315954014673,0.18477315954014673,0.4486617510859044,1.8119641973714875
290,2,1,0.2663373057890983,0.2663373057890983,0.3119641973714878,1.6418696694247181
291,2,1,0.3883050725481112,0.3883050725481112,0.14186966942471785,2.330662832132979
292,2,1,0.048324029162195296,0.0483240291621953,0.830662832132979,2.2441078324023995
293,2,1,0.06834701370416381,0.0683470137041638,0.7441078324023995,2.291799130019752
294,2,1,0.056642585072547894,0.05664258507254788,0.7917991300197522,2.5366111399501565
295,2,1,0.01907579891313426,0.019075798913134268,1.036611139950156,2.396464154777714
296,2,1,0.03649219400292353,0.03649219400292353,0.8964641547777142,2.313158133000759
297,2,1,0.05194119662269889,0.051941196622698915,0.813158133000759,1.9589264748751167
298,2,1,0.17934792842873765,0.17934792842873765,0.45892647487511656,2.439786470623381
299,2,1,0.030083151952111666,0.030083151952111642,0.9397864706233807,1.9865686619256004
300,2,1,0.16524252803142891,0.16524252803142891,0.4865686619256005,1.873754776980058
301,2,1,0.2273780189688685,0.2273780189688685,0.3737547769800579,1.207676155559526
302,1,0,0.7206076826493018,0.27939231735069825,-0.2923238444404739,-3.5027209006713313
303,1,0,0.9999690491630493,3.0950836950704996e-05,-2.0027209006713313,-2.7104544591346964
304,1,0,0.9922591220954565,0.007740877904543475,-1.2104544591346966,-1.8362821249028145
305,1,0,0.7493877239587821,0.25061227604121794,-0.3362821249028145,-1.211272994965743
306,1,0,0.2818163988547263,0.2818163988547263,0.2887270050342568,-2.7925823321096916
307,1,0,0.9951333749540576,0.004866625045942374,-1.2925823321096919,-1.7250426938687085
308,1,0,0.6736755637022117,0.3263244362977883,-0.22504269386870845,-1.2776201156167666
309,2,1,0.3282466855450945,0.3282466855450945,0.22237988438323336,2.1459394926355984
310,2,1,0.09819952818878808,0.09819952818878808,0.6459394926355982,1.2909322457282637
311,1,0,0.6620759776921223,0.33792402230787766,-0.20906775427173613,-2.440938991605797
312,1,0,0.9700737077921782,0.029926292207821836,-0.940938991605797,-0.09535088795470001
313,2,1,0.002482481551467813,0.0024824815514677967,1.4046491120452997,3.155899906229581
314,2,1,0.00046348926379400696,0.0004634892637940258,1.6558999062295807,3.369473052493008
315,2,1,9.23966677651096e-05,9.239666776511557e-05,1.8694730524930083,1.656611552506538
316,1,0,0.3770555828658612,0.3770555828658612,0.15661155250653783,-1.272862450899551
317,2,1,0.324815418417782,0.324815418417782,0.22713754910044895,1.8018180209693906
318,2,1,0.2730428224725738,0.2730428224725738,0.30181802096939064,1.7990126372173727
319,2,1,0.2749115344452405,0.2749115344452405,0.2990126372173727,2.1842659692529844
320,2,1,0.08557281590796034,0.08557281590796034,0.6842659692529846,2.9553315073286406
321,2,1,0.001803313860635797,0.0018033138606358134,1.4553315073286408,1.239716617269225
322,1,0,0.6986656968597628,0.30133430314023724,-0.260283382730775,-1.5593076321769317
323,1,0,0.5472099142365041,0.4527900857634959,-0.05930763217693179,-1.3164825853281195
324,2,1,0.35679651911922794,0.35679651911922794,0.18351741467188087,2.0548024789356343
325,2,1,0.13358464695547606,0.13358464695547606,0.5548024789356342,1.86852335926855
326,2,1,0.23054696958683124,0.23054696958683124,0.3685233592685495,1.4143466838993264
327,2,1,0.5680086670960579,0.4319913329039421,-0.0856533161006734,1.89739897656281
328,2,1,0.21336552092745997,0.21336552092745997,0.39739897656281,2.7771467398546843
