grupo,t,banda,rmse_f_PSBPM,mpiw,picp_puntual,I_t_simultaneo
mejores,696,FAR (IC del modelo AR),0.5449416991079361,3.9031244157825062,1.0,1.0
mejores,696,"PSBPM-FD (IC gaussiano, mismo mecanismo)",0.5449416991079361,3.963654801484353,1.0,1.0
mejores,696,PSBPM-FD (predictiva bayesiana),0.5449416991079361,3.1509251028547682,1.0,1.0
mejores,791,FAR (IC del modelo AR),0.5469016351523477,3.9031244157825062,1.0,1.0
mejores,791,"PSBPM-FD (IC gaussiano, mismo mecanismo)",0.5469016351523477,3.963654801484353,1.0,1.0
mejores,791,PSBPM-FD (predictiva bayesiana),0.5469016351523477,3.1318620995680493,0.9866666666666667,0.0
mejores,717,FAR (IC del modelo AR),0.5496467718231253,3.903124415782507,1.0,1.0
mejores,717,"PSBPM-FD (IC gaussiano, mismo mecanismo)",0.5496467718231253,3.963654801484353,1.0,1.0
mejores,717,PSBPM-FD (predictiva bayesiana),0.5496467718231253,3.1368986241022747,1.0,1.0
mejores,684,FAR (IC del modelo AR),0.5549435641955207,3.9031244157825062,1.0,1.0
mejores,684,"PSBPM-FD (IC gaussiano, mismo mecanismo)",0.5549435641955207,3.963654801484353,1.0,1.0
mejores,684,PSBPM-FD (predictiva bayesiana),0.5549435641955207,3.1341031096254786,1.0,1.0
mejores,757,FAR (IC del modelo AR),0.5789390266558989,3.9031244157825062,1.0,1.0
mejores,757,"PSBPM-FD (IC gaussiano, mismo mecanismo)",0.5789390266558989,3.963654801484353,1.0,1.0
mejores,757,PSBPM-FD (predictiva bayesiana),0.5789390266558989,3.123385433057944,1.0,1.0
peores,652,FAR (IC del modelo AR),1.8183147067547867,3.9031244157825062,0.6,0.0
peores,652,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.8183147067547867,3.963654801484353,0.6,0.0
peores,652,PSBPM-FD (predictiva bayesiana),1.8183147067547867,3.129150659243266,0.4533333333333333,0.0
peores,787,FAR (IC del modelo AR),1.7952123803869044,3.9031244157825062,0.6533333333333333,0.0
peores,787,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.7952123803869044,3.963654801484353,0.6133333333333333,0.0
peores,787,PSBPM-FD (predictiva bayesiana),1.7952123803869044,3.158866237004598,0.5066666666666667,0.0
peores,650,FAR (IC del modelo AR),1.7806954456477357,3.9031244157825062,0.6,0.0
peores,650,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.7806954456477357,3.963654801484353,0.5866666666666667,0.0
peores,650,PSBPM-FD (predictiva bayesiana),1.7806954456477357,3.09449144522349,0.5066666666666667,0.0
peores,762,FAR (IC del modelo AR),1.6951009823611232,3.9031244157825062,0.6933333333333334,0.0
peores,762,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.6951009823611232,3.963654801484353,0.7066666666666667,0.0
peores,762,PSBPM-FD (predictiva bayesiana),1.6951009823611232,3.0523597053686777,0.49333333333333335,0.0
peores,661,FAR (IC del modelo AR),1.5864537048238285,3.9031244157825062,0.8,0.0
peores,661,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.5864537048238285,3.963654801484353,0.76,0.0
peores,661,PSBPM-FD (predictiva bayesiana),1.5864537048238285,3.1043341362973056,0.6533333333333333,0.0
