componente,param,variable,n_cadenas,n_post,ess_min,ess_mean,geweke_max,rhat,converge
1,beta_j,fpc_1_lag1,2,1500,1333.3363120837985,1416.6681560418992,0.24617566770634147,0.9998215825358193,True
1,beta_j,fpc_2_lag1,2,1500,1034.6446693175294,1267.3223346587647,0.9796732092198999,0.9999833026603699,True
1,beta_j,fpc_3_lag1,2,1500,1500.0,1500.0,0.5480477218733374,0.9996774606070412,True
1,p_j,fpc_1_lag1,2,1500,22.07457019248706,23.220957546689107,3.9969062182636934,1.006827918500495,False
1,p_j,fpc_2_lag1,2,1500,58.69896264942857,75.10604932572544,0.48621650633647623,1.0001148306789696,False
1,p_j,fpc_3_lag1,2,1500,104.66620504405176,113.41315360114694,3.2526224318559045,1.002741863855183,False
2,beta_j,fpc_1_lag1,2,1500,1344.1871790871116,1422.093589543556,1.9592317967115087,1.0004627194925704,True
2,beta_j,fpc_2_lag1,2,1500,1493.7989017945401,1496.89945089727,1.3817337809095376,0.9997241445550209,True
2,beta_j,fpc_3_lag1,2,1500,1233.6673849357492,1366.8336924678747,0.5709345680424563,0.9999291730943854,True
2,p_j,fpc_1_lag1,2,1500,120.24018004506779,142.0135210535826,0.5955671026286987,1.0025135851594122,True
2,p_j,fpc_2_lag1,2,1500,13.729998020212978,27.499794864648983,1.3060597833391825,1.0063756903065078,False
2,p_j,fpc_3_lag1,2,1500,127.05801482997914,131.19214931131467,1.9909435410682024,1.000630244189053,True
3,beta_j,fpc_1_lag1,2,1500,1434.3408552365574,1467.1704276182786,1.0495150881484692,1.0011204973403418,True
3,beta_j,fpc_2_lag1,2,1500,990.7418482239536,1245.3709241119768,1.6191526219756667,1.0000319482041256,True
3,beta_j,fpc_3_lag1,2,1500,1500.0,1500.0,0.6181979441123597,0.9996667812217921,True
3,p_j,fpc_1_lag1,2,1500,99.86242378488606,114.07830669909397,1.1506449016129048,0.9999971760612586,False
3,p_j,fpc_2_lag1,2,1500,113.56946798031078,116.63800028564918,2.3829576852886443,1.0211090632741464,False
3,p_j,fpc_3_lag1,2,1500,22.333734129563194,26.76903375758722,2.7904463017330903,1.0481780583267608,False
