variable,FPC 1,FPC 1_sd,FPC 2,FPC 2_sd,FPC 3,FPC 3_sd
fpc_1_lag1,1.0,0.0,0.0683333333333333,0.013670731102939905,0.09433333333333332,0.005185449728701327
fpc_2_lag1,0.063,0.008956685895029636,1.0,0.0,0.08833333333333332,0.010842303978193713
fpc_3_lag1,0.06933333333333336,0.016027753706895038,0.07299999999999995,0.0014142135623730963,1.0,0.0
