bloque,objetivo,banda,winkler,picp,ee_picp,ace,mpiw,picp_simultaneo
test,curva_suavizada,FAR (IC del modelo AR),5.788099578268472,0.9399555555555555,0.0015837944470416955,-0.010044444444444411,4.385979061365842,0.5166666666666667
test,curva_suavizada,"PSBPM-FD (IC gaussiano, mismo mecanismo)",6.131210792882089,0.9410222222222222,0.0015705540353811859,-0.008977777777777751,4.852653224587711,0.59
test,curva_suavizada,PSBPM-FD (predictiva bayesiana),6.546451130290861,0.8713777777777778,0.0022318756055821898,-0.07862222222222215,4.145568834876155,0.12333333333333334
test,representacion_fpca,FAR (IC del modelo AR),4.908140869309307,0.9741333333333333,0.0010582497546467366,0.02413333333333334,4.385979061365842,0.93
test,representacion_fpca,"PSBPM-FD (IC gaussiano, mismo mecanismo)",5.283345303823765,0.9678222222222223,0.0011764800304309216,0.017822222222222295,4.852653224587711,0.9033333333333333
test,representacion_fpca,PSBPM-FD (predictiva bayesiana),4.424461698614288,0.9773333333333334,0.0009922564383798022,0.02733333333333343,4.145568834876155,0.91
train,curva_suavizada,FAR (IC del modelo AR),6.205752483509644,0.9337356321839081,0.0010887213613076305,-0.016264367816091863,4.385979061365842,0.5761494252873564
train,curva_suavizada,"PSBPM-FD (IC gaussiano, mismo mecanismo)",6.403668711213233,0.9309770114942528,0.0011095097081161042,-0.01902298850574713,4.852653224587711,0.6077586206896551
train,curva_suavizada,PSBPM-FD (predictiva bayesiana),6.416848166852748,0.8729885057471264,0.0014574394605732781,-0.07701149425287357,4.1327796561366315,0.12931034482758622
train,representacion_fpca,FAR (IC del modelo AR),5.108627025398208,0.9586781609195403,0.0008711460797422846,0.008678160919540323,4.385979061365842,0.9008620689655172
train,representacion_fpca,"PSBPM-FD (IC gaussiano, mismo mecanismo)",5.29505258745341,0.960095785440613,0.0008567052209646398,0.01009578544061307,4.852653224587711,0.8778735632183908
train,representacion_fpca,PSBPM-FD (predictiva bayesiana),4.474548286671064,0.9700383141762452,0.0007461777854359072,0.020038314176245242,4.1327796561366315,0.8922413793103449
