t,bloque,I_t_puntual,I_t_simultaneo
127,train,1.0,1.0
128,train,1.0,1.0
129,train,1.0,1.0
130,train,1.0,1.0
131,train,1.0,1.0
132,train,1.0,1.0
133,train,1.0,1.0
134,train,1.0,1.0
135,train,1.0,1.0
136,train,1.0,1.0
137,train,1.0,1.0
138,train,1.0,1.0
139,train,1.0,1.0
140,train,1.0,1.0
141,train,1.0,1.0
142,train,1.0,1.0
143,train,1.0,1.0
144,train,1.0,1.0
145,train,1.0,1.0
146,train,1.0,1.0
147,train,1.0,1.0
148,train,1.0,1.0
149,train,1.0,1.0
150,train,1.0,1.0
151,train,0.9591836734693877,0.0
152,train,0.9795918367346939,0.0
153,train,1.0,1.0
154,train,1.0,1.0
155,train,1.0,1.0
156,train,1.0,1.0
157,train,0.9795918367346939,0.0
158,train,1.0,1.0
159,train,1.0,1.0
160,train,1.0,1.0
161,train,1.0,1.0
162,train,1.0,1.0
163,train,1.0,1.0
164,train,1.0,1.0
165,train,1.0,1.0
166,train,1.0,1.0
167,train,0.9795918367346939,0.0
168,train,0.9795918367346939,0.0
169,train,0.9795918367346939,0.0
170,train,1.0,1.0
171,train,0.9795918367346939,0.0
172,train,1.0,1.0
173,train,1.0,1.0
174,train,1.0,1.0
175,train,0.9795918367346939,0.0
176,train,1.0,1.0
177,train,1.0,1.0
178,train,1.0,1.0
179,train,1.0,1.0
180,train,0.9591836734693877,0.0
181,train,1.0,1.0
182,train,1.0,1.0
183,train,1.0,1.0
184,train,1.0,1.0
185,train,1.0,1.0
186,train,1.0,1.0
187,train,1.0,1.0
188,train,1.0,1.0
189,train,1.0,1.0
190,train,1.0,1.0
191,train,1.0,1.0
192,train,1.0,1.0
193,train,1.0,1.0
194,train,1.0,1.0
195,train,1.0,1.0
196,train,0.9591836734693877,0.0
197,train,1.0,1.0
198,train,1.0,1.0
199,train,1.0,1.0
200,train,1.0,1.0
201,train,1.0,1.0
202,train,1.0,1.0
203,train,1.0,1.0
204,train,1.0,1.0
205,train,1.0,1.0
206,train,1.0,1.0
207,train,0.9795918367346939,0.0
208,train,1.0,1.0
209,train,0.9591836734693877,0.0
210,train,1.0,1.0
211,train,1.0,1.0
212,train,1.0,1.0
213,train,1.0,1.0
214,train,1.0,1.0
215,train,1.0,1.0
216,train,1.0,1.0
217,train,1.0,1.0
218,train,1.0,1.0
219,train,1.0,1.0
220,train,1.0,1.0
221,train,1.0,1.0
222,train,1.0,1.0
223,train,1.0,1.0
224,train,1.0,1.0
225,train,1.0,1.0
226,train,0.9795918367346939,0.0
227,train,1.0,1.0
228,train,1.0,1.0
229,train,1.0,1.0
230,train,0.9795918367346939,0.0
231,train,1.0,1.0
232,train,1.0,1.0
233,train,1.0,1.0
234,train,0.9795918367346939,0.0
235,train,1.0,1.0
236,train,1.0,1.0
237,train,1.0,1.0
238,train,1.0,1.0
239,train,0.9591836734693877,0.0
240,train,1.0,1.0
241,train,1.0,1.0
242,train,1.0,1.0
243,train,1.0,1.0
244,train,1.0,1.0
245,train,1.0,1.0
246,train,1.0,1.0
247,train,0.9795918367346939,0.0
248,train,0.9795918367346939,0.0
249,train,1.0,1.0
250,train,1.0,1.0
251,train,1.0,1.0
252,train,1.0,1.0
253,train,1.0,1.0
254,train,1.0,1.0
255,train,1.0,1.0
256,train,1.0,1.0
257,train,1.0,1.0
258,train,0.9795918367346939,0.0
259,train,1.0,1.0
260,train,1.0,1.0
261,train,1.0,1.0
262,train,0.9795918367346939,0.0
263,train,1.0,1.0
264,train,1.0,1.0
265,train,1.0,1.0
266,train,1.0,1.0
267,train,1.0,1.0
268,train,1.0,1.0
269,train,1.0,1.0
270,train,1.0,1.0
271,train,1.0,1.0
272,train,1.0,1.0
273,train,1.0,1.0
274,train,1.0,1.0
275,train,0.9183673469387755,0.0
276,train,1.0,1.0
277,train,1.0,1.0
278,train,1.0,1.0
279,train,1.0,1.0
280,train,1.0,1.0
281,train,1.0,1.0
282,train,1.0,1.0
283,train,1.0,1.0
284,train,1.0,1.0
285,train,1.0,1.0
286,train,1.0,1.0
287,train,1.0,1.0
288,train,1.0,1.0
289,train,1.0,1.0
290,train,1.0,1.0
291,train,1.0,1.0
292,train,1.0,1.0
293,train,1.0,1.0
294,train,1.0,1.0
295,train,1.0,1.0
296,train,1.0,1.0
297,train,1.0,1.0
298,train,1.0,1.0
299,train,1.0,1.0
300,train,1.0,1.0
301,train,1.0,1.0
302,train,1.0,1.0
303,train,1.0,1.0
304,train,1.0,1.0
305,train,1.0,1.0
306,train,1.0,1.0
307,train,0.9795918367346939,0.0
308,train,1.0,1.0
309,train,1.0,1.0
310,train,1.0,1.0
311,train,0.9795918367346939,0.0
312,train,1.0,1.0
313,train,1.0,1.0
314,train,1.0,1.0
315,train,1.0,1.0
316,train,1.0,1.0
317,train,1.0,1.0
318,train,1.0,1.0
319,train,1.0,1.0
320,train,1.0,1.0
321,train,1.0,1.0
322,train,1.0,1.0
323,train,1.0,1.0
324,train,1.0,1.0
325,train,1.0,1.0
326,train,1.0,1.0
327,train,1.0,1.0
328,train,0.9795918367346939,0.0
329,train,1.0,1.0
330,train,1.0,1.0
331,train,1.0,1.0
332,train,1.0,1.0
333,train,1.0,1.0
334,train,1.0,1.0
335,train,1.0,1.0
336,train,1.0,1.0
337,train,1.0,1.0
338,train,1.0,1.0
339,train,1.0,1.0
340,train,1.0,1.0
341,train,1.0,1.0
342,train,1.0,1.0
343,train,1.0,1.0
344,train,1.0,1.0
345,train,1.0,1.0
346,train,1.0,1.0
347,train,1.0,1.0
348,train,1.0,1.0
349,train,1.0,1.0
350,train,1.0,1.0
351,train,1.0,1.0
352,train,1.0,1.0
353,train,1.0,1.0
354,train,1.0,1.0
355,train,1.0,1.0
356,train,1.0,1.0
357,train,1.0,1.0
358,train,1.0,1.0
359,train,1.0,1.0
360,train,1.0,1.0
361,train,1.0,1.0
362,train,1.0,1.0
363,train,1.0,1.0
364,train,1.0,1.0
365,train,1.0,1.0
366,train,1.0,1.0
367,train,1.0,1.0
368,train,1.0,1.0
369,train,1.0,1.0
370,train,1.0,1.0
371,train,1.0,1.0
372,train,1.0,1.0
373,train,1.0,1.0
374,train,1.0,1.0
375,train,1.0,1.0
376,train,1.0,1.0
377,train,1.0,1.0
378,train,1.0,1.0
379,train,1.0,1.0
380,train,1.0,1.0
381,train,1.0,1.0
382,train,1.0,1.0
383,train,1.0,1.0
384,train,1.0,1.0
385,train,1.0,1.0
386,train,1.0,1.0
387,train,1.0,1.0
388,train,1.0,1.0
389,train,1.0,1.0
390,train,1.0,1.0
391,train,1.0,1.0
392,train,1.0,1.0
393,train,1.0,1.0
394,train,1.0,1.0
395,train,1.0,1.0
396,train,0.9591836734693877,0.0
397,train,1.0,1.0
398,train,1.0,1.0
399,train,1.0,1.0
400,train,0.9591836734693877,0.0
401,train,1.0,1.0
402,train,1.0,1.0
403,train,0.9591836734693877,0.0
404,train,1.0,1.0
405,train,1.0,1.0
406,train,1.0,1.0
407,train,1.0,1.0
408,train,1.0,1.0
409,train,1.0,1.0
410,train,1.0,1.0
411,train,1.0,1.0
412,train,1.0,1.0
413,train,1.0,1.0
414,train,1.0,1.0
415,train,1.0,1.0
416,train,1.0,1.0
417,train,1.0,1.0
418,train,1.0,1.0
419,train,1.0,1.0
420,train,1.0,1.0
421,train,1.0,1.0
422,train,1.0,1.0
423,train,1.0,1.0
424,train,1.0,1.0
425,train,1.0,1.0
426,train,1.0,1.0
427,train,1.0,1.0
428,train,1.0,1.0
429,train,1.0,1.0
430,train,1.0,1.0
431,train,1.0,1.0
432,train,1.0,1.0
433,train,1.0,1.0
434,train,1.0,1.0
435,train,1.0,1.0
436,train,1.0,1.0
437,train,1.0,1.0
438,train,1.0,1.0
439,train,1.0,1.0
440,train,1.0,1.0
441,train,1.0,1.0
442,train,1.0,1.0
443,train,1.0,1.0
444,train,1.0,1.0
445,train,1.0,1.0
446,train,1.0,1.0
447,train,1.0,1.0
448,train,1.0,1.0
449,train,1.0,1.0
450,train,1.0,1.0
451,train,1.0,1.0
452,train,1.0,1.0
453,train,1.0,1.0
454,train,1.0,1.0
455,train,1.0,1.0
456,train,1.0,1.0
457,train,1.0,1.0
458,train,1.0,1.0
459,train,1.0,1.0
460,train,1.0,1.0
461,train,1.0,1.0
462,train,1.0,1.0
463,train,1.0,1.0
464,train,1.0,1.0
465,train,1.0,1.0
466,train,1.0,1.0
467,train,1.0,1.0
468,train,1.0,1.0
469,train,1.0,1.0
470,train,1.0,1.0
471,train,1.0,1.0
472,train,1.0,1.0
473,train,1.0,1.0
474,train,1.0,1.0
475,train,1.0,1.0
476,train,1.0,1.0
477,train,1.0,1.0
478,train,1.0,1.0
479,train,1.0,1.0
480,train,1.0,1.0
481,train,1.0,1.0
482,train,1.0,1.0
483,train,1.0,1.0
484,train,1.0,1.0
485,train,1.0,1.0
486,train,1.0,1.0
487,train,1.0,1.0
488,train,1.0,1.0
489,train,1.0,1.0
490,train,1.0,1.0
491,train,1.0,1.0
492,train,1.0,1.0
493,train,1.0,1.0
494,train,1.0,1.0
495,train,1.0,1.0
496,train,1.0,1.0
497,train,1.0,1.0
498,train,1.0,1.0
499,train,1.0,1.0
500,train,1.0,1.0
501,train,1.0,1.0
502,train,1.0,1.0
503,train,1.0,1.0
504,train,1.0,1.0
505,train,1.0,1.0
506,train,1.0,1.0
507,train,1.0,1.0
508,train,1.0,1.0
509,train,1.0,1.0
510,train,1.0,1.0
511,train,1.0,1.0
512,train,1.0,1.0
513,train,1.0,1.0
514,train,1.0,1.0
515,train,1.0,1.0
516,train,1.0,1.0
517,train,0.5510204081632653,0.0
518,train,0.7959183673469388,0.0
519,train,0.8979591836734694,0.0
520,train,0.8775510204081632,0.0
521,train,0.7142857142857143,0.0
522,train,0.9795918367346939,0.0
523,train,0.9591836734693877,0.0
524,train,0.7346938775510204,0.0
525,train,1.0,1.0
526,train,0.8367346938775511,0.0
527,train,0.9183673469387755,0.0
528,train,0.8775510204081632,0.0
529,train,0.8571428571428571,0.0
530,train,0.6122448979591837,0.0
531,train,1.0,1.0
532,train,0.9795918367346939,0.0
533,train,1.0,1.0
534,train,1.0,1.0
535,train,1.0,1.0
536,train,0.8979591836734694,0.0
537,train,0.8571428571428571,0.0
538,train,1.0,1.0
539,train,0.6530612244897959,0.0
540,train,0.9183673469387755,0.0
541,train,1.0,1.0
542,train,0.9795918367346939,0.0
543,train,0.5918367346938775,0.0
544,train,1.0,1.0
545,train,0.9591836734693877,0.0
546,train,0.7142857142857143,0.0
547,train,1.0,1.0
548,train,1.0,1.0
549,train,0.673469387755102,0.0
550,train,0.9387755102040817,0.0
551,train,1.0,1.0
552,train,0.8775510204081632,0.0
553,train,1.0,1.0
554,train,1.0,1.0
555,train,1.0,1.0
556,train,1.0,1.0
557,train,1.0,1.0
558,train,0.42857142857142855,0.0
559,train,0.4897959183673469,0.0
560,train,1.0,1.0
561,train,1.0,1.0
562,train,1.0,1.0
563,train,1.0,1.0
564,train,1.0,1.0
565,train,1.0,1.0
566,train,0.7346938775510204,0.0
567,train,0.673469387755102,0.0
568,train,0.5918367346938775,0.0
569,train,0.6326530612244898,0.0
570,train,0.0,0.0
571,train,1.0,1.0
572,train,1.0,1.0
573,train,1.0,1.0
574,train,1.0,1.0
575,train,1.0,1.0
576,train,0.6326530612244898,0.0
577,train,1.0,1.0
578,train,0.7142857142857143,0.0
579,train,1.0,1.0
580,train,1.0,1.0
581,train,1.0,1.0
582,train,1.0,1.0
583,train,1.0,1.0
584,train,0.40816326530612246,0.0
585,train,0.5102040816326531,0.0
586,train,0.8367346938775511,0.0
587,train,1.0,1.0
588,train,1.0,1.0
589,train,0.3673469387755102,0.0
590,train,1.0,1.0
591,train,0.20408163265306123,0.0
592,train,0.9387755102040817,0.0
593,train,0.7959183673469388,0.0
594,train,0.8571428571428571,0.0
595,train,0.6122448979591837,0.0
596,train,0.6530612244897959,0.0
597,train,0.22448979591836735,0.0
598,train,1.0,1.0
599,train,1.0,1.0
600,train,0.5306122448979592,0.0
601,train,1.0,1.0
602,train,0.673469387755102,0.0
603,train,0.7959183673469388,0.0
604,train,0.9183673469387755,0.0
605,train,0.673469387755102,0.0
606,train,0.9387755102040817,0.0
607,train,0.7959183673469388,0.0
608,train,0.8163265306122449,0.0
609,train,0.6530612244897959,0.0
610,train,0.8367346938775511,0.0
611,train,0.9183673469387755,0.0
612,train,0.673469387755102,0.0
613,train,0.8775510204081632,0.0
614,train,0.8367346938775511,0.0
615,train,0.30612244897959184,0.0
616,train,0.9795918367346939,0.0
617,train,0.8367346938775511,0.0
618,train,0.46938775510204084,0.0
619,train,0.7755102040816326,0.0
620,train,0.6326530612244898,0.0
621,train,1.0,1.0
622,train,0.9183673469387755,0.0
623,train,0.5306122448979592,0.0
624,train,0.8367346938775511,0.0
625,train,0.7142857142857143,0.0
626,train,0.6122448979591837,0.0
627,train,0.5714285714285714,0.0
628,train,1.0,1.0
629,train,1.0,1.0
630,train,0.6326530612244898,0.0
631,train,0.10204081632653061,0.0
632,train,1.0,1.0
633,train,0.9183673469387755,0.0
634,train,1.0,1.0
635,train,1.0,1.0
636,train,1.0,1.0
637,train,1.0,1.0
638,train,0.9387755102040817,0.0
639,train,1.0,1.0
640,train,1.0,1.0
641,train,1.0,1.0
642,train,1.0,1.0
643,train,1.0,1.0
644,train,1.0,1.0
645,train,1.0,1.0
646,train,1.0,1.0
647,train,1.0,1.0
648,train,1.0,1.0
649,train,1.0,1.0
650,train,0.9795918367346939,0.0
651,train,1.0,1.0
652,train,1.0,1.0
653,train,1.0,1.0
654,train,1.0,1.0
655,train,1.0,1.0
656,train,1.0,1.0
657,train,1.0,1.0
658,train,1.0,1.0
659,train,1.0,1.0
660,train,1.0,1.0
661,train,1.0,1.0
662,train,1.0,1.0
663,train,1.0,1.0
664,train,1.0,1.0
665,train,1.0,1.0
666,train,1.0,1.0
667,train,1.0,1.0
668,train,1.0,1.0
669,train,1.0,1.0
670,train,0.9795918367346939,0.0
671,train,1.0,1.0
672,train,1.0,1.0
673,train,1.0,1.0
674,train,1.0,1.0
675,train,1.0,1.0
676,train,1.0,1.0
677,train,0.9795918367346939,0.0
678,train,1.0,1.0
679,train,1.0,1.0
680,train,1.0,1.0
681,train,1.0,1.0
682,train,1.0,1.0
683,train,1.0,1.0
684,train,1.0,1.0
685,train,1.0,1.0
686,train,1.0,1.0
687,train,1.0,1.0
688,train,1.0,1.0
689,train,1.0,1.0
690,train,1.0,1.0
691,train,1.0,1.0
692,train,1.0,1.0
693,train,1.0,1.0
694,train,0.9591836734693877,0.0
695,train,1.0,1.0
696,train,1.0,1.0
697,train,1.0,1.0
698,train,0.9591836734693877,0.0
699,train,1.0,1.0
700,train,1.0,1.0
701,train,1.0,1.0
702,train,1.0,1.0
703,train,1.0,1.0
704,train,1.0,1.0
705,train,1.0,1.0
706,train,1.0,1.0
707,train,1.0,1.0
708,train,1.0,1.0
709,train,1.0,1.0
710,train,1.0,1.0
711,train,1.0,1.0
712,train,1.0,1.0
713,train,1.0,1.0
714,train,1.0,1.0
715,train,1.0,1.0
716,train,1.0,1.0
717,train,1.0,1.0
718,train,1.0,1.0
719,train,1.0,1.0
720,train,1.0,1.0
721,train,1.0,1.0
722,train,1.0,1.0
723,train,1.0,1.0
724,train,1.0,1.0
725,train,1.0,1.0
726,train,1.0,1.0
727,train,1.0,1.0
728,train,1.0,1.0
729,train,1.0,1.0
730,train,1.0,1.0
731,train,1.0,1.0
732,train,0.9795918367346939,0.0
733,train,1.0,1.0
734,train,1.0,1.0
735,train,1.0,1.0
736,train,1.0,1.0
737,train,1.0,1.0
738,train,0.9795918367346939,0.0
739,train,1.0,1.0
740,train,1.0,1.0
741,train,0.9795918367346939,0.0
742,train,1.0,1.0
743,train,1.0,1.0
744,train,1.0,1.0
745,train,1.0,1.0
746,train,1.0,1.0
747,train,1.0,1.0
748,train,1.0,1.0
749,train,1.0,1.0
750,train,1.0,1.0
751,train,1.0,1.0
752,train,1.0,1.0
753,train,1.0,1.0
754,train,1.0,1.0
755,train,1.0,1.0
756,train,1.0,1.0
757,train,1.0,1.0
758,train,1.0,1.0
759,train,1.0,1.0
760,train,1.0,1.0
761,train,1.0,1.0
762,train,1.0,1.0
763,train,0.9591836734693877,0.0
764,train,1.0,1.0
765,train,1.0,1.0
766,train,0.9795918367346939,0.0
767,train,1.0,1.0
768,train,1.0,1.0
769,train,1.0,1.0
770,train,1.0,1.0
771,train,1.0,1.0
772,train,1.0,1.0
773,train,1.0,1.0
774,train,1.0,1.0
775,train,1.0,1.0
776,train,1.0,1.0
777,train,1.0,1.0
778,train,1.0,1.0
779,train,1.0,1.0
780,train,0.9795918367346939,0.0
781,train,0.9795918367346939,0.0
782,train,1.0,1.0
783,train,0.9183673469387755,0.0
784,train,1.0,1.0
785,train,0.9591836734693877,0.0
786,train,1.0,1.0
787,train,1.0,1.0
788,train,1.0,1.0
789,train,1.0,1.0
790,train,1.0,1.0
791,train,1.0,1.0
792,train,1.0,1.0
793,train,1.0,1.0
794,train,1.0,1.0
795,train,1.0,1.0
796,train,1.0,1.0
797,train,1.0,1.0
798,train,1.0,1.0
799,train,1.0,1.0
800,train,1.0,1.0
801,train,1.0,1.0
802,train,1.0,1.0
803,train,1.0,1.0
804,train,0.5306122448979592,0.0
805,train,1.0,1.0
806,train,1.0,1.0
807,train,1.0,1.0
808,train,1.0,1.0
809,train,1.0,1.0
810,train,1.0,1.0
811,train,1.0,1.0
812,train,1.0,1.0
813,train,1.0,1.0
814,train,1.0,1.0
815,train,1.0,1.0
816,train,1.0,1.0
817,train,1.0,1.0
818,train,1.0,1.0
819,train,1.0,1.0
820,train,1.0,1.0
821,train,1.0,1.0
822,train,1.0,1.0
823,train,1.0,1.0
824,train,1.0,1.0
825,train,1.0,1.0
826,train,1.0,1.0
827,train,1.0,1.0
828,train,1.0,1.0
829,train,1.0,1.0
830,train,1.0,1.0
831,train,1.0,1.0
832,train,1.0,1.0
833,train,0.9591836734693877,0.0
834,train,0.9387755102040817,0.0
835,train,0.9591836734693877,0.0
836,train,1.0,1.0
837,train,0.9795918367346939,0.0
838,train,1.0,1.0
839,train,1.0,1.0
840,train,1.0,1.0
841,train,1.0,1.0
842,train,1.0,1.0
843,train,1.0,1.0
844,train,1.0,1.0
845,train,1.0,1.0
846,train,1.0,1.0
847,train,1.0,1.0
848,train,1.0,1.0
849,train,1.0,1.0
850,train,1.0,1.0
851,train,0.9795918367346939,0.0
852,train,1.0,1.0
853,train,0.9591836734693877,0.0
854,train,1.0,1.0
855,train,1.0,1.0
856,train,1.0,1.0
857,train,0.9795918367346939,0.0
858,train,1.0,1.0
859,train,1.0,1.0
860,train,1.0,1.0
861,train,1.0,1.0
862,train,1.0,1.0
863,train,1.0,1.0
864,train,1.0,1.0
865,train,1.0,1.0
866,train,1.0,1.0
867,train,1.0,1.0
868,train,1.0,1.0
869,train,1.0,1.0
870,train,1.0,1.0
871,train,1.0,1.0
872,train,1.0,1.0
873,train,1.0,1.0
874,train,1.0,1.0
875,train,1.0,1.0
876,train,1.0,1.0
877,train,1.0,1.0
878,train,1.0,1.0
879,train,1.0,1.0
880,train,1.0,1.0
881,train,0.9795918367346939,0.0
882,train,1.0,1.0
883,train,1.0,1.0
884,train,1.0,1.0
885,train,1.0,1.0
886,train,1.0,1.0
887,train,1.0,1.0
888,train,1.0,1.0
889,train,1.0,1.0
890,train,1.0,1.0
891,train,1.0,1.0
892,train,1.0,1.0
893,train,1.0,1.0
894,train,1.0,1.0
895,train,1.0,1.0
896,train,1.0,1.0
897,train,1.0,1.0
898,train,1.0,1.0
899,train,1.0,1.0
900,train,1.0,1.0
901,train,1.0,1.0
902,train,1.0,1.0
903,train,1.0,1.0
904,train,1.0,1.0
905,train,1.0,1.0
906,train,1.0,1.0
907,train,1.0,1.0
908,train,1.0,1.0
909,train,1.0,1.0
910,train,1.0,1.0
911,train,1.0,1.0
912,train,1.0,1.0
913,train,1.0,1.0
914,train,1.0,1.0
915,train,1.0,1.0
916,train,0.8571428571428571,0.0
917,train,0.8367346938775511,0.0
918,train,0.8163265306122449,0.0
919,train,1.0,1.0
920,train,0.8367346938775511,0.0
921,train,0.9387755102040817,0.0
922,train,0.8979591836734694,0.0
923,train,1.0,1.0
924,train,1.0,1.0
925,train,1.0,1.0
926,train,1.0,1.0
927,train,1.0,1.0
928,train,1.0,1.0
929,train,1.0,1.0
930,train,1.0,1.0
931,train,1.0,1.0
932,train,1.0,1.0
933,train,1.0,1.0
934,train,1.0,1.0
935,train,1.0,1.0
936,train,1.0,1.0
937,train,1.0,1.0
938,train,1.0,1.0
939,train,1.0,1.0
940,train,1.0,1.0
941,train,1.0,1.0
942,train,1.0,1.0
943,train,1.0,1.0
944,train,1.0,1.0
945,train,1.0,1.0
946,train,1.0,1.0
947,train,1.0,1.0
948,train,1.0,1.0
949,train,1.0,1.0
950,train,1.0,1.0
951,train,1.0,1.0
952,train,1.0,1.0
953,train,1.0,1.0
954,train,1.0,1.0
955,train,1.0,1.0
956,train,1.0,1.0
957,train,1.0,1.0
958,train,1.0,1.0
959,train,1.0,1.0
960,train,1.0,1.0
961,train,1.0,1.0
962,train,1.0,1.0
963,train,1.0,1.0
964,train,1.0,1.0
965,train,1.0,1.0
966,train,1.0,1.0
967,train,1.0,1.0
968,train,1.0,1.0
969,train,1.0,1.0
970,train,1.0,1.0
971,train,1.0,1.0
972,train,1.0,1.0
973,train,1.0,1.0
974,train,1.0,1.0
975,train,1.0,1.0
976,train,1.0,1.0
977,train,1.0,1.0
978,train,1.0,1.0
979,train,1.0,1.0
980,train,1.0,1.0
981,train,1.0,1.0
982,train,1.0,1.0
983,train,1.0,1.0
984,train,1.0,1.0
985,train,1.0,1.0
986,train,1.0,1.0
987,train,1.0,1.0
988,train,1.0,1.0
989,train,1.0,1.0
990,train,1.0,1.0
991,train,1.0,1.0
992,train,1.0,1.0
993,train,1.0,1.0
994,train,1.0,1.0
995,train,1.0,1.0
996,train,1.0,1.0
997,train,1.0,1.0
998,train,1.0,1.0
999,train,1.0,1.0
1000,train,1.0,1.0
1001,train,1.0,1.0
1002,train,1.0,1.0
1003,train,1.0,1.0
1004,train,1.0,1.0
1005,train,1.0,1.0
1006,train,1.0,1.0
1007,train,1.0,1.0
1008,train,1.0,1.0
1009,train,1.0,1.0
1010,train,1.0,1.0
1011,train,1.0,1.0
1012,train,1.0,1.0
1013,train,1.0,1.0
1014,train,1.0,1.0
1015,train,0.9795918367346939,0.0
1016,train,1.0,1.0
1017,train,1.0,1.0
1018,train,1.0,1.0
1019,train,1.0,1.0
1020,train,1.0,1.0
1021,train,0.9591836734693877,0.0
1022,train,1.0,1.0
1023,train,1.0,1.0
1024,train,1.0,1.0
1025,train,1.0,1.0
1026,train,1.0,1.0
1027,train,1.0,1.0
1028,train,0.9591836734693877,0.0
1029,train,1.0,1.0
1030,train,1.0,1.0
1031,train,1.0,1.0
1032,train,0.9795918367346939,0.0
1033,train,1.0,1.0
1034,train,1.0,1.0
1035,train,1.0,1.0
1036,train,1.0,1.0
1037,train,1.0,1.0
1038,train,1.0,1.0
1039,train,1.0,1.0
1040,train,1.0,1.0
1041,train,1.0,1.0
1042,train,1.0,1.0
1043,train,0.9591836734693877,0.0
1044,train,1.0,1.0
1045,train,1.0,1.0
1046,train,1.0,1.0
1047,train,1.0,1.0
1048,train,1.0,1.0
1049,train,1.0,1.0
1050,train,1.0,1.0
1051,train,1.0,1.0
1052,train,1.0,1.0
1053,train,1.0,1.0
1054,train,1.0,1.0
1055,train,1.0,1.0
1056,train,0.9795918367346939,0.0
1057,train,1.0,1.0
1058,test,1.0,1.0
1059,test,1.0,1.0
1060,test,1.0,1.0
1061,test,1.0,1.0
1062,test,1.0,1.0
1063,test,1.0,1.0
1064,test,1.0,1.0
1065,test,1.0,1.0
1066,test,1.0,1.0
1067,test,1.0,1.0
1068,test,1.0,1.0
1069,test,1.0,1.0
1070,test,1.0,1.0
1071,test,1.0,1.0
1072,test,1.0,1.0
1073,test,0.9795918367346939,0.0
1074,test,1.0,1.0
1075,test,0.9795918367346939,0.0
1076,test,1.0,1.0
1077,test,1.0,1.0
1078,test,1.0,1.0
1079,test,1.0,1.0
1080,test,1.0,1.0
1081,test,1.0,1.0
1082,test,1.0,1.0
1083,test,1.0,1.0
1084,test,1.0,1.0
1085,test,1.0,1.0
1086,test,1.0,1.0
1087,test,1.0,1.0
1088,test,1.0,1.0
1089,test,1.0,1.0
1090,test,1.0,1.0
1091,test,1.0,1.0
1092,test,0.9795918367346939,0.0
1093,test,1.0,1.0
1094,test,1.0,1.0
1095,test,1.0,1.0
