metrica,bloque,columna,minimo,maximo,promedio
1. MAE  (L^1),train,mae_f,0.009568543298842358,0.14277906333269677,0.02593863942858296
1. MAE  (L^1),test,mae_f,0.009748532806292247,0.026109058787873042,0.013465327764997885
2. RMSE (L^2),train,rmse_f,0.012299158437899495,0.23719890331713517,0.037406057192537916
2. RMSE (L^2),test,rmse_f,0.012334346201762209,0.053736098437683864,0.01949441984867143
3. E_max promedio por curva,train,linf_medio,0.022557729312578285,0.2872827329053048,0.0650787445501456
3. E_max promedio por curva,test,linf_medio,0.026450167454159557,0.06959196529183807,0.044386112890034114
4. E_max peor de la ventana,train,linf_max,0.03194715480758059,2.002362596940643,0.1954983208242282
4. E_max peor de la ventana,test,linf_max,0.04141827241193896,0.34271221663499196,0.12937290203206753
5. MPIW,train,mpiw,0.21630345004941523,0.5381305354234971,0.2992949159671225
5. MPIW,test,mpiw,0.21450182981425814,0.254409996891194,0.2311517449733338
6. PICP puntual,train,picp,0.7153061224489796,1.0,0.9764213882274221
6. PICP puntual,test,picp,0.960204081632653,1.0,0.996589256392212
7. PICPB curva completa,train,picp_simultaneo,0.05,1.0,0.8627290260366443
7. PICPB curva completa,test,picp_simultaneo,0.8,1.0,0.9317241379310345
8. Winkler,train,winkler,0.21664446540741134,1.9052343751860268,0.3817128300104417
8. Winkler,test,winkler,0.21465491722935215,0.3854508402898208,0.2387849501050669
9. Winkler max promedio,train,winkler_max_medio,0.2863857245198798,6.532705468994533,0.8352276697353472
9. Winkler max promedio,test,winkler_max_medio,0.2839885010205539,0.8784915290811547,0.3960238211822275
10. Winkler max peor ventana,train,winkler_max_glob,0.3144887629245654,69.66877835224138,4.0601335969489165
10. Winkler max peor ventana,test,winkler_max_glob,0.3140686324289561,9.32446696034333,1.7827494574374743
