grupo,t,banda,rmse_f_PSBPM,mpiw,picp_puntual,I_t_simultaneo
mejores,1217,FAR (IC del modelo AR),0.005436353335440624,0.18797429091120163,1.0,1.0
mejores,1217,"PSBPM-FD (IC gaussiano, mismo mecanismo)",0.005436353335440624,0.21905494291560537,1.0,1.0
mejores,1217,PSBPM-FD (predictiva bayesiana),0.005436353335440624,0.232905561826667,1.0,1.0
mejores,1301,FAR (IC del modelo AR),0.005607577659150337,0.18797429091120163,1.0,1.0
mejores,1301,"PSBPM-FD (IC gaussiano, mismo mecanismo)",0.005607577659150337,0.21905494291560537,1.0,1.0
mejores,1301,PSBPM-FD (predictiva bayesiana),0.005607577659150337,0.22046566982658541,1.0,1.0
mejores,1297,FAR (IC del modelo AR),0.00577176259535757,0.18797429091120163,1.0,1.0
mejores,1297,"PSBPM-FD (IC gaussiano, mismo mecanismo)",0.00577176259535757,0.21905494291560546,1.0,1.0
mejores,1297,PSBPM-FD (predictiva bayesiana),0.00577176259535757,0.23250289230930563,1.0,1.0
mejores,1383,FAR (IC del modelo AR),0.0063081824600946645,0.18797429091120163,1.0,1.0
mejores,1383,"PSBPM-FD (IC gaussiano, mismo mecanismo)",0.0063081824600946645,0.21905494291560546,1.0,1.0
mejores,1383,PSBPM-FD (predictiva bayesiana),0.0063081824600946645,0.21067509845811494,1.0,1.0
mejores,1382,FAR (IC del modelo AR),0.006318270224934568,0.18797429091120163,1.0,1.0
mejores,1382,"PSBPM-FD (IC gaussiano, mismo mecanismo)",0.006318270224934568,0.21905494291560537,1.0,1.0
mejores,1382,PSBPM-FD (predictiva bayesiana),0.006318270224934568,0.2330940876688276,1.0,1.0
peores,1138,FAR (IC del modelo AR),0.19489094907342208,0.18797429091120163,0.3673469387755102,0.0
peores,1138,"PSBPM-FD (IC gaussiano, mismo mecanismo)",0.19489094907342208,0.21905494291560537,0.4489795918367347,0.0
peores,1138,PSBPM-FD (predictiva bayesiana),0.19489094907342208,0.22679393388787095,0.4897959183673469,0.0
peores,1139,FAR (IC del modelo AR),0.12243026936447535,0.18797429091120163,0.1836734693877551,0.0
peores,1139,"PSBPM-FD (IC gaussiano, mismo mecanismo)",0.12243026936447535,0.21905494291560546,0.40816326530612246,0.0
peores,1139,PSBPM-FD (predictiva bayesiana),0.12243026936447535,0.23701597111565725,0.7551020408163265,0.0
peores,1394,FAR (IC del modelo AR),0.06617151240485887,0.18797429091120163,0.8979591836734694,0.0
peores,1394,"PSBPM-FD (IC gaussiano, mismo mecanismo)",0.06617151240485887,0.21905494291560546,0.9591836734693877,0.0
peores,1394,PSBPM-FD (predictiva bayesiana),0.06617151240485887,0.2633274148921577,0.9795918367346939,0.0
peores,1395,FAR (IC del modelo AR),0.06614422559565887,0.18797429091120163,0.8775510204081632,0.0
peores,1395,"PSBPM-FD (IC gaussiano, mismo mecanismo)",0.06614422559565887,0.21905494291560537,0.7959183673469388,0.0
peores,1395,PSBPM-FD (predictiva bayesiana),0.06614422559565887,0.2271800564259899,0.9387755102040817,0.0
peores,1389,FAR (IC del modelo AR),0.05077774411559663,0.18797429091120163,0.7346938775510204,0.0
peores,1389,"PSBPM-FD (IC gaussiano, mismo mecanismo)",0.05077774411559663,0.21905494291560537,0.8775510204081632,0.0
peores,1389,PSBPM-FD (predictiva bayesiana),0.05077774411559663,0.24833194090395558,1.0,1.0
