metrica,bloque,columna,minimo,maximo,promedio,M
1. MAE  (L^1),train,mae_f,0.6980947427334444,0.9936593278793643,0.840124990953846,1
1. MAE  (L^1),test,mae_f,0.7721280865682452,1.0763133695911358,0.8783430980702015,1
2. RMSE (L^2),train,rmse_f,0.8704435224950204,1.2432375874565076,1.0499252010726507,1
2. RMSE (L^2),test,rmse_f,0.9607720337276392,1.3356276395266966,1.0893703980439393,1
3. E_max promedio por curva,train,linf_medio,1.7306216873154703,2.377061978913013,2.015892158503094,1
3. E_max promedio por curva,test,linf_medio,1.8068888696630214,2.4243594710591663,2.0541303898936323,1
4. E_max peor de la ventana,train,linf_max,2.3160919107951052,4.402883353818388,3.237692332696539,1
4. E_max peor de la ventana,test,linf_max,2.555376202536334,3.9668935463362334,3.1769253343961408,1
5. MPIW,train,mpiw,1.8019763395488684,1.8773219577713802,1.836154431026515,1
5. MPIW,test,mpiw,1.8003046588974023,1.8673613562178675,1.8345199205596197,1
6. PICP puntual,train,picp,0.49133333333333334,0.6973333333333334,0.6015592592592592,1
6. PICP puntual,test,picp,0.488,0.6633333333333333,0.5794419306184012,1
7. PICPB curva completa,train,picp_simultaneo,0.0,0.05,0.00027777777777777783,1
7. PICPB curva completa,test,picp_simultaneo,0.0,0.05,0.00904977375565611,1
8. Winkler,train,winkler,7.455558335433286,15.38575846008798,11.5679280068255,1
8. Winkler,test,winkler,9.728156523599482,18.75594964582234,12.628213103101745,1
9. Winkler max promedio,train,winkler_max_medio,40.95616883770223,64.36014601005726,51.692258795718196,1
9. Winkler max promedio,test,winkler_max_medio,42.04226967971299,65.1698453802795,54.59485285606624,1
10. Winkler max peor ventana,train,winkler_max_glob,73.1961093301506,142.5937966733893,102.83861106565018,1
10. Winkler max peor ventana,test,winkler_max_glob,76.62278168476996,142.81974180573042,100.39095796568397,1
1. MAE  (L^1),train,mae_f,0.697063793862208,0.9683368629706386,0.8171761122593345,2
1. MAE  (L^1),test,mae_f,0.7620845593862251,0.9826078793860715,0.8506145511832973,2
2. RMSE (L^2),train,rmse_f,0.8821900653698468,1.1823288730886445,1.0231616273532298,2
2. RMSE (L^2),test,rmse_f,0.9636949685381002,1.2142263662063746,1.0553896789364883,2
3. E_max promedio por curva,train,linf_medio,1.7143643428510789,2.28634231808504,1.9656898963235954,2
3. E_max promedio por curva,test,linf_medio,1.814833762788561,2.2690895723592637,2.0153046844111895,2
4. E_max peor de la ventana,train,linf_max,2.3849778628277223,4.038730463843075,3.1199481501050186,2
4. E_max peor de la ventana,test,linf_max,2.5703112913278816,4.008291090877934,3.127661922480835,2
5. MPIW,train,mpiw,2.51881432365203,2.5841690235941503,2.5507107487967087,2
5. MPIW,test,mpiw,2.5412592951984645,2.5869614157562713,2.5571132703778243,2
6. PICP puntual,train,picp,0.666,0.8446666666666667,0.7653456790123457,2
6. PICP puntual,test,picp,0.668,0.8126666666666666,0.7549803921568627,2
7. PICPB curva completa,train,picp_simultaneo,0.0,0.15,0.032685185185185185,2
7. PICPB curva completa,test,picp_simultaneo,0.0,0.05,0.018099547511312215,2
8. Winkler,train,winkler,5.176683861924991,9.990804579683578,7.430105749789336,2
8. Winkler,test,winkler,5.945683895473293,10.440269169621217,7.820683558839514,2
9. Winkler max promedio,train,winkler_max_medio,28.71441824334314,51.01603203366199,39.0066220432967,2
9. Winkler max promedio,test,winkler_max_medio,32.13754726482948,50.926873180274,41.594687087448364,2
10. Winkler max peor ventana,train,winkler_max_glob,57.77069064209397,124.74119809103053,87.53160137169678,2
10. Winkler max peor ventana,test,winkler_max_glob,69.47661480894186,140.54935174948875,91.15596185980739,2
1. MAE  (L^1),train,mae_f,0.6861364325588991,0.940385803951469,0.8015630156475755,3
1. MAE  (L^1),test,mae_f,0.7574220652329561,0.9588473441019392,0.8343546917788597,3
2. RMSE (L^2),train,rmse_f,0.8536096631759793,1.1851868649499384,1.0037067307057486,3
2. RMSE (L^2),test,rmse_f,0.9590056490247477,1.189250726381851,1.0354188767565684,3
3. E_max promedio por curva,train,linf_medio,1.6723751237066442,2.2665581995856097,1.9287514410436448,3
3. E_max promedio por curva,test,linf_medio,1.7891049128804934,2.247806082364823,1.9829386523305272,3
4. E_max peor de la ventana,train,linf_max,2.3498398516794845,4.006304242483877,3.1120670556946215,3
4. E_max peor de la ventana,test,linf_max,2.6651535765802743,3.7098386773526197,3.01757040111103,3
5. MPIW,train,mpiw,3.0626960667050684,3.122550713154421,3.093420276995737,3
5. MPIW,test,mpiw,3.0507281632948677,3.127821653063432,3.0906057954180812,3
6. PICP puntual,train,picp,0.7793333333333333,0.92,0.8619987654320987,3
6. PICP puntual,test,picp,0.7926666666666666,0.892,0.8480392156862746,3
7. PICPB curva completa,train,picp_simultaneo,0.0,0.3,0.13944444444444443,3
7. PICPB curva completa,test,picp_simultaneo,0.0,0.2,0.0909502262443439,3
8. Winkler,train,winkler,4.377730749055319,7.751093057809259,5.680457240349054,3
8. Winkler,test,winkler,4.762573129481952,7.353770710083038,5.914272068902387,3
9. Winkler max promedio,train,winkler_max_medio,19.927239128688228,40.42950578715613,29.00251648311707,3
9. Winkler max promedio,test,winkler_max_medio,22.345706240206827,40.969739818721806,31.441401772923225,3
10. Winkler max peor ventana,train,winkler_max_glob,43.85153030699939,112.44721880987171,75.96129109905976,3
10. Winkler max peor ventana,test,winkler_max_glob,57.25484988859423,114.57795592850513,76.47867499074836,3
1. MAE  (L^1),train,mae_f,0.6807388562285258,0.9336663579792989,0.7962780250906154,4
1. MAE  (L^1),test,mae_f,0.7453062591836164,0.9538423572202701,0.8287140484106137,4
2. RMSE (L^2),train,rmse_f,0.8520681543739765,1.1713980588870472,0.9982702951985499,4
2. RMSE (L^2),test,rmse_f,0.9438907802715353,1.1863554707984931,1.0279831905795433,4
3. E_max promedio por curva,train,linf_medio,1.664625929517587,2.2422675286836427,1.9195486144522595,4
3. E_max promedio por curva,test,linf_medio,1.7580503436929402,2.2434469517537723,1.9702787470637788,4
4. E_max peor de la ventana,train,linf_max,2.402682007159055,3.962991673450594,3.1035717070653988,4
4. E_max peor de la ventana,test,linf_max,2.6643810951025997,3.671384230982409,3.0014053791414708,4
5. MPIW,train,mpiw,3.4276359329675663,3.4942786266716293,3.4611881916108764,4
5. MPIW,test,mpiw,3.42148871346949,3.492699176438872,3.458835321548189,4
6. PICP puntual,train,picp,0.8506666666666667,0.9586666666666667,0.9109728395061728,4
6. PICP puntual,test,picp,0.844,0.9286666666666666,0.8985399698340876,4
7. PICPB curva completa,train,picp_simultaneo,0.05,0.6,0.29648148148148146,4
7. PICPB curva completa,test,picp_simultaneo,0.1,0.35,0.22420814479638007,4
8. Winkler,train,winkler,4.030796795929122,6.917478651568146,4.990757676389651,4
8. Winkler,test,winkler,4.363126904788515,6.472146099617968,5.131523220631722,4
9. Winkler max promedio,train,winkler_max_medio,12.237999602248792,31.502834710262675,20.805274342857402,4
9. Winkler max promedio,test,winkler_max_medio,15.463670840323593,33.387781743251416,23.062027874200556,4
10. Winkler max peor ventana,train,winkler_max_glob,35.50462424618362,101.62575352311092,63.13482929283319,4
10. Winkler max peor ventana,test,winkler_max_glob,41.13714050941607,109.71016453995766,66.64959759782515,4
