tau,asimetria_curva,curtosis_curva,asimetria_residuo,curtosis_residuo,var_curva
0.0,0.7099213412361606,3.947357558010832,0.8928464533836111,4.744432269291597,1.2569822161029796
0.013513513513513514,0.700996767811582,3.9371273906567112,0.8841646487804895,4.732319710781766,1.2655128770698791
0.02702702702702703,0.6950174533198644,3.935852714118437,0.8792173697328678,4.7335133106198795,1.2751224318749608
0.04054054054054054,0.69124932194398,3.9400922983400344,0.8774462058229147,4.7443478766332134,1.2859229771865879
0.05405405405405406,0.6890059916787191,3.9472077161784167,0.8783206943950841,4.7617839798361254,1.2980111991829488
0.06756756756756757,0.687641810481604,3.9553992976521184,0.8813179489564575,4.783498687002429,1.3114792240570723
0.08108108108108109,0.686630578148547,3.9637640300649175,0.8860125666154168,4.8081343992321,1.3263963331535193
0.0945945945945946,0.6855648784743897,3.972194183233045,0.8920582841973989,4.835202472907229,1.3428188471817726
0.10810810810810811,0.6841758638095281,3.981218327948632,0.8991829995722248,4.864995026971602,1.360770190196214
0.12162162162162163,0.682338496460853,3.9918771399575763,0.9072059581726952,4.898563248252952,1.380254217767321
0.13513513513513514,0.6800436925919382,4.005457184132136,0.9160039134724715,4.937429233992586,1.4012286503594558
0.14864864864864866,0.6774021574589356,4.0233965274438805,0.9254861135075194,4.983436264313714,1.4236155836341442
0.16216216216216217,0.674596495983818,4.047022001966709,0.9355780122990822,5.038460169296059,1.4472815500071545
0.17567567567567569,0.6718644115648454,4.077404075803135,0.9461956651236287,5.104141102441769,1.472046546297867
0.1891891891891892,0.6694147843333003,4.1150750371590705,0.9571707174547,5.181439860600607,1.4976770690527927
0.20270270270270271,0.6674318940181733,4.160066177782858,0.9682780678416738,5.270596311307319,1.5238879155114982
0.21621621621621623,0.6660336135492613,4.211706725468313,0.9792121075119031,5.370740643802686,1.5503436960175836
0.22972972972972974,0.665260277661093,4.268685154179883,0.989592657836528,5.47987745688658,1.5766804957841267
0.24324324324324326,0.6650524682191611,4.328911016617817,0.9989578660197205,5.594592597525221,1.602494444432657
0.2567567567567568,0.6652714984802451,4.3897902415491155,1.00682752247899,5.710468326559979,1.6273901974661786
0.2702702702702703,0.6657288283642427,4.4483045968197725,1.012747619415823,5.82215840304082,1.6509668687298367
0.28378378378378377,0.6661708964779587,4.501131047993813,1.0162688229006487,5.92363284196254,1.672855832929578
