tau,asimetria_curva,curtosis_curva,asimetria_residuo,curtosis_residuo,var_curva
0.2972972972972973,0.6663632399831773,4.545143371128035,1.0171017729229517,6.009151512124019,1.6927406044317963
0.31081081081081086,0.6660855529263278,4.577477792142405,1.01506964153553,6.073493411191452,1.7103706999150505
0.32432432432432434,0.6651752358628931,4.595900515318734,1.0101967223800825,6.11275814754501,1.7255828568138138
0.33783783783783783,0.6635091977067656,4.5988272449869445,1.002660030341914,6.1245996737004385,1.7383009659627446
0.35135135135135137,0.6610713216620913,4.585672303760804,0.9928763316752546,6.108990568619388,1.748567828662284
0.3648648648648649,0.6579011454731828,4.5567004214252975,0.9814122913845613,6.068009358743291,1.7565171541927433
0.3783783783783784,0.654112098992116,4.513064263972957,0.9689977839349565,6.005964986847205,1.7623852768305328
0.3918918918918919,0.6498538474501391,4.4565107924572445,0.9564323817446275,5.928682763285751,1.766481192002895
0.40540540540540543,0.6453056083107115,4.389340449574977,0.9445408205516064,5.84318096204142,1.7691616560993813
0.41891891891891897,0.6406147566105702,4.314118668961894,0.9340468695798593,5.756772579024677,1.7708091502917946
0.43243243243243246,0.6358892917151273,4.233392834172446,0.9255286101232414,5.67618374023628,1.7717913666824572
0.44594594594594594,0.6311717364144206,4.149656204760207,0.9193293715952162,5.607046411447945,1.772434896590318
0.4594594594594595,0.6264035686603131,4.065087711868217,0.9154940136991409,5.553165888929869,1.7729828855015548
0.472972972972973,0.6214321940711327,3.9815115445804174,0.9137536802750017,5.5163066417953095,1.7735723743692071
0.4864864864864865,0.6160218471016181,3.9003749936750514,0.9135850170851605,5.496291515056727,1.7742292933760526
0.5,0.6098787800206729,3.8226931134404594,0.9142726439201367,5.491320257519698,1.774858410601428
0.5135135135135136,0.6026905482088444,3.749145920237434,0.9150018647862107,5.498385673103308,1.7752387398729215
0.5270270270270271,0.5941814333606766,3.680123961033818,0.9150035773589755,5.513954764365713,1.7750626604516833
0.5405405405405406,0.5841288189194412,3.615740489688835,0.9136010737601912,5.534363777797906,1.7739444413784764
0.5540540540540541,0.5724156677403316,3.5558966958960636,0.9103178947170509,5.5561747724887685,1.7714643237138785
0.5675675675675675,0.5590328908515285,3.500349132581189,0.904919578412123,5.576511733618897,1.7672103541405508
0.5810810810810811,0.5441013304482857,3.4487649144886383,0.89738405228836,5.593039323597389,1.7608013984348725
0.5945945945945946,0.5278389616333399,3.4007233125241267,0.887879319646452,5.603799267636861,1.751935076288184
0.6081081081081081,0.5105685717148307,3.3558545995843367,0.8767665734872978,5.6075128279985895,1.7404033126865048
0.6216216216216217,0.49267088356368516,3.3138087898166106,0.8644933355810855,5.603117159438658,1.7261050454704785
0.6351351351351352,0.47457677454797426,3.2743125215295845,0.8515831250342999,5.589811475429477,1.7090642602684383
0.6486486486486487,0.4567620169469654,3.237262101122205,0.8386281038812128,5.567175534247468,1.6894080536590619
0.6621621621621622,0.43970697544969994,3.202748983227015,0.8262320758194608,5.535261950538717,1.6673617706849664
0.6756756756756757,0.4238864709914198,3.171016463387477,0.81496221139912,5.494323951540993,1.6432204603936627
0.6891891891891893,0.4097748870119494,3.142491324493976,0.8054114892422123,5.445203908339384,1.6173289359974619
0.7027027027027027,0.3978085966765962,3.1177255249184377,0.7980890828584808,5.3891637238375445,1.5900490857800378
0.7162162162162162,0.388375010472761,3.0972859404654134,0.7934345413880398,5.327774645497624,1.5617364280730308
0.7297297297297298,0.38180284020146554,3.0817207322952824,0.7917802624329596,5.262920284183358,1.5327087784478004
0.7432432432432433,0.3783284686326205,3.0713853991092614,0.793312659715161,5.196487166500166,1.503242923382959
0.7567567567567568,0.3780785553967289,3.066426245183563,0.7980352342220005,5.130224529085815,1.4735557768136907
0.7702702702702703,0.38104390311654296,3.066725731255276,0.8057388638633328,5.065671093016708,1.4438035631880337
0.7837837837837838,0.3870939584306762,3.071885357536028,0.8160464356391826,5.003980690814459,1.4140906710106806
0.7972972972972974,0.39592067959666977,3.081344315865522,0.8283213976276619,4.946003667923102,1.3844788958379002
0.8108108108108109,0.4071290147962248,3.094353150896599,0.8418515920524646,4.8921716459624935,1.3550029397052625
0.8243243243243243,0.4202001286590607,3.1101640005164892,0.8557996931978356,4.842755221683005,1.3256904193359853
0.8378378378378379,0.4345459040586416,3.1279774525225057,0.8692704160283212,4.797543200299069,1.2965772722659157
0.8513513513513514,0.44954936041944543,3.1470437625572925,0.8814196809152849,4.756124554526134,1.2677309056941966
0.8648648648648649,0.46460165847173884,3.1666684845373174,0.8914508474004952,4.71778214822042,1.2392560861943358
0.8783783783783784,0.4791429410713451,3.1861128899481734,0.8987155010198759,4.681419599165024,1.2113091073724462
0.8918918918918919,0.49270166388317016,3.2046766871466223,0.9027177912682164,4.6457214970463045,1.184101464113541
0.9054054054054055,0.5048940426570182,3.221615312747522,0.9031237511999846,4.609136170081639,1.1578916155745773
0.918918918918919,0.5154766006688387,3.2361633818184368,0.8998235609519751,4.5700976748132005,1.1329780369703266
0.9324324324324325,0.5243380529668424,3.247620149631259,0.8929198110475848,4.527213751590971,1.1096798401607346
0.945945945945946,0.5314873945181336,3.2554263628555695,0.8826929957125252,4.4794597802017595,1.088327426582071
0.9594594594594595,0.5370778448360974,3.2593312736806386,0.869642174633907,4.42650117424077,1.069220630279473
0.972972972972973,0.5413894916092478,3.2595735071092102,0.8544466970706086,4.3689000938773574,1.0526334198207643
0.9864864864864865,0.5448025890446297,3.257026994627341,0.8379214705809793,4.308263304330212,1.0387737872604166
1.0,0.5477866429241594,3.2533173404117015,0.8209775784125009,4.247196380802533,1.0277786730042886
