t,nivel_curva,nivel_residuo
151,-1.0263577826569579,-0.3384412592727904
152,0.10329779544413245,0.7153988043416435
153,1.8013333519692376,1.7017918533593728
154,0.9284941343418821,-0.19496526207912118
155,0.8221119747690274,0.23056963223453583
156,0.1748789073505841,-0.333679378650157
157,0.4138703244046617,0.36228813946448407
158,-0.4879074474235293,-0.7043587600311054
159,-0.3587638473283989,-0.06470973279586072
160,0.8932353564548814,1.1384967324548028
161,0.24320329514005642,-0.3009365921306403
162,0.021434756063484002,-0.09831969267278205
163,0.10007292689210402,0.0869616563546993
164,2.494672294316962,2.439938604577925
165,1.8438516466353154,0.38623290198399524
166,-0.34964606388908476,-1.5420606048605294
167,-0.6905055261821791,-0.4824040995888948
168,-0.625618308480935,-0.17865411672650844
169,-0.11981514036574797,0.27799205306432984
170,-0.0074077619745582714,0.037160633586131614
171,-0.8166086573015415,-0.8283336827324352
172,-0.9888586062438904,-0.5057170419421768
173,1.5877107331348972,2.1965955533627985
174,1.0461891448708318,0.07584716696355027
175,-0.3971007983308255,-1.0719933469604777
176,-0.6529421499642348,-0.4194831773268254
177,1.3306271481202583,1.7358171866120842
178,4.178504950201824,3.3725557201635783
179,3.113348863544749,0.5133901211413062
180,0.7603978361058961,-1.1934684024429638
181,-0.27996375517893224,-0.7797298853572864
182,-0.9235394606991196,-0.7475106457374258
183,-0.40441213778382445,0.20198969598014951
184,-0.5345195398736545,-0.27587331672933596
185,3.6539808751632927,3.925801433920363
186,0.9100320622790105,-1.3510707205498305
187,-0.1691633873214699,-0.7364605958566879
188,-0.519098588390683,-0.4146055806092973
189,-0.13956682781959726,0.1838499438183138
190,-0.5372095016642779,-0.47468544547830954
191,0.08259240834393726,0.41046692959560976
192,-0.31603130888630754,-0.3776221055355785
193,0.874301426701139,1.064573593241347
194,-0.1781398774176165,-0.6787686509708337
195,-0.19442632579922803,-0.04818585183583705
196,0.37802201474543656,0.489031140903426
197,-0.949101652428975,-1.2062177312177735
198,0.8837657612097503,1.465504354304095
199,0.5866094596695387,0.08200283119021995
200,1.3723066812629745,1.0203720187070784
201,0.4512935147492152,-0.4337227584282155
202,0.029843233262554374,-0.2618947942578037
203,0.4840044364649599,0.49337322939055733
204,-0.6142148912950646,-0.890702330920969
205,-1.1724424407381628,-0.80625379625815
206,-1.2741284716824466,-0.534989490775707
207,-0.5390347773853494,0.2664366745585685
208,1.1620653152305738,1.518698286063523
209,-0.1707125053617954,-0.8433108818219017
210,-0.3284184263106624,-0.29727505002883353
211,-0.9253093876095237,-0.7543600745268602
212,-1.196314441215601,-0.6270409045371228
213,-0.9782619853349538,-0.23908964036673527
214,-1.0210244680527578,-0.4095098824404729
215,-0.37596725776336015,0.23590910173226412
216,-0.8992315238344305,-0.6309388643772564
217,0.19766872109370454,0.7326979320663822
218,0.6630319680696695,0.5329003013875693
219,-0.16858859743496848,-0.5627629875689932
220,-0.20002949448390558,-0.11946786835386151
221,-0.17845109272879817,-0.06687001622441559
222,-0.25526792362447615,-0.16033628925004026
223,-0.028329424943791336,0.07972343759589955
224,-0.3170108938271825,-0.322791173429311
225,-0.606435113524055,-0.4356677958145919
226,-0.5903457349506348,-0.23190959107679382
227,0.9382140435946399,1.2824973341165073
228,0.8571432545925964,0.26070054912813434
229,1.4355940768002262,0.8794800324427344
230,1.7953952869237597,0.923971953113639
231,1.0534581201964583,-0.04121162389182383
232,0.8319853367022596,0.19016424231156787
233,0.4228873370037103,-0.08393323505777449
234,-0.4627310013976283,-0.6693130756947229
235,-1.1340959326268951,-0.8245315767165011
236,-0.9929115883701893,-0.31131872635880475
237,-1.5940743681521976,-0.9770728525141779
238,-1.9156480301657721,-0.9523696004369884
239,-0.11533483584979014,1.066559434675628
240,-0.3256778028710213,-0.24188391026071418
241,-0.08375363636725763,0.15750337455064706
242,0.8414049613885857,0.884902887982557
243,3.3050340867487122,2.778905492475018
244,1.3569460722892934,-0.6444999813867862
245,2.20891282540096,1.3680025339653852
246,-0.1546874533877076,-1.551747549277224
247,0.6078461156340206,0.7358907746167748
248,0.4835946272911129,0.12089658917102511
249,-0.5067837417614581,-0.7439127032725704
250,0.3830566595305509,0.7104884004979986
251,-0.3221624570506334,-0.5538351020247179
252,0.7044836114919736,0.9110994691349705
253,-0.5119596533343275,-0.9508471446859215
254,-1.6387893213350024,-1.3794142128765408
255,-1.6082561835532596,-0.6201796347520634
256,-0.3196226100196373,0.6697705639721471
257,0.27910743329449184,0.43837459308299725
258,-0.5177653387803658,-0.675161378315515
259,0.390022502851511,0.7029120227524812
260,0.21317414712057836,-0.06834506465938947
261,0.040209494293977216,-0.057580741049388956
262,1.2121351806339393,1.1883013874563362
263,1.52990252766181,0.8412532002542479
264,1.1565676134957859,0.24217429069364493
265,1.2684566672644766,0.5593756479379747
266,0.13737431587399634,-0.6523974622044484
267,0.4372171463059735,0.3080540656411252
268,-0.09632330902100919,-0.37004986416210167
269,-0.704165216830164,-0.6252742445028685
270,-0.7413428113671999,-0.3328604086215447
271,-0.36232364812556134,0.08378613451291013
272,0.8546540118548244,1.1047207630956866
273,-0.0248703278613819,-0.5221546439679979
274,-0.8469140014424779,-0.8098242338062842
275,-0.7131692028534894,-0.1593440286574033
276,1.4565482481364411,1.900102424067814
277,2.5758633320565494,1.6757561367610407
278,1.341444424105173,-0.25326643034470814
279,2.1808963587773396,1.3416001348838391
280,1.0488656651045642,-0.2990357995367255
281,0.17040325684448063,-0.520624962634666
282,-0.8782988979207886,-1.0283951885286007
283,-0.8139789118789936,-0.3049218385996386
284,-0.9275102549460622,-0.47110025746188916
285,0.49708504747993276,1.0981553096605183
286,0.5161265138558746,0.22794916518556294
287,0.8702398973523378,0.575421034706366
288,-0.13072611943412082,-0.642952029363728
289,-2.574087711939306,-2.501553243978652
290,-2.6535058137936556,-1.0500572737145575
291,-2.189697441142078,-0.522642853077509
292,-1.4818676880624857,-0.10947485419629607
293,-0.8145105872812961,0.09756431878979684
294,-0.9068477614575348,-0.38681770277715305
295,-1.1899620895357543,-0.6240790698080125
296,-1.3374123579066957,-0.6202836461688191
297,-0.2496263264830084,0.5532978656218634
298,-0.3471070589054509,-0.1905414808239357
299,-0.07218266282903843,0.14119636326584065
300,-0.1606167544282827,-0.14621849441148246
301,0.2533127483985434,0.3624398475130865
302,-0.1758200281347492,-0.3503247924996277
303,-0.8204546697452219,-0.7322699897743418
304,-0.1741783116671221,0.30687096471214614
305,0.33143368320659855,0.47004915249790774
306,-0.150104867277855,-0.36126826747026414
307,-2.295605753304035,-2.1411636765679796
308,-1.2324180729176568,0.17010359408565598
309,-0.9119729010888863,-0.13876904323542455
310,-0.8888864040937001,-0.3195731510061712
311,-0.6084425682663374,-0.016621952078625366
312,-1.4267513161293193,-1.0502184623932211
313,0.4531732981510108,1.3016420876262522
314,0.02754229216541424,-0.210096790441152
315,-0.18810263398847868,-0.22993577002310225
316,-0.6137866463939623,-0.4987131830032419
317,0.22950472732166852,0.6076544293760798
318,-0.7251658689119431,-0.8832938705673465
319,2.473909199597679,2.999784310050742
320,2.202282940475786,0.6633903967596062
321,0.566664187569364,-0.8228794879435245
322,0.9122520185303156,0.5269465603837636
323,0.7226756463193047,0.0820102293773279
324,1.6128830420368305,1.1330707526829014
325,1.2458372534673579,0.2592156104165988
326,1.0809896705601998,0.2823112379159923
327,0.005396291225916456,-0.6898136112345857
328,0.16876429899340925,0.1659626134387631
329,-0.19128754753612384,-0.27650181088791176
330,-0.4261333898307161,-0.3200660482590415
331,1.270663188160313,1.54038829802409
332,1.173881607128899,0.36592480243808706
333,0.4011915735142742,-0.2896447328456451
334,-0.11499123810605974,-0.4066285659118577
335,-0.7094341388423395,-0.6319407079259228
336,-0.9636458463126596,-0.5486315734293804
337,-1.4331671165613453,-0.8564769570928102
338,-1.2458467039924166,-0.4301300290528642
339,-1.5074028638482895,-0.7539361938102866
340,-0.4666321394624602,0.44586266601065366
341,-1.0148622333674056,-0.7579203332887806
342,0.07219468516848906,0.7329867119756664
343,-0.5902587084583393,-0.5861353682205639
344,-0.6159263175270125,-0.26479328409119823
345,0.04974403072238351,0.42014248796718456
346,-0.7196068624174923,-0.7327484798314132
347,1.4809046792181626,1.911256509562071
348,0.33810519586187565,-0.5811991060618473
349,-0.32611123638541006,-0.5215003109135778
350,0.316833174846576,0.49596299304145164
351,-0.4152935354566451,-0.620286529771321
352,-0.9009239775874412,-0.6412783748376658
353,-0.8175254916934744,-0.2806515024009267
354,-0.6077721492459685,-0.10799364142187332
355,-1.0879747124591521,-0.7172503520959301
356,-0.2606923236609244,0.41565956168823776
357,-1.3582964250427385,-1.1796475442695358
358,0.35665969893362437,1.1890175785250967
359,0.8954982156577477,0.6889276476925005
360,2.3363854930027164,1.774634992934232
361,1.0725696573252632,-0.37059859440081694
362,-0.26578303764679656,-0.9406031515417569
363,1.6560202221445375,1.7946984681120577
364,1.0067401501428295,-0.026914493957085395
365,0.8125994060621139,0.1500822281531692
366,2.1550334912297817,1.6410719656688375
367,0.49206437719688506,-0.8620549232147255
368,2.0424084345260938,1.7271525686528943
369,1.355994448232432,0.11785188433152122
370,1.0035821534918243,0.1193194945744837
371,0.6008489303701527,-0.05302592953489565
372,1.1395048117240647,0.7788081750851288
373,0.1777261901543305,-0.515203619385956
374,1.1468163299792091,1.0624227946301747
375,0.5102167856463954,-0.10621758606549593
376,0.45012925011260335,0.11837236904589564
377,0.06963871551109319,-0.18967822566511164
378,-0.04214271786658607,-0.06933383891322595
379,0.3509348872525132,0.3491531861037469
380,-0.26809686667664984,-0.504634225021259
381,0.27300875694282667,0.4175912175606548
382,0.34787112897227246,0.21089490101536693
383,-0.8426193084607873,-1.054080731217903
384,0.8502064252187254,1.3725652309627066
385,0.3898100954456846,-0.134642041239258
386,0.07164139599998294,-0.18776289138007607
387,0.683833212407168,0.6525287642392957
388,0.5334528634982555,0.11251889826086874
389,-0.46556409957446254,-0.7914395790271842
390,-0.6031425378540454,-0.33632352716825936
391,-0.4188565678202393,-0.08365797133344356
392,1.9466170437728147,2.19219547208723
393,1.1371933245515182,-0.040165262176072886
394,0.9542787300754162,0.22339303846981917
395,0.7040866954261975,0.1262940085531126
396,0.5656745314083345,0.12762844011844748
397,-0.290243429261803,-0.6601305975789677
398,-0.29890347790007443,-0.13824799805970303
399,0.5510481063822854,0.7445869936490327
400,0.20763793608054146,-0.12322544391184129
