t,nivel_curva,nivel_residuo
1,-0.43843998858103844,
2,-1.2229244262758514,-0.9411709637494161
3,-1.0964787152814224,-0.3334629643690258
4,2.273532535164405,2.952741110729935
5,0.6168074196439787,-0.720905985160569
6,2.636512514661916,2.2617445082544867
7,1.2276810553234243,-0.38524921945133705
8,1.4438246971122721,0.6611877772679586
9,0.5622431895238722,-0.30897490725519494
10,0.9033377972489297,0.546989597879537
11,0.33640800430535445,-0.2262844543227381
12,-0.1752301839004215,-0.3908771969336855
13,-0.27260780012748104,-0.15839632994036792
14,0.7334674467877651,0.8896621834246047
15,0.6494275346378404,0.22180318258751852
16,-0.09274564115910841,-0.4950373521771669
17,-0.7835772398557845,-0.7299477316395849
18,-0.5553947127380171,-0.10345780856943414
19,-0.1335033783492422,0.22366135104703466
20,-0.8584832389439311,-0.8211364585332172
21,-1.4197863358803158,-0.8914358653372076
22,-0.7008863184494682,0.16482486075144104
23,-1.1280523573277186,-0.709188928847367
24,-1.1293042745641326,-0.4307549358419398
25,0.21871113253478056,0.9098693654558327
26,1.6135881599890312,1.5238528754536185
27,2.809453556185537,1.809751453107444
28,2.3166023863993983,0.6215356154914246
29,3.5805810434311955,2.1716008334267523
30,2.3026322179570773,0.11728588149290899
31,0.8207474321950623,-0.6291417221811282
32,0.47727643136778697,-0.05412931779530846
33,-0.3369783536879006,-0.6219464188744241
34,-0.014500740039985574,0.21949037634181434
35,-0.49979705043932643,-0.529163906093344
36,0.3136566192250137,0.5899948451440479
37,1.0160594886660086,0.7788531668781467
38,1.4343576606980324,0.8286150085045317
39,2.242191171213864,1.399409063544699
40,1.6281310563511007,0.26166752983618674
41,1.3420265266328066,0.3769430778408766
42,0.38703281019536334,-0.4055652270332152
43,-0.4091653555074895,-0.6642916393260302
44,-0.4561837857797114,-0.22289672362006868
45,-0.7781463067417456,-0.5054297580364336
46,-0.461557122508107,-0.012523366293676846
47,0.11627688187108315,0.4138793616413677
48,0.14868237373012774,0.09339457977192718
49,-0.7858750295972174,-0.8708692763453104
50,-0.8664932741180502,-0.3663572325233233
51,-1.0157043095269451,-0.46184394748289054
52,-0.7014334004809688,-0.07883888300651329
53,0.6471113488242698,1.0907944463526515
54,0.2969371107426569,-0.07069542406518126
55,0.309953305205796,0.11886868376923376
56,0.13444708082229845,-0.08338163927398055
57,-0.8369383928342322,-0.9476362750848998
58,0.007532162142758994,0.5208147911258972
59,-0.40983938920076224,-0.43341292481921134
60,1.7600062284483375,2.0145293135438043
61,0.7680102089000428,-0.27436071549866725
62,2.443792447285021,1.9549717286831414
63,1.1777501783885387,-0.28948904037391987
64,0.5144343313179642,-0.21166498719892762
65,0.14066363386099154,-0.16839084180029504
66,-1.5502295359229163,-1.6336220789228661
67,-2.1150410373017516,-1.1054912169435167
68,-1.936034823826865,-0.6272557911893092
69,-1.804772840584592,-0.6022691585461499
70,-1.6404055335146324,-0.5475454436302652
71,-1.1608494266767486,-0.14185786670542888
72,-1.0417605499347724,-0.34803293057998846
73,2.6689000048709626,3.332910540236785
74,1.9957283922168965,0.45504402775818353
75,2.0593858728893237,0.8388276263524694
76,1.1134619871329678,-0.15924403338055992
77,0.718017868140871,-0.017848594862110607
78,0.49093679056306444,0.06498782177117114
79,-0.7471655103795217,-1.056194588801818
80,-0.6265874479155428,-0.18549360769680234
81,-0.6655012097867115,-0.3428244356292485
82,-0.08491452172781853,0.3021471732253382
83,0.6921847578206164,0.7848400827664309
84,2.1618355519595283,1.8015438764755412
85,1.7144280132729,0.41438618665268817
86,1.8751473556334508,0.8567595647476686
87,1.370396237581539,0.26226638637245137
88,-0.555405045564902,-1.4215674206076905
89,-0.8976099029205444,-0.5643896711914418
90,-0.6137093942959262,-0.0639181048835457
91,-0.835556152741077,-0.44897070189283705
92,-0.8309773627710112,-0.31059953829767123
93,-1.1009793193893456,-0.5907371838053005
94,-1.5825334972088185,-0.9164854260180352
95,-1.345054591441032,-0.3616182724436515
96,-0.39585628001688083,0.41956600854293985
97,-1.3252592039533841,-1.105590904731435
98,-1.077311264993344,-0.2384546455220983
99,-1.069756136660475,-0.4242856142115647
100,0.3043967820169605,0.9775484661049952
101,-0.5819260490874052,-0.7571490309321064
102,-0.16911878816385903,0.17725090164252863
103,-0.12976258586314687,0.017142629871180107
104,1.557801866519308,1.648772607903131
105,1.0736443473399881,0.1411920117584487
106,0.37423412706152,-0.25217651858292733
107,1.0806715809126985,0.8350608425550196
108,0.31730707204620096,-0.31160119770998523
109,-0.9933129123085608,-1.1717169117245532
110,-1.0348922073828009,-0.4140036646547471
111,-0.43765311182540934,0.1946669220460422
112,-0.4355249102153549,-0.16344620910183663
113,-1.4482187365203427,-1.193167133214123
114,-1.6186220186787597,-0.7535030632400159
115,-0.8625063542064196,0.12241867501039778
116,-0.4574671541486619,0.06740481248929059
117,-0.7224799649558468,-0.39240451111473645
118,-0.945037363700139,-0.48911872098165
119,-0.809321418779823,-0.191387754279087
120,-1.0774392172869491,-0.5685723646279937
121,-0.9865221378962343,-0.33887629835425276
122,-1.331729827300292,-0.7464442756965693
123,-1.8807954036890018,-1.0918356144959924
124,-1.8481058304212952,-0.7073392289655834
125,-1.497024662877721,-0.3741647527351574
126,-0.17001014985847396,0.7206577917309718
127,-1.3416661496604838,-1.2257469612097558
128,-1.3880467793011266,-0.5751140510194952
129,-0.9997236853437069,-0.15926579956378553
130,-0.27688133545314386,0.34036659176337763
131,-0.6022671117219988,-0.4183589451607989
132,-0.3550682817461667,-0.003189893191076278
133,1.5959596164877263,1.8092004800567276
134,0.4888754515827444,-0.5123463234249985
135,0.9152949839781891,0.6403037193362315
136,2.528155834938397,1.9007854260405734
137,2.699665468465291,1.1243968340983561
138,1.4937279660224194,-0.1616721535873617
139,1.9350873528740478,0.9932290407955932
140,0.4843901136129206,-0.6953108178144605
141,0.6289077752718022,0.3289484133934496
142,1.2873672643172622,0.9081262377130684
143,0.6495725944827272,-0.1275451505676181
144,0.21692185667501018,-0.17201377148322475
145,-0.3242024609311942,-0.47458696271724093
146,-0.372168340679146,-0.18018708967177569
147,-0.7817138243258258,-0.5534423746763286
148,0.2334442437960971,0.7351796503838551
149,-0.5908076540659867,-0.6976616593707192
150,-1.0994133651582723,-0.7547564602934443
