FPC,asim_draws,asim_draws_sd,asim_residuo,asim_score_train,curt_draws,curt_residuo,n_test
FPC 1,-1.1945489645004272,0.38835880160331726,-0.6420110763631252,-0.7399887983013824,6.514836311340332,4.973074569766306,120
FPC 2,-0.43993934988975525,0.06418207287788391,-1.2598395853060855,-0.6129604026719377,4.901876926422119,11.320151830162146,120
FPC 3,0.04989826679229736,0.022079957649111748,0.49157591379062937,0.10074934267202858,3.741163492202759,4.165099445323665,120
