bloque,modelo,RMSE_scores,R2_scores,MISE,RMSE_func,MISE_rel_PSBP
train,PSBPM-FD,0.891863338818558,0.20101512968388965,1.0351115016186143,1.0174042960488294,1.0
train,VAR,0.8935193178564489,0.19849829321572954,1.0539513696681237,1.026621337041133,1.0182008102702456
train,FAR1,0.893521799223782,0.19849357626541697,1.05394770812145,1.0266195537400649,1.0181972729250728
train,RF,0.7718346537636039,0.40175378428678804,0.792404151441249,0.8901708551964892,0.7655254049463837
train,GBT,0.41976676133896773,0.8230711248905875,0.25764893950840123,0.5075913114981394,0.2489093581759192
train,media,1.0001113946103313,-1.20524262375854e-05,1.4355143886733848,1.1981295375181202,1.3868210201786537
train,persistencia,1.063321559851726,-0.14372643857823564,1.391528126811032,1.179630504357628,1.34432679439373
train,(truncamiento FPCA),,,0.03468886790353363,,0.03351220409520162
test,PSBPM-FD,0.9204016739925074,0.26112053395487134,1.0908284218161275,1.0444273176320733,1.0
test,VAR,0.912177016066815,0.2711382620764868,1.054875574368228,1.0270713579728665,0.9670407859486818
test,FAR1,0.9121703863004107,0.271151784412469,1.0548673043045667,1.0270673319235535,0.967033204496369
test,RF,0.9558189063417155,0.2077888407969153,1.2021034143949252,1.0964047675903845,1.102009619802109
test,GBT,1.0869094705844982,-0.022181702411760373,1.5584438064706096,1.2483764682461016,1.4286791353272095
test,media,1.0889025916985196,-0.0038776229421033648,1.8265092181639344,1.3514840798780925,1.674423934721986
test,persistencia,1.069249794313714,-0.03556351745508024,1.2894291986176598,1.1355303600598532,1.1820641751072827
test,(truncamiento FPCA),,,0.033566421330703686,,0.03077149500268679
