bloque,MISE,RMSE_f,MISE_truncamiento,energy,Cob95_puntual,ancho_medio,n
train,1.0351115016186143,1.0174042960488294,0.03468886790353363,5.4704136520323035,0.9515412186379928,3.9513730852489135,279
test,1.0908284218161277,1.0444273176320733,0.033566421330703686,5.582879034453674,0.931,4.026128038340914,120
