bloque,modelo,RMSE_scores,R2_scores,sd_ratio,MISE,RMSE_func,n
test,(truncamiento FPCA),,,,0.033566421330703686,0.18321141157336157,120
test,FAR1,0.9121703863004107,0.271151784412469,0.43243879966192256,1.0548673043045667,1.0270673319235535,120
test,GBT,1.0869094705844982,-0.022181702411760373,0.629554659542616,1.5584438064706096,1.2483764682461016,120
test,RF,0.9558189063417156,0.20778884079691518,0.4099171932821282,1.2021034143949254,1.0964047675903847,120
test,VAR,0.9121770160668151,0.2711382620764867,0.4324419876536002,1.0548755743682279,1.0270713579728663,120
test,media,1.0889025916985196,-0.0038776229421033648,0.0,1.8265092181639344,1.3514840798780925,120
test,persistencia,1.069249794313714,-0.03556351745508024,1.0049156690090553,1.2894291986176598,1.1355303600598532,120
train,(truncamiento FPCA),,,,0.03468886790353363,0.18624947759264623,279
train,FAR1,0.893521799223782,0.19849357626541697,0.4287651779204672,1.05394770812145,1.0266195537400649,279
train,GBT,0.41976676133896773,0.8230711248905875,0.7491188541545145,0.25764893950840123,0.5075913114981394,279
train,RF,0.771834653763604,0.40175378428678793,0.4609108644495604,0.792404151441249,0.8901708551964892,279
train,VAR,0.8935193178564489,0.19849829321572954,0.42876834114414486,1.0539513696681237,1.026621337041133,279
train,media,1.0001113946103313,-1.20524262375854e-05,0.0,1.4355143886733848,1.1981295375181202,279
train,persistencia,1.063321559851726,-0.14372643857823564,0.9965484744053725,1.391528126811032,1.179630504357628,279
