variable,FPC 1,FPC 1_sd,FPC 2,FPC 2_sd,FPC 3,FPC 3_sd
fpc_1_lag1,1.0,0.0,0.07433333333333336,0.029698484809835023,0.08666666666666667,0.021684607956387426
fpc_2_lag1,0.08399999999999996,0.01131370849898477,1.0,0.0,0.07066666666666666,0.04431202495435697
fpc_3_lag1,0.05266666666666664,0.014142135623730963,0.06266666666666665,0.007542472332656461,1.0,0.0
