componente,n_activas,VP,FP,FN,VN,sensibilidad,especificidad,exactitud,auc,pip_media_activas,pip_media_inactivas
FPC 1,3,1,0,2,0,0.3333333333333333,0.0,0.3333333333333333,,0.3788888888888889,
FPC 2,3,1,0,2,0,0.3333333333333333,0.0,0.3333333333333333,,0.379,
FPC 3,3,1,0,2,0,0.3333333333333333,0.0,0.3333333333333333,,0.3857777777777778,
