M,metrica,columna,banda,bloque,minimo,maximo,promedio
4,5. MPIW,mpiw,FAR (IC del modelo AR),test,3.9031244157825062,3.903124415782507,3.9031244157825062
4,5. MPIW,mpiw,FAR (IC del modelo AR),train,3.9031244157825062,3.903124415782507,3.9031244157825062
4,5. MPIW,mpiw,"PSBPM-FD (IC gaussiano, mismo mecanismo)",test,3.9407859251408057,3.940785925140807,3.940785925140806
4,5. MPIW,mpiw,"PSBPM-FD (IC gaussiano, mismo mecanismo)",train,3.9407859251408057,3.940785925140807,3.9407859251408057
4,5. MPIW,mpiw,PSBPM-FD (predictiva bayesiana),test,3.4321080320645123,3.5174840924254,3.4611466813290366
4,5. MPIW,mpiw,PSBPM-FD (predictiva bayesiana),train,3.4197720949652917,3.5015710083569673,3.458315952330391
4,6. PICP puntual,picp,FAR (IC del modelo AR),test,0.8906666666666667,0.97,0.9416742081447963
4,6. PICP puntual,picp,FAR (IC del modelo AR),train,0.906,0.9846666666666667,0.950716049382716
4,6. PICP puntual,picp,"PSBPM-FD (IC gaussiano, mismo mecanismo)",test,0.8893333333333333,0.9766666666666667,0.9428235294117647
4,6. PICP puntual,picp,"PSBPM-FD (IC gaussiano, mismo mecanismo)",train,0.9053333333333333,0.9866666666666667,0.9504098765432099
4,6. PICP puntual,picp,PSBPM-FD (predictiva bayesiana),test,0.8466666666666667,0.9333333333333333,0.8981176470588236
4,6. PICP puntual,picp,PSBPM-FD (predictiva bayesiana),train,0.8513333333333334,0.96,0.9112629629629629
4,7. PICPB curva completa,picp_simultaneo,FAR (IC del modelo AR),test,0.3,0.7,0.5158371040723982
4,7. PICPB curva completa,picp_simultaneo,FAR (IC del modelo AR),train,0.3,0.8,0.5978703703703704
4,7. PICPB curva completa,picp_simultaneo,"PSBPM-FD (IC gaussiano, mismo mecanismo)",test,0.25,0.75,0.5269230769230769
4,7. PICPB curva completa,picp_simultaneo,"PSBPM-FD (IC gaussiano, mismo mecanismo)",train,0.35,0.85,0.5967592592592592
4,7. PICPB curva completa,picp_simultaneo,PSBPM-FD (predictiva bayesiana),test,0.05,0.35,0.22194570135746605
4,7. PICPB curva completa,picp_simultaneo,PSBPM-FD (predictiva bayesiana),train,0.1,0.55,0.29648148148148146
4,8. Winkler,winkler,FAR (IC del modelo AR),test,4.160904525128499,5.561923723793585,4.717830160525069
4,8. Winkler,winkler,FAR (IC del modelo AR),train,4.064734453906113,6.031518161944615,4.661817110005041
4,8. Winkler,winkler,"PSBPM-FD (IC gaussiano, mismo mecanismo)",test,4.2071549432073,5.8564102330163434,4.718748773379156
4,8. Winkler,winkler,"PSBPM-FD (IC gaussiano, mismo mecanismo)",train,4.091692684117994,6.042845699919133,4.706461418735925
4,8. Winkler,winkler,PSBPM-FD (predictiva bayesiana),test,4.3603738583315685,6.440646623639196,5.138496476455195
4,8. Winkler,winkler,PSBPM-FD (predictiva bayesiana),train,4.081345386397411,6.853465009840197,4.992880265136636
4,9. Winkler max promedio,winkler_max_medio,FAR (IC del modelo AR),test,8.444656899885736,18.72808836802225,12.525368369845278
4,9. Winkler max promedio,winkler_max_medio,FAR (IC del modelo AR),train,6.854192892953918,21.095501324085223,11.90857384111562
4,9. Winkler max promedio,winkler_max_medio,"PSBPM-FD (IC gaussiano, mismo mecanismo)",test,7.701692838282751,19.538594436072046,12.225925254084757
4,9. Winkler max promedio,winkler_max_medio,"PSBPM-FD (IC gaussiano, mismo mecanismo)",train,6.57440201045618,21.01396633768666,11.947728004960622
4,9. Winkler max promedio,winkler_max_medio,PSBPM-FD (predictiva bayesiana),test,15.824572461190124,34.199590033639545,23.260700367556034
4,9. Winkler max promedio,winkler_max_medio,PSBPM-FD (predictiva bayesiana),train,12.625710475939169,31.40600252497095,20.980938481123786
4,10. Winkler max peor ventana,winkler_max_glob,FAR (IC del modelo AR),test,27.970954034755167,70.92176742304508,47.043612087605084
4,10. Winkler max peor ventana,winkler_max_glob,FAR (IC del modelo AR),train,23.03049573835099,86.62584937587287,48.140365502597405
4,10. Winkler max peor ventana,winkler_max_glob,"PSBPM-FD (IC gaussiano, mismo mecanismo)",test,30.836369307173044,70.8299228229899,45.561862559281096
4,10. Winkler max peor ventana,winkler_max_glob,"PSBPM-FD (IC gaussiano, mismo mecanismo)",train,22.553426406331145,86.83670093053591,48.80859975954065
4,10. Winkler max peor ventana,winkler_max_glob,PSBPM-FD (predictiva bayesiana),test,44.964988036723106,111.62787705755002,67.39210844764905
4,10. Winkler max peor ventana,winkler_max_glob,PSBPM-FD (predictiva bayesiana),train,36.050994742305534,103.89553274473748,63.17602476358781
5,5. MPIW,mpiw,FAR (IC del modelo AR),test,3.9031244157825062,3.903124415782507,3.9031244157825062
5,5. MPIW,mpiw,FAR (IC del modelo AR),train,3.9031244157825062,3.903124415782507,3.9031244157825062
5,5. MPIW,mpiw,"PSBPM-FD (IC gaussiano, mismo mecanismo)",test,3.9276930415740257,3.9276930415740257,3.9276930415740257
5,5. MPIW,mpiw,"PSBPM-FD (IC gaussiano, mismo mecanismo)",train,3.9276930415740257,3.9276930415740257,3.927693041574025
5,5. MPIW,mpiw,PSBPM-FD (predictiva bayesiana),test,3.6964656556833844,3.7929426098301384,3.7353591653937364
5,5. MPIW,mpiw,PSBPM-FD (predictiva bayesiana),train,3.6850067752472437,3.7798086046017705,3.7332771654198202
5,6. PICP puntual,picp,FAR (IC del modelo AR),test,0.8906666666666667,0.97,0.9416742081447963
5,6. PICP puntual,picp,FAR (IC del modelo AR),train,0.906,0.9846666666666667,0.950716049382716
5,6. PICP puntual,picp,"PSBPM-FD (IC gaussiano, mismo mecanismo)",test,0.892,0.9726666666666667,0.943523378582202
5,6. PICP puntual,picp,"PSBPM-FD (IC gaussiano, mismo mecanismo)",train,0.906,0.9833333333333333,0.9505283950617285
5,6. PICP puntual,picp,PSBPM-FD (predictiva bayesiana),test,0.8833333333333333,0.958,0.9266907993966818
5,6. PICP puntual,picp,PSBPM-FD (predictiva bayesiana),train,0.8766666666666667,0.9733333333333334,0.9347172839506174
5,7. PICPB curva completa,picp_simultaneo,FAR (IC del modelo AR),test,0.3,0.7,0.5158371040723982
5,7. PICPB curva completa,picp_simultaneo,FAR (IC del modelo AR),train,0.3,0.8,0.5978703703703704
5,7. PICPB curva completa,picp_simultaneo,"PSBPM-FD (IC gaussiano, mismo mecanismo)",test,0.3,0.75,0.5434389140271494
5,7. PICPB curva completa,picp_simultaneo,"PSBPM-FD (IC gaussiano, mismo mecanismo)",train,0.35,0.8,0.5955555555555556
5,7. PICPB curva completa,picp_simultaneo,PSBPM-FD (predictiva bayesiana),test,0.05,0.6,0.3404977375565611
5,7. PICPB curva completa,picp_simultaneo,PSBPM-FD (predictiva bayesiana),train,0.2,0.65,0.4203703703703704
5,8. Winkler,winkler,FAR (IC del modelo AR),test,4.160904525128499,5.561923723793585,4.717830160525069
5,8. Winkler,winkler,FAR (IC del modelo AR),train,4.064734453906113,6.031518161944615,4.661817110005041
5,8. Winkler,winkler,"PSBPM-FD (IC gaussiano, mismo mecanismo)",test,4.147526346477701,5.855281127017184,4.724572964727808
5,8. Winkler,winkler,"PSBPM-FD (IC gaussiano, mismo mecanismo)",train,4.079662533850916,6.10529978686848,4.697883188456232
