M,metrica,bloque,banda,razon_vs_mejor
4,5. MPIW,train,FAR (IC del modelo AR),1.1286497739958963
4,5. MPIW,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.1395401913891292
4,5. MPIW,train,PSBPM-FD (predictiva bayesiana),1.0
4,5. MPIW,test,FAR (IC del modelo AR),1.1277239111378963
4,5. MPIW,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.1386053948182935
4,5. MPIW,test,PSBPM-FD (predictiva bayesiana),1.0
4,6. PICP puntual,train,FAR (IC del modelo AR),2.4504099942287048
4,6. PICP puntual,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",2.4621422039265703
4,6. PICP puntual,train,PSBPM-FD (predictiva bayesiana),10.801199424339114
4,6. PICP puntual,test,FAR (IC del modelo AR),1.337358751537448
4,6. PICP puntual,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.4050291052184931
4,6. PICP puntual,test,PSBPM-FD (predictiva bayesiana),11.282799536562631
4,7. PICPB curva completa,train,FAR (IC del modelo AR),1.0629256854256852
4,7. PICPB curva completa,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0711258751536528
4,7. PICPB curva completa,train,PSBPM-FD (predictiva bayesiana),2.123070787237454
4,7. PICPB curva completa,test,FAR (IC del modelo AR),1.0947038255861785
4,7. PICPB curva completa,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0376055819494734
4,7. PICPB curva completa,test,PSBPM-FD (predictiva bayesiana),1.8965707997382206
4,8. Winkler,train,FAR (IC del modelo AR),1.0027656476819697
4,8. Winkler,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0124808397302656
4,8. Winkler,train,PSBPM-FD (predictiva bayesiana),1.0721902799686946
4,8. Winkler,test,FAR (IC del modelo AR),1.0070326723717584
4,8. Winkler,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0068289434891815
4,8. Winkler,test,PSBPM-FD (predictiva bayesiana),1.0951969915358661
4,9. Winkler max promedio,train,FAR (IC del modelo AR),1.0204714688529064
4,9. Winkler max promedio,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0239013108201431
4,9. Winkler max promedio,train,PSBPM-FD (predictiva bayesiana),1.837174502781195
4,9. Winkler max promedio,test,FAR (IC del modelo AR),1.0388887041918058
4,9. Winkler max promedio,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0085590798978463
4,9. Winkler max promedio,test,PSBPM-FD (predictiva bayesiana),1.9521703437370055
4,10. Winkler max peor ventana,train,FAR (IC del modelo AR),1.0407758379477297
4,10. Winkler max peor ventana,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0514070828042077
4,10. Winkler max peor ventana,train,PSBPM-FD (predictiva bayesiana),1.3992820074187458
4,10. Winkler max peor ventana,test,FAR (IC del modelo AR),1.0603016112670294
4,10. Winkler max peor ventana,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0258079939821378
4,10. Winkler max peor ventana,test,PSBPM-FD (predictiva bayesiana),1.54598771917118
5,5. MPIW,train,FAR (IC del modelo AR),1.0455180196928615
