bloque,objetivo,banda,winkler,picp,ee_picp,ace,mpiw,picp_simultaneo
test,curva_suavizada,FAR (IC del modelo AR),2.658104096799008,0.9332444444444444,0.00166398786531399,-0.016755555555555524,2.066542048365792,0.7433333333333333
test,curva_suavizada,"PSBPM-FD (IC gaussiano, mismo mecanismo)",2.673057214152247,0.9324444444444444,0.0016732111837108087,-0.017555555555555546,2.0675056683617807,0.7433333333333333
test,curva_suavizada,PSBPM-FD (predictiva bayesiana),4.773170908130774,0.6748,0.00312299685131659,-0.2752,1.2260531876489047,0.0033333333333333335
test,representacion_fpca,FAR (IC del modelo AR),2.1977274291995954,0.9800888888888889,0.000931299182514694,0.030088888888888943,2.066542048365792,0.9433333333333334
test,representacion_fpca,"PSBPM-FD (IC gaussiano, mismo mecanismo)",2.215266678740207,0.9799111111111111,0.0009353626850252927,0.02991111111111111,2.0675056683617807,0.9466666666666667
test,representacion_fpca,PSBPM-FD (predictiva bayesiana),1.3936682950320276,0.9533333333333334,0.0014061592906272327,0.0033333333333334103,1.2260531876489047,0.9533333333333334
train,curva_suavizada,FAR (IC del modelo AR),2.4042640047193657,0.950919540229885,0.0009455640356804002,0.0009195402298850519,2.0665420483657924,0.7816091954022989
train,curva_suavizada,"PSBPM-FD (IC gaussiano, mismo mecanismo)",2.4103132513814054,0.9508429118773947,0.0009462637641276301,0.0008429118773947142,2.067505668361781,0.7844827586206896
train,curva_suavizada,PSBPM-FD (predictiva bayesiana),4.422451502188058,0.6805555555555556,0.002040770698822601,-0.2694444444444444,1.2290273148942827,0.005747126436781609
train,representacion_fpca,FAR (IC del modelo AR),2.162657251283115,0.9883141762452107,0.00047037250417222674,0.03831417624521072,2.0665420483657924,0.9640804597701149
train,representacion_fpca,"PSBPM-FD (IC gaussiano, mismo mecanismo)",2.1691992338617503,0.9875095785440613,0.0004860981332698409,0.03750957854406134,2.067505668361781,0.9655172413793104
train,representacion_fpca,PSBPM-FD (predictiva bayesiana),1.3932478720321666,0.9583333333333334,0.0008746160137811143,0.008333333333333415,1.2290273148942827,0.9583333333333334
