M,FPC,variable,media_c1,media_c2,n_cadenas,n_post,ess_min,ess_mean,geweke_max,rhat,converge
1,1,atomos_global,3.40437514397205,4.021991550096196,2,2000,11.359289955093821,22.827527581096735,1.722675989190804,1.9016569410651514,False
1,1,atomos_punto,3.374487866686043,3.767320716734409,2,2000,11.59104543621568,45.068286100164286,3.5904098317055455,1.5071621514576101,False
1,1,senal_gating,0.029887277286007048,0.25467083336178753,2,2000,13.518789612759186,18.763907115608596,3.816217751484662,1.6520176363337096,False
1,1,sd_argumento,0.07039034371497363,0.14863247079673814,2,2000,18.63946616344043,55.399079060853566,3.1220299710588484,1.772765796021204,False
1,1,alpha,0.07607357737635216,0.13761773832520827,2,2000,14.245930299868226,17.996760138839242,2.0811025292845917,1.1023998987949695,False
1,1,psi_0,0.1713997907373177,0.38041662672722715,2,2000,20.10486406474136,49.25054249998857,3.2041285602570526,1.8062896607157624,False
1,1,psi_1,0.022031776502299632,0.00011385554152687751,2,2000,11.09281449952914,575.0439807988345,1.6375017849512545,1.4658567942976264,False
1,1,psi_2,0.0018578355579911008,0.00011422989274363949,2,2000,12.998656705557412,539.439610963349,1.0236676187616105,1.0441586070331161,False
1,1,psi_3,6.49800994008354e-05,8.739890962987295e-05,2,2000,1369.62209328967,1625.3374319906475,0.8965740860404438,0.9999478103339201,True
1,1,Gamma_0,-0.0059440987524349495,-0.3199182870834378,2,2000,42.80172681483207,53.115646076712096,2.116909498909308,1.3310437090837317,False
1,1,Gamma_1,0.41284928866836196,-0.5106273136931703,2,2000,3.8713220462973204,7.850910321694257,2.794043399084523,3.0142347559445293,False
1,1,Gamma_2,-0.05834991560116498,-0.48693403113460115,2,2000,7.282661193520902,8.7425562998421,4.981364764060529,3.5966346621012075,False
1,1,Gamma_3,0.19527483408775476,0.5417186526491375,2,2000,6.9219040141199075,10.581220963578911,4.494016628560326,2.507571641722967,False
