objetivo,metrica,bloque,columna,minimo,maximo,promedio
curva_suavizada,1. MAE  (L^1),train,mae_f,0.21143891914359073,0.394272422399912,0.2642056967442048
curva_suavizada,1. MAE  (L^1),test,mae_f,0.2184093976750345,0.2740242489858223,0.24738661285147875
curva_suavizada,2. RMSE (L^2),train,rmse_f,0.2655902566775983,0.70273470367022,0.3408382197499938
curva_suavizada,2. RMSE (L^2),test,rmse_f,0.2769142344310166,0.34194770204036135,0.31519126138383424
curva_suavizada,3. E_max promedio por curva,train,linf_medio,0.5517575234273213,0.8832844512534901,0.6596624607945137
curva_suavizada,3. E_max promedio por curva,test,linf_medio,0.5629919551943894,0.7304585283461447,0.6515187245052299
curva_suavizada,4. E_max peor de la ventana,train,linf_max,0.9117487310391207,4.754713187372651,1.3529116364468663
curva_suavizada,4. E_max peor de la ventana,test,linf_max,0.9959873451129384,1.30455225478995,1.1635038913466134
curva_suavizada,5. MPIW,train,mpiw,1.1592496651734179,1.1811649481364515,1.1679922885830443
curva_suavizada,5. MPIW,test,mpiw,1.157403287846651,1.176723783027178,1.1667149576571874
curva_suavizada,6. PICP puntual,train,picp,0.8533333333333334,0.9791111111111112,0.9319247043145094
curva_suavizada,6. PICP puntual,test,picp,0.9133333333333333,0.9733333333333334,0.9345043050430505
curva_suavizada,7. PICPB curva completa,train,picp_simultaneo,0.2,0.7,0.44322838580709645
curva_suavizada,7. PICPB curva completa,test,picp_simultaneo,0.23333333333333334,0.7666666666666667,0.48191881918819174
curva_suavizada,8. Winkler,train,winkler,1.231690408867778,1.8805243494173791,1.500047452508562
curva_suavizada,8. Winkler,test,winkler,1.3210967155037987,1.718376057170076,1.5108317136528968
curva_suavizada,9. Winkler max promedio,train,winkler_max_medio,2.9118938647663573,7.998788387316909,5.2956068605765365
curva_suavizada,9. Winkler max promedio,test,winkler_max_medio,3.6829821606436965,7.794243356717883,5.649655994737933
curva_suavizada,10. Winkler max peor ventana,train,winkler_max_glob,11.287596945175187,36.89388317484927,22.383344095786875
curva_suavizada,10. Winkler max peor ventana,test,winkler_max_glob,17.280855482644125,26.91305159628751,22.59187558475755
representacion_fpca,1. MAE  (L^1),train,mae_f,0.19022641862386305,0.3846990290236524,0.24503327480203205
representacion_fpca,1. MAE  (L^1),test,mae_f,0.19751873732544237,0.2566666387076704,0.22667814281553492
representacion_fpca,2. RMSE (L^2),train,rmse_f,0.23963960667186845,0.6925304370520566,0.31655524994059
representacion_fpca,2. RMSE (L^2),test,rmse_f,0.2497703496152982,0.3162791324195544,0.287761454123567
representacion_fpca,3. E_max promedio por curva,train,linf_medio,0.4111958558682,0.7401767191294298,0.5103315842335654
representacion_fpca,3. E_max promedio por curva,test,linf_medio,0.44279387112177965,0.537243675324007,0.4917411640574608
representacion_fpca,4. E_max peor de la ventana,train,linf_max,0.6894615296128248,4.924872310968088,1.181360518805745
representacion_fpca,4. E_max peor de la ventana,test,linf_max,0.7112719509666761,1.2268094576908235,1.037588367993185
representacion_fpca,5. MPIW,train,mpiw,1.1592496651734179,1.1811649481364515,1.1679922885830443
representacion_fpca,5. MPIW,test,mpiw,1.157403287846651,1.176723783027178,1.1667149576571874
representacion_fpca,6. PICP puntual,train,picp,0.8902222222222222,0.9915555555555555,0.9527402965184074
representacion_fpca,6. PICP puntual,test,picp,0.9342222222222222,0.9737777777777777,0.9578236982369824
representacion_fpca,7. PICPB curva completa,train,picp_simultaneo,0.5333333333333333,0.9,0.7391304347826086
representacion_fpca,7. PICPB curva completa,test,picp_simultaneo,0.6666666666666666,0.8666666666666667,0.7613776137761377
representacion_fpca,8. Winkler,train,winkler,1.1741691335568587,1.6675230113856256,1.3717414091694127
representacion_fpca,8. Winkler,test,winkler,1.222787902077291,1.5451988869040165,1.360812856294044
representacion_fpca,9. Winkler max promedio,train,winkler_max_medio,1.5089921080051574,4.634727397591254,2.7099689106444687
representacion_fpca,9. Winkler max promedio,test,winkler_max_medio,1.7992792336985284,3.8149579509938025,2.642019638929511
representacion_fpca,10. Winkler max peor ventana,train,winkler_max_glob,4.906491527753582,20.313569181850845,13.847118121619893
representacion_fpca,10. Winkler max peor ventana,test,winkler_max_glob,6.527138915920621,25.155239575566515,15.949488076486306
