variable,FPC 1,FPC 1_sd,FPC 2,FPC 2_sd,FPC 3,FPC 3_sd,FPC 4,FPC 4_sd
fpc_1_lag1,1.0,0.0,0.026500000000000024,0.0035355339059327407,0.024999999999999967,0.004949747468305837,0.05075000000000002,0.006010407640085699
fpc_2_lag1,0.010749999999999982,0.005303300858899072,1.0,0.0,0.022249999999999992,0.001767766952966331,0.014999999999999958,0.00777817459305203
fpc_3_lag1,0.03150000000000003,0.010606601717798222,0.024749999999999994,0.011667261889578083,1.0,0.0,0.04250000000000004,0.02333452377915609
fpc_4_lag1,0.03325,0.018031222920257016,0.027249999999999996,0.007424621202458717,0.017249999999999988,0.008838834764831813,1.0,0.0
