metrica,bloque,columna,minimo,maximo,promedio
1. MAE  (L^1),train,mae_f,0.6762043990085571,0.9304839065093408,0.7938638478226371
1. MAE  (L^1),test,mae_f,0.7395963179946653,0.9498705324251528,0.8229797329664562
2. RMSE (L^2),train,rmse_f,0.8505335315996361,1.166894732191115,0.9935216248829037
2. RMSE (L^2),test,rmse_f,0.9371636987938241,1.1773518935708498,1.0234359528096004
3. E_max promedio por curva,train,linf_medio,1.6425376345161744,2.231977666340434,1.927297142282099
3. E_max promedio por curva,test,linf_medio,1.7689405349296101,2.261960371581703,1.9678821484320235
4. E_max peor de la ventana,train,linf_max,2.439978651533105,3.9809189734027335,3.1188129113113323
4. E_max peor de la ventana,test,linf_max,2.6196714361609255,3.657954042904386,2.994841941408993
5. MPIW,train,mpiw,3.3355593230766103,3.4260586281196144,3.381907103047321
5. MPIW,test,mpiw,3.338922411220739,3.4530674415363793,3.3851446486859658
6. PICP puntual,train,picp,0.8426666666666667,0.9566666666666667,0.9060039215686275
6. PICP puntual,test,picp,0.8473333333333334,0.932,0.8947829181494662
7. PICPB curva completa,train,picp_simultaneo,0.05,0.6,0.27051470588235293
7. PICPB curva completa,test,picp_simultaneo,0.05,0.4,0.21530249110320285
8. Winkler,train,winkler,3.9907578298368476,7.0802438823622875,4.986893628300719
8. Winkler,test,winkler,4.2974030361127955,6.306860566549746,5.134193465662644
9. Winkler max promedio,train,winkler_max_medio,12.962515650010289,34.41378176075622,21.804322964102145
9. Winkler max promedio,test,winkler_max_medio,16.186306104278213,33.11500428138047,23.10697165894779
10. Winkler max peor ventana,train,winkler_max_glob,36.61988588338929,103.07430392552331,67.18931625361911
10. Winkler max peor ventana,test,winkler_max_glob,38.87961708516296,106.06399255494652,65.28027367647485
