variable,FPC 1,FPC 1_sd,FPC 2,FPC 2_sd,FPC 3,FPC 3_sd,FPC 4,FPC 4_sd
fpc_1_lag1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
fpc_2_lag1,0.022249999999999992,0.0010606601717798615,0.8222499999999999,0.001060660171779783,0.013749999999999984,0.007424621202458795,0.51275,0.6890755582662905
fpc_3_lag1,0.023999999999999966,0.006363961030678933,0.013749999999999984,0.0045961940777126025,0.8025,0.04737615433949865,0.017249999999999988,0.006717514421272247
fpc_4_lag1,0.035999999999999976,0.021920310216782993,0.03149999999999997,0.0028284271247461927,0.014500000000000013,0.0007071067811865482,0.37024999999999997,0.5236125714686384
