componente,n_activas,VP,FP,FN,VN,sensibilidad,especificidad,exactitud,auc,pip_media_activas,pip_media_inactivas
FPC 1,4,1,0,3,0,0.25,0.0,0.25,,0.27056250000000004,
FPC 2,4,2,0,2,0,0.5,0.0,0.5,,0.46687499999999993,
FPC 3,4,2,0,2,0,0.5,0.0,0.5,,0.45768749999999997,
FPC 4,4,2,0,2,0,0.5,0.0,0.5,,0.4750625,
