bloque,metrica,observado,li,ls,sd_boot,largo_bloque,criterio_bloque,B,n
test,mae_f,0.7745525349633754,0.7200609525469452,0.8286157145291304,0.02805417924170815,6,memoria de la serie (n^(1/3)),2000,240
test,picp,0.948625,0.927165625,0.9670427083333334,0.010380402142998452,6,memoria de la serie (n^(1/3)),2000,240
test,rmse_f,0.96942363489146,0.9031715367857934,1.0335225039734617,0.03416519260560157,6,memoria de la serie (n^(1/3)),2000,240
test,winkler,4.611856937464773,4.2457336851262415,5.07081157024475,0.21153875626889984,6,memoria de la serie (n^(1/3)),2000,240
train,mae_f,0.7841501046205946,0.7496261232239569,0.8157262986683503,0.017017072448311747,8,memoria de la serie (n^(1/3)),2000,559
train,picp,0.9440429338103757,0.9325567978533094,0.9553488372093023,0.005810234683896959,8,memoria de la serie (n^(1/3)),2000,559
train,rmse_f,0.9765135178287047,0.9369952871431776,1.0130223776314031,0.019750116494200935,8,memoria de la serie (n^(1/3)),2000,559
train,winkler,4.475632208466825,4.287001077135255,4.675040061042155,0.09754801596405421,8,memoria de la serie (n^(1/3)),2000,559
