bloque,FPC,RMSE,R2,sd_ratio,CRPS,Cob95,Ancho,PIT_ks,PIT_forma,n
train,FPC 1,0.7651791802744051,0.4153273515421184,0.633178636574147,0.43291504297807154,0.9481216457960644,3.0308264069442434,0.029194409660107334,aproximadamente uniforme,559
train,FPC 2,0.9544884595427674,0.09052000582151443,0.2567894114484762,0.5401110082910437,0.962432915921288,3.782583592802766,0.023615742397137762,aproximadamente uniforme,559
train,FPC 3,0.9977060571543049,0.003389634822837939,0.010650557574314304,0.5649927061830273,0.9463327370304114,3.9354143684526686,0.03216887298747764,aproximadamente uniforme,559
test,FPC 1,0.7729869372630811,0.34879405969244315,0.6338218864334388,0.4357207722560719,0.9375,3.0275161965953883,0.0368666666666666,aproximadamente uniforme,240
test,FPC 2,0.921341446335101,0.056609982917286916,0.2546004396735214,0.523560184785233,0.95,3.769646290702125,0.0355833333333333,aproximadamente uniforme,240
test,FPC 3,0.9882088804110608,0.0031364733411773926,0.010344635154810253,0.5582806518576625,0.9583333333333334,3.9358039321129517,0.04623333333333335,aproximadamente uniforme,240
