bloque,MISE,RMSE_f,MISE_truncamiento,energy,Cob95_puntual,ancho_medio,n
train,0.9535786505021919,0.9765135178287047,0.005493886059377701,6.09005506919695,0.9440429338103756,3.8171674140105054,559
test,0.939782183886171,0.9694236348914601,0.005753687288032787,6.016751643799531,0.948625,3.8245821457719145,240
