bloque,modelo,RMSE_scores,R2_scores,MISE,RMSE_func,MISE_rel_PSBP
train,PSBPM-FD,0.9057912323238257,0.16974566406215694,0.953578650502192,0.9765135178287048,1.0
train,FAR,0.9217692819035159,0.1385114725464575,0.9667706180950825,0.9832449430813679,1.013834168357212
train,RF,0.7690218593222712,0.4033414982027979,0.7059835046827683,0.8402282455873334,0.740351626277465
train,GBT,0.45553443809930544,0.7901218666099653,0.24415189817911692,0.4941172919248191,0.2560375046678498
train,media,1.0003242408640902,-2.040915802359322e-06,1.4764981976144738,1.2151124218007459,1.5483758962481928
train,persistencia,1.1364837014275857,-0.34131370927236154,1.235665470725675,1.1116049076563466,1.295819144099886
train,(truncamiento FPCA),,,0.005493886059377701,,0.00576133500522941
test,PSBPM-FD,0.894179088003081,0.13618017198363577,0.939782183886171,0.96942363489146,1.0
test,FAR,0.9044918077979043,0.114902928668649,0.9545217138905524,0.9769962711753574,1.0156839853501274
test,RF,0.9030932000567623,0.12066806233030862,1.0162454300641321,1.0080899910544356,1.0813627322256436
test,GBT,0.9789678080713501,-0.03163835404839014,1.2413783428670524,1.1141715948932878,1.3209213412981786
test,media,0.9676170217458381,-0.004588031292075856,1.358730895092997,1.165646127730452,1.4457934172303593
test,persistencia,1.0984181269104685,-0.31940979209477005,1.2553412938457014,1.120420141663698,1.335778987269833
test,(truncamiento FPCA),,,0.005753687288032787,,0.00612236259283001
