metrica,bloque,columna,minimo,maximo,promedio
1. MAE  (L^1),train,mae_f,0.6772089229609304,0.9317277649068452,0.8009853703440026
1. MAE  (L^1),test,mae_f,0.7526205535811679,0.9500465098369604,0.8267709660185227
2. RMSE (L^2),train,rmse_f,0.8608998422570316,1.1774189761545957,1.001042717960665
2. RMSE (L^2),test,rmse_f,0.9424544048719682,1.1781701807120593,1.0287515442998325
3. E_max promedio por curva,train,linf_medio,1.6484610493305767,2.241827096486875,1.9384226658269734
3. E_max promedio por curva,test,linf_medio,1.778417382068811,2.2592507456428774,1.9809441703915343
4. E_max peor de la ventana,train,linf_max,2.311978065415628,4.017669298606649,3.136186321995701
4. E_max peor de la ventana,test,linf_max,2.5607207605904048,3.71197942305334,3.030119258267009
5. MPIW,train,mpiw,3.0011244307509637,3.125083509228047,3.061041013978034
5. MPIW,test,mpiw,3.0185549175704534,3.1175714444316607,3.0538445538624424
6. PICP puntual,train,picp,0.796,0.9186666666666666,0.8628019607843137
6. PICP puntual,test,picp,0.792,0.902,0.8535065243179122
7. PICPB curva completa,train,picp_simultaneo,0.0,0.3,0.12264705882352941
7. PICPB curva completa,test,picp_simultaneo,0.0,0.25,0.10854092526690393
8. Winkler,train,winkler,4.211214723796581,7.662811176666773,5.520101669311209
8. Winkler,test,winkler,4.524685713992037,7.07191735215744,5.737945658683181
9. Winkler max promedio,train,winkler_max_medio,18.276702846374434,39.55225205117682,28.128071686500988
9. Winkler max promedio,test,winkler_max_medio,21.450577879290577,41.226444283516535,29.588226043940704
10. Winkler max peor ventana,train,winkler_max_glob,45.60477601986054,106.84479852379128,75.49841777261962
10. Winkler max peor ventana,test,winkler_max_glob,44.64768272380939,111.38808620385814,73.86914813635255
