metrica,bloque,M,pct_ventanas_ganadas,n_ventanas
1. MAE  (L^1),train,1,0.21764705882352942,680
1. MAE  (L^1),train,2,0.17205882352941176,680
1. MAE  (L^1),train,3,0.6102941176470589,680
1. MAE  (L^1),test,1,0.0,281
1. MAE  (L^1),test,2,0.010676156583629894,281
1. MAE  (L^1),test,3,0.9893238434163701,281
2. RMSE (L^2),train,1,0.14705882352941177,680
2. RMSE (L^2),train,2,0.125,680
2. RMSE (L^2),train,3,0.7279411764705882,680
2. RMSE (L^2),test,1,0.0,281
2. RMSE (L^2),test,2,0.0,281
2. RMSE (L^2),test,3,1.0,281
3. E_max promedio por curva,train,1,0.21323529411764705,680
3. E_max promedio por curva,train,2,0.17647058823529413,680
3. E_max promedio por curva,train,3,0.6102941176470589,680
3. E_max promedio por curva,test,1,0.0,281
3. E_max promedio por curva,test,2,0.03202846975088968,281
3. E_max promedio por curva,test,3,0.9679715302491103,281
4. E_max peor de la ventana,train,1,0.28823529411764703,680
4. E_max peor de la ventana,train,2,0.09411764705882353,680
4. E_max peor de la ventana,train,3,0.6176470588235294,680
4. E_max peor de la ventana,test,1,0.0498220640569395,281
4. E_max peor de la ventana,test,2,0.07473309608540925,281
4. E_max peor de la ventana,test,3,0.8754448398576512,281
