kn,hs,condicion,lambda_kn
1,0.3896605449629965,1.0,1.951256219291994
2,0.5843223136860969,9.04149533704701,0.21581122884583406
3,1.3969783456888343,51.72445975873631,0.03772405218717485
4,1.469405529094745,475.65473260076425,0.004102253347975747
5,2.0605099435111036,1030.1631145429296,0.0018941235535866975
6,2.3813697487698433,2037.8116113352623,0.0009575253219866809
7,3.3781215354033245,2323.3933073196,0.0008398303520737414
8,4.881856380056728,2448.9182925224272,0.0007967829001277813
