M,FPC,cadena,media,max,p99,N_trunc,toca_truncamiento
1,1,1,10.1105,32,18.0,35,False
1,1,2,11.3165,35,20.0,35,True
2,1,1,10.076,31,18.0,35,False
2,1,2,11.6235,31,21.0,35,False
2,2,1,6.677,23,14.0,35,False
2,2,2,6.032,19,13.0,35,False
3,1,1,11.4145,27,20.0,35,False
3,1,2,11.9475,35,21.00999999999999,35,True
3,2,1,7.8805,23,16.0,35,False
3,2,2,8.683,28,15.0,35,False
3,3,1,2.1055,20,9.0,35,False
3,3,2,2.621,28,11.0,35,False
