M,experiment_id,p_covariables,n_variables_diag,rhat_max,ess_min,geweke_max,n_no_converge,converge,ocupacion_media,ocupacion_max,N_trunc,toca_truncamiento,pip_sd_max,contrato_ok,pip_media_activas
1,escenario_51_1_r01_m01,1,2,1.0137092993532293,367.9622098181434,2.030794295065689,1,False,10.7135,35,35,True,0.0,True,1.0
2,escenario_51_1_r01_m02,2,8,1.0407151276356752,13.816561342058462,1.758504775188219,1,False,8.602125000000001,31,35,False,0.054447222151364126,True,0.280875
3,escenario_51_1_r01_m03,3,18,1.567225671805377,4.7634534017220895,2.8431088636175073,7,False,7.442,35,35,True,0.680590276892052,True,0.30077777777777776
