M,metrica,bloque,modelo,razon_vs_mejor,razon_vs_FAR
1,1. MAE  (L^1),train,FAR,1.1544784585802437,1.0
1,1. MAE  (L^1),train,RF,1.0073220784735906,0.8789272807693603
1,1. MAE  (L^1),train,GBT,1.0403058572513297,0.9070290468355443
1,1. MAE  (L^1),train,PSBPM-FD,1.187114290720779,1.029965098764617
1,1. MAE  (L^1),test,FAR,1.0,1.0
1,1. MAE  (L^1),test,RF,1.3172136114308195,1.3172136114308195
1,1. MAE  (L^1),test,GBT,1.2966708785775143,1.2966708785775143
1,1. MAE  (L^1),test,PSBPM-FD,1.1480690472718116,1.1480690472718116
1,2. RMSE (L^2),train,FAR,1.1315983621354866,1.0
1,2. RMSE (L^2),train,RF,1.012017560547848,0.899605275562497
1,2. RMSE (L^2),train,GBT,1.036291002433489,0.9203059673576034
1,2. RMSE (L^2),train,PSBPM-FD,1.165578877742546,1.031231331672387
1,2. RMSE (L^2),test,FAR,1.0,1.0
1,2. RMSE (L^2),test,RF,1.2719287723214943,1.2719287723214943
1,2. RMSE (L^2),test,GBT,1.254246530938652,1.254246530938652
1,2. RMSE (L^2),test,PSBPM-FD,1.1207701569119555,1.1207701569119555
1,3. E_max promedio por curva,train,FAR,1.0875742717642718,1.0
1,3. E_max promedio por curva,train,RF,1.0064076495796712,0.9291903983796757
1,3. E_max promedio por curva,train,GBT,1.0276089476822232,0.9481889698427285
1,3. E_max promedio por curva,train,PSBPM-FD,1.1190870718919521,1.0305030219952187
1,3. E_max promedio por curva,test,FAR,1.0,1.0
1,3. E_max promedio por curva,test,RF,1.2440467183452029,1.2440467183452029
1,3. E_max promedio por curva,test,GBT,1.231009027861782,1.231009027861782
1,3. E_max promedio por curva,test,PSBPM-FD,1.1332863791780436,1.1332863791780436
1,4. E_max peor de la ventana,train,FAR,1.1124706502203408,1.0
1,4. E_max peor de la ventana,train,RF,1.0459841698392955,0.9500915038744545
1,4. E_max peor de la ventana,train,GBT,1.0535240022689198,0.9572556947909795
1,4. E_max peor de la ventana,train,PSBPM-FD,1.1546764694148286,1.042310349192643
1,4. E_max peor de la ventana,test,FAR,1.005894718789192,1.0
1,4. E_max peor de la ventana,test,RF,1.1702619873658118,1.1646023468354458
1,4. E_max peor de la ventana,test,GBT,1.1630823434593816,1.157037357260658
1,4. E_max peor de la ventana,test,PSBPM-FD,1.09260535340002,1.0864653367086698
2,1. MAE  (L^1),train,FAR,1.500579207634828,1.0
2,1. MAE  (L^1),train,RF,1.1767526601270657,0.7904642616956468
2,1. MAE  (L^1),train,GBT,1.0004189245319344,0.6751695149776901
2,1. MAE  (L^1),train,PSBPM-FD,1.5427199353557968,1.0298328600598048
2,1. MAE  (L^1),test,FAR,1.0027841224940228,1.0
2,1. MAE  (L^1),test,RF,1.2062413330019388,1.2034517718598712
2,1. MAE  (L^1),test,GBT,1.2312023759101693,1.2285591687536916
2,1. MAE  (L^1),test,PSBPM-FD,1.1519341646435055,1.1487960806567346
2,2. RMSE (L^2),train,FAR,1.471903548282759,1.0
2,2. RMSE (L^2),train,RF,1.1821852646787931,0.8082709173567199
2,2. RMSE (L^2),train,GBT,1.000268767348338,0.6867576848088335
2,2. RMSE (L^2),train,PSBPM-FD,1.5157863341971878,1.0310758269462361
2,2. RMSE (L^2),test,FAR,1.000375243761384,1.0
2,2. RMSE (L^2),test,RF,1.1611441907852604,1.1607652882600157
2,2. RMSE (L^2),test,GBT,1.1909701587679324,1.190598365886564
2,2. RMSE (L^2),test,PSBPM-FD,1.1217611240327572,1.1213490265565345
2,3. E_max promedio por curva,train,FAR,1.3653363644632377,1.0
2,3. E_max promedio por curva,train,RF,1.160321005263395,0.8546939541601469
2,3. E_max promedio por curva,train,GBT,1.0001469559156368,0.7398652115857681
2,3. E_max promedio por curva,train,PSBPM-FD,1.405272342118919,1.030271306018793
2,3. E_max promedio por curva,test,FAR,1.0006844210377452,1.0
2,3. E_max promedio por curva,test,RF,1.1769097367190167,1.1761969045333127
2,3. E_max promedio por curva,test,GBT,1.2086356321356255,1.2079703421454384
2,3. E_max promedio por curva,test,PSBPM-FD,1.1344062635028371,1.133630168340401
2,4. E_max peor de la ventana,train,FAR,1.3670307964261723,1.0
2,4. E_max peor de la ventana,train,RF,1.1663052506393206,0.8672103919834342
2,4. E_max peor de la ventana,train,GBT,1.010650867067808,0.7618733736150597
2,4. E_max peor de la ventana,train,PSBPM-FD,1.4193788227398207,1.0422064618477531
2,4. E_max peor de la ventana,test,FAR,1.0134447313880866,1.0
2,4. E_max peor de la ventana,test,RF,1.1036149929179602,1.0908307799477681
2,4. E_max peor de la ventana,test,GBT,1.1669232890083838,1.1536020008568209
2,4. E_max peor de la ventana,test,PSBPM-FD,1.1007265769400865,1.0864769947541477
3,1. MAE  (L^1),train,FAR,1.909701843257613,1.0
3,1. MAE  (L^1),train,RF,1.4562203520243115,0.7671876674266895
3,1. MAE  (L^1),train,GBT,1.0,0.5345167575295792
3,1. MAE  (L^1),train,PSBPM-FD,1.9366483074208545,1.0135725641896898
3,1. MAE  (L^1),test,FAR,1.0057860532812084,1.0
3,1. MAE  (L^1),test,RF,1.1344338822044018,1.1282732291753303
3,1. MAE  (L^1),test,GBT,1.0902919151411872,1.0847989439909866
3,1. MAE  (L^1),test,PSBPM-FD,1.1067866723443127,1.1003900487454727
3,2. RMSE (L^2),train,FAR,1.8643806822801359,1.0
3,2. RMSE (L^2),train,RF,1.4520774656423299,0.7829134441433399
3,2. RMSE (L^2),train,GBT,1.0,0.5453510722572037
3,2. RMSE (L^2),train,PSBPM-FD,1.893729531897006,1.015541058607408
3,2. RMSE (L^2),test,FAR,1.0064637807810466,1.0
3,2. RMSE (L^2),test,RF,1.100399756291167,1.0936968931503512
3,2. RMSE (L^2),test,GBT,1.0868279024999352,1.0806732421181335
3,2. RMSE (L^2),test,PSBPM-FD,1.0873174332336053,1.0803018139433473
3,3. E_max promedio por curva,train,FAR,1.7410740764006842,1.0
3,3. E_max promedio por curva,train,RF,1.4165410382270482,0.816838887639312
3,3. E_max promedio por curva,train,GBT,1.0,0.5816814845533212
3,3. E_max promedio por curva,train,PSBPM-FD,1.7708216681724493,1.0172431881052348
3,3. E_max promedio por curva,test,FAR,1.0019870609064332,1.0
3,3. E_max promedio por curva,test,RF,1.1054754326410292,1.1033868322229246
3,3. E_max promedio por curva,test,GBT,1.0933899826693663,1.0914657722695573
3,3. E_max promedio por curva,test,PSBPM-FD,1.0994403207185162,1.0972064624218307
3,4. E_max peor de la ventana,train,FAR,1.6880599111799452,1.0
3,4. E_max peor de la ventana,train,RF,1.392055777839936,0.8370615075594268
3,4. E_max peor de la ventana,train,GBT,1.000990032275689,0.6168684408492285
3,4. E_max peor de la ventana,train,PSBPM-FD,1.718599585284167,1.0224674150055781
3,4. E_max peor de la ventana,test,FAR,1.031159634275635,1.0
3,4. E_max peor de la ventana,test,RF,1.067060403288552,1.0378220862342307
3,4. E_max peor de la ventana,test,GBT,1.120176005655106,1.0925315967906761
3,4. E_max peor de la ventana,test,PSBPM-FD,1.086876389276857,1.0545789615850627
