metrica,bloque,columna,minimo,maximo,promedio,M
1. MAE  (L^1),train,mae_f,0.6635407508044361,1.571947618132358,1.1118836262504714,1
1. MAE  (L^1),test,mae_f,1.4804213774428425,3.0225329614363967,2.0717978794720175,1
2. RMSE (L^2),train,rmse_f,0.851102656073175,1.8674323320742932,1.362700812915671,1
2. RMSE (L^2),test,rmse_f,1.7566774662900642,3.360676600096386,2.4073127099458476,1
3. E_max promedio por curva,train,linf_medio,1.1703465744012644,2.251996440323512,1.688758922033453,1
3. E_max promedio por curva,test,linf_medio,2.1884502633397047,3.802013851520985,2.798789586119063,1
4. E_max peor de la ventana,train,linf_max,1.8279040984333732,5.051812475869446,3.370361490377187,1
4. E_max peor de la ventana,test,linf_max,3.8924803116926894,6.317509465070745,5.118697411665876,1
5. MPIW,train,mpiw,4.475751195789148,5.612957235740787,4.879213755527803,1
5. MPIW,test,mpiw,5.638225355656182,7.427698248517772,6.328957720642048,1
6. PICP puntual,train,picp,0.798,1.0,0.9235764705882352,1
6. PICP puntual,test,picp,0.5126666666666667,0.8966666666666666,0.7375065243179122,1
7. PICPB curva completa,train,picp_simultaneo,0.55,1.0,0.7648529411764707,1
7. PICPB curva completa,test,picp_simultaneo,0.25,0.65,0.48665480427046265,1
8. Winkler,train,winkler,4.592674898134612,11.055689500152297,6.324922137666724,1
8. Winkler,test,winkler,8.657300582000575,31.481048025565705,16.429823337320812,1
9. Winkler max promedio,train,winkler_max_medio,5.051583713950627,22.197918184903493,10.716572252484273,1
9. Winkler max promedio,test,winkler_max_medio,17.851288040678618,53.13956606532838,33.388059854358815,1
10. Winkler max peor ventana,train,winkler_max_glob,5.852215878210481,106.8740167636476,47.12492876629643,1
10. Winkler max peor ventana,test,winkler_max_glob,72.28914323105673,178.72233655345607,120.21285643995094,1
1. MAE  (L^1),train,mae_f,0.6621443461938815,1.5871731093121353,1.1110241322934693,2
1. MAE  (L^1),test,mae_f,1.4666616469495564,3.0195153028643915,2.064987041116179,2
2. RMSE (L^2),train,rmse_f,0.8539665345695763,1.8850716886058239,1.3633674528474975,2
2. RMSE (L^2),test,rmse_f,1.757385755437978,3.3541210233229783,2.403582963254596,2
3. E_max promedio por curva,train,linf_medio,1.1661967893359029,2.2574557135557027,1.687719933530904,2
3. E_max promedio por curva,test,linf_medio,2.1931243355602246,3.8035821541530836,2.7919048195374647,2
4. E_max peor de la ventana,train,linf_max,1.8869912035606717,5.123104619848888,3.385934638963717,2
4. E_max peor de la ventana,test,linf_max,3.8749553186579355,6.312811155085181,5.11417610781628,2
5. MPIW,train,mpiw,4.8500808386167185,5.958703101761028,5.230665356024987,2
5. MPIW,test,mpiw,5.992971994580981,7.7249419149896275,6.652202910613403,2
6. PICP puntual,train,picp,0.8146666666666667,1.0,0.944728431372549,2
6. PICP puntual,test,picp,0.5633333333333334,0.918,0.7763843416370108,2
7. PICPB curva completa,train,picp_simultaneo,0.55,1.0,0.8334558823529412,2
7. PICPB curva completa,test,picp_simultaneo,0.3,0.85,0.5446619217081851,2
8. Winkler,train,winkler,4.898334302647578,10.463139938926172,6.205180443889074,2
8. Winkler,test,winkler,8.239604862583512,29.01900494898547,14.84550242531376,2
9. Winkler max promedio,train,winkler_max_medio,5.135975662074829,19.34800088164012,8.936164973895583,2
9. Winkler max promedio,test,winkler_max_medio,14.352281264950403,47.263248491687136,27.314085741397697,2
10. Winkler max peor ventana,train,winkler_max_glob,5.546670771571921,91.8212673623318,38.285885211947566,2
10. Winkler max peor ventana,test,winkler_max_glob,54.22521258232549,173.08369427792903,107.66638029482704,2
1. MAE  (L^1),train,mae_f,0.625985240390023,1.5605390221144018,1.095647540481114,3
1. MAE  (L^1),test,mae_f,1.3504677508969285,2.954915058318706,1.979752366633269,3
2. RMSE (L^2),train,rmse_f,0.8156067380469192,1.8385682263945826,1.3421245571481168,3
2. RMSE (L^2),test,rmse_f,1.6869449099148957,3.291598590143719,2.317542052815758,3
3. E_max promedio por curva,train,linf_medio,1.1286855756083538,2.2491981169279542,1.6723837733780154,3
3. E_max promedio por curva,test,linf_medio,2.1468036032066427,3.7241944966086917,2.7105662048935972,3
4. E_max peor de la ventana,train,linf_max,2.011381877813818,5.01817002766605,3.3225093511601136,3
4. E_max peor de la ventana,test,linf_max,3.5593621884383637,6.152152200781066,4.969682479813403,3
5. MPIW,train,mpiw,4.968899782028414,5.993749338300278,5.32481807117276,3
5. MPIW,test,mpiw,6.06976989464302,7.923019612551353,6.770308468596748,3
6. PICP puntual,train,picp,0.8546666666666667,1.0,0.953557843137255,3
6. PICP puntual,test,picp,0.5973333333333334,0.9346666666666666,0.798982206405694,3
7. PICPB curva completa,train,picp_simultaneo,0.65,1.0,0.8610294117647059,3
7. PICPB curva completa,test,picp_simultaneo,0.4,0.8,0.6092526690391459,3
8. Winkler,train,winkler,4.971485223344946,9.118957131273882,6.058439953529451,3
8. Winkler,test,winkler,7.654559539244522,28.15845714021259,14.136636947635889,3
9. Winkler max promedio,train,winkler_max_medio,5.159352038237891,16.18248515429236,8.190092375756441,3
9. Winkler max promedio,test,winkler_max_medio,11.346239408726396,42.04604489389314,23.81490092290125,3
10. Winkler max peor ventana,train,winkler_max_glob,5.56288629235288,95.97814190933057,32.00465106723522,3
10. Winkler max peor ventana,test,winkler_max_glob,45.27973998716643,148.31188090038978,97.94350887253884,3
