metrica,bloque,columna,minimo,maximo,promedio
1. MAE  (L^1),train,mae_f,0.39456902858820797,0.5642330737113204,0.48011336312889186
1. MAE  (L^1),test,mae_f,0.4035257418136,0.5480217999220394,0.47291930238934615
2. RMSE (L^2),train,rmse_f,0.9824189035703772,1.7197844723443492,1.3649051732270592
2. RMSE (L^2),test,rmse_f,1.0491888521919601,1.644557615636443,1.3284987679229494
3. E_max promedio por curva,train,linf_medio,4.88766153924725,10.029570186640635,7.424499617241214
3. E_max promedio por curva,test,linf_medio,5.232920197359894,9.84913621603549,7.195491068263099
4. E_max peor de la ventana,train,linf_max,9.547009691449695,27.991787310587004,19.041775115306187
4. E_max peor de la ventana,test,linf_max,11.626582387493936,21.59610073425359,18.150543569300417
5. MPIW,train,mpiw,2.7653649475017144,3.352006635696803,2.9616475205001573
5. MPIW,test,mpiw,2.806694880645524,3.2485187380530487,2.9395117720420356
6. PICP puntual,train,picp,0.8985,0.971,0.9415212962962963
6. PICP puntual,test,picp,0.915,0.965,0.9379570135746607
7. PICPB curva completa,train,picp_simultaneo,0.05,0.5,0.26537037037037037
7. PICPB curva completa,test,picp_simultaneo,0.1,0.5,0.28597285067873296
8. Winkler,train,winkler,2.6862490613541965,4.026994131076065,3.154163780152305
8. Winkler,test,winkler,2.728504812153656,3.6728077067231744,3.0645738725314002
9. Winkler max promedio,train,winkler_max_medio,29.660603198780684,85.66903054005529,44.579062909882595
9. Winkler max promedio,test,winkler_max_medio,29.596910439192243,58.34613587148901,41.15336362670373
10. Winkler max peor ventana,train,winkler_max_glob,34.584436451822484,580.0613621514174,203.056823231375
10. Winkler max peor ventana,test,winkler_max_glob,35.948040514245164,346.86420204972785,182.4043978421997
