fpc,carga_e,carga_e2,var_ratio,retenida
1,-0.020991175341058644,0.0004406294421990685,0.9162490270011938,1
2,-0.8489794764735163,0.7207661514732459,0.07019820460902718,1
3,0.02263769889895221,0.0005124654114396221,0.012298707142968494,1
