variable,FPC 1,FPC 1_sd,FPC 2,FPC 2_sd,FPC 3,FPC 3_sd,FPC 4,FPC 4_sd,FPC 5,FPC 5_sd,FPC 6,FPC 6_sd
fpc_1_lag1,1.0,0.0,0.02999999999999997,0.004949747468305837,0.012500000000000011,0.0007071067811865482,0.047750000000000015,0.009545941546018361,0.018000000000000016,0.007071067811865481,0.013249999999999984,0.0031819805153394274
fpc_2_lag1,0.020000000000000018,0.008485281374238578,1.0,0.0,0.021999999999999964,0.0007071067811865482,0.018500000000000016,0.009192388155425127,0.010999999999999954,0.0021213203435596446,0.014749999999999985,0.0017677669529664096
fpc_3_lag1,0.023749999999999993,0.006717514421272168,0.014999999999999958,0.0021213203435596446,1.0,0.0,0.022249999999999992,0.007424621202458717,0.01924999999999999,0.006717514421272247,0.007749999999999979,0.0017677669529664096
fpc_4_lag1,0.02124999999999999,0.02156675682618968,0.025249999999999995,0.010960155108391536,0.01200000000000001,0.005656854249492385,1.0,0.0,0.025000000000000022,0.0028284271247461927,0.024749999999999994,0.018738329701443564
fpc_5_lag1,0.024249999999999994,0.014495689014324197,0.03075,0.016617009357883843,0.01974999999999999,0.005303300858899072,0.014000000000000012,0.004242640687119289,1.0,0.0,0.019999999999999962,0.0007071067811865482
fpc_6_lag1,0.012749999999999984,0.00035355339059331333,0.026000000000000023,0.0,0.01799999999999996,0.00777817459305203,0.028249999999999997,0.0045961940777125235,0.012500000000000011,0.00777817459305203,0.41400000000000003,0.5854844148224614
