metrica,bloque,columna,minimo,maximo,promedio
1. MAE  (L^1),train,mae_f,0.6751298301268823,0.9308625758409615,0.7925956311056059
1. MAE  (L^1),test,mae_f,0.739388551345258,0.9475029929476075,0.821226782072371
2. RMSE (L^2),train,rmse_f,0.8548113473911748,1.1761315048366607,0.9919123171413536
2. RMSE (L^2),test,rmse_f,0.9414199537501681,1.1730356737291048,1.0212689725837711
3. E_max promedio por curva,train,linf_medio,1.6421400556558248,2.242742181666664,1.9274165404692913
3. E_max promedio por curva,test,linf_medio,1.7723389717764035,2.254201416600636,1.9612013978464722
4. E_max peor de la ventana,train,linf_max,2.401460142878519,4.045981795956915,3.1033097054490373
4. E_max peor de la ventana,test,linf_max,2.583007096738839,3.6786173250070577,2.9864957992823324
5. MPIW,train,mpiw,3.7119314993080805,3.8518488462399056,3.76610918138147
5. MPIW,test,mpiw,3.716635496322599,3.842357793112762,3.7677665087761056
6. PICP puntual,train,picp,0.904,0.976,0.9409264705882353
6. PICP puntual,test,picp,0.8866666666666667,0.9606666666666667,0.9328849347568209
7. PICPB curva completa,train,picp_simultaneo,0.25,0.7,0.47529411764705887
7. PICPB curva completa,test,picp_simultaneo,0.1,0.6,0.4234875444839858
8. Winkler,train,winkler,3.9953197101016835,6.289514462554424,4.702658566364176
8. Winkler,test,winkler,4.2005722501210725,5.988718881082116,4.785139556705359
9. Winkler max promedio,train,winkler_max_medio,8.10397915465144,24.032001521661293,14.643236183843023
9. Winkler max promedio,test,winkler_max_medio,10.018806894284683,21.94152210465909,15.123536759292335
10. Winkler max peor ventana,train,winkler_max_glob,26.089295957257796,94.05547186789411,53.80977554652574
10. Winkler max peor ventana,test,winkler_max_glob,33.67059049415263,84.69878061748143,50.540910977808274
