modelo,MISE_test,MISE_train,salto
(truncamiento FPCA),8.802892382071667e-05,0.00010997739921844931,0.8004274009595722
PSBPM-FD,0.00023239466794002184,0.00046419072286306445,0.5006447920946019
FAR1,0.0002468572824237852,0.00043464816546228866,0.5679473699405347
VAR,0.00024718465631740045,0.00043461443438532274,0.5687447004998692
GBT,0.0002768029603900692,0.00018493499744036513,1.4967581270242167
persistencia,0.00029730706720836324,0.0005897591946399875,0.5041160356810568
RF,0.00034819926691534133,0.0006949657550950793,0.5010308268609633
media,0.002250563241040287,0.01105058007432262,0.20366019031613977
