bloque,MISE,RMSE_f,MISE_truncamiento,energy,Cob95_puntual,ancho_medio,n
train,0.00046083402637123015,0.021467045124358177,0.00011125375433585704,0.07981034547045979,0.9754689754689755,0.08909444006288258,594
test,0.00023204087997318257,0.015232888103481316,8.412493030748617e-05,0.06580486879309862,0.9755102040816327,0.0798366774129832,255
