experiment_id,real_nivel_v02_m03
objetivo_evaluacion,curva_observada
modo_residuo,empirico
nivel,0.95
S_scores,45000
S_funcional,500
rmse_scores_train,0.669980153274094
rmse_scores_test,0.4297688748749519
mise_train,0.00046083402637123015
mise_test,0.00023204087997318257
mise_truncamiento_test,8.412493030748617e-05
cobertura_puntual_test,0.9755102040816327
