FPC,RMSE,R²,Corr,sd(ŷ)/sd(y),CRPS,Cob95,Ancho95,PIT_ks,PIT_forma,sd/sd_centro,n_test
FPC 1,0.7246523479414572,0.5005121494379827,0.7270280007125679,0.5623011003354034,0.41470918856660394,1.0,3.1938580513001487,0.034222222222222154,aproximadamente uniforme,9.561204973523036,90
FPC 2,0.9527485339163588,0.04270890110788472,0.2866943028381358,0.1121367345914287,0.5413879346706527,0.9666666666666667,3.90713901284606,0.06511111111111112,aproximadamente uniforme,11.038646355621,90
FPC 3,1.022800877603563,-0.11421249361129049,-0.07751934777842209,0.002243549678142924,0.57733057251724,0.9666666666666667,4.022251248683724,0.13466666666666666,aproximadamente uniforme,13.761282000291866,90
FPC 4,0.9981647897929341,-0.001797038779608462,-0.055922790165179814,0.007731074498841518,0.5595467110040881,0.9555555555555556,3.982050755405507,0.037111111111111095,aproximadamente uniforme,13.113451281376486,90
