M,experiment_id,p_covariables,n_variables_diag,rhat_max,ess_min,geweke_max,n_no_converge,converge,ocupacion_media,ocupacion_max,N_trunc,toca_truncamiento,pip_sd_max,contrato_ok,pip_media_activas
1,escenario_104_1_r01_m01,4,8,1.0211359672680707,94.58096953516129,3.3973104234748743,5,False,10.98325,28,30,False,0.006717514421272168,True,0.2840625
2,escenario_104_1_r01_m02,4,16,1.1699694971262131,7.874164461101626,11.354054704164952,9,False,11.299125,30,30,True,,True,0.3244375
3,escenario_104_1_r01_m03,4,24,1.1699694971262131,7.874164461101626,11.354054704164952,10,False,10.615166666666667,30,30,True,,True,0.33568749999999997
4,escenario_104_1_r01_m04,4,32,1.2107160988741086,7.380312696584249,11.354054704164952,14,False,10.6453125,30,30,True,,True,0.294453125
