M,metrica,bloque,banda,razon_vs_mejor
1,5. MPIW,train,FAR (IC del modelo AR),1.6551620203559454
1,5. MPIW,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.6807422306273025
1,5. MPIW,train,PSBPM-FD (predictiva bayesiana),1.0
1,5. MPIW,test,FAR (IC del modelo AR),1.6160789706188945
1,5. MPIW,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.6410551598832297
1,5. MPIW,test,PSBPM-FD (predictiva bayesiana),1.0
1,6. PICP puntual,train,FAR (IC del modelo AR),2.3616604267957038
1,6. PICP puntual,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.7333888056878004
1,6. PICP puntual,train,PSBPM-FD (predictiva bayesiana),105.71788155881798
1,6. PICP puntual,test,FAR (IC del modelo AR),2.070458964189259
1,6. PICP puntual,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0719794055539391
1,6. PICP puntual,test,PSBPM-FD (predictiva bayesiana),43.153149751693576
1,7. PICPB curva completa,train,FAR (IC del modelo AR),1.2288584027138902
1,7. PICPB curva completa,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.212746510272697
1,7. PICPB curva completa,train,PSBPM-FD (predictiva bayesiana),9.921439170465055
1,7. PICPB curva completa,test,FAR (IC del modelo AR),1.0712875879952146
1,7. PICPB curva completa,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.1514635668423934
1,7. PICPB curva completa,test,PSBPM-FD (predictiva bayesiana),7.058650950819805
1,8. Winkler,train,FAR (IC del modelo AR),1.0074368604076307
1,8. Winkler,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.02138591774861
1,8. Winkler,train,PSBPM-FD (predictiva bayesiana),2.1485064385085333
1,8. Winkler,test,FAR (IC del modelo AR),1.00740906238459
1,8. Winkler,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0220289939294533
1,8. Winkler,test,PSBPM-FD (predictiva bayesiana),2.015178954152025
1,9. Winkler max promedio,train,FAR (IC del modelo AR),1.0295207968664846
1,9. Winkler max promedio,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0306820745598322
1,9. Winkler max promedio,train,PSBPM-FD (predictiva bayesiana),3.725746461223342
1,9. Winkler max promedio,test,FAR (IC del modelo AR),1.0227203283688684
1,9. Winkler max promedio,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.026025233185178
1,9. Winkler max promedio,test,PSBPM-FD (predictiva bayesiana),3.2346328719411996
1,10. Winkler max peor ventana,train,FAR (IC del modelo AR),1.0859177639011017
1,10. Winkler max peor ventana,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0878675986730522
1,10. Winkler max peor ventana,train,PSBPM-FD (predictiva bayesiana),2.4356889995531095
1,10. Winkler max peor ventana,test,FAR (IC del modelo AR),1.0739692277113364
1,10. Winkler max peor ventana,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0800044717176764
1,10. Winkler max peor ventana,test,PSBPM-FD (predictiva bayesiana),1.976673940302407
2,5. MPIW,train,FAR (IC del modelo AR),1.1149978497788924
2,5. MPIW,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.1235648661494608
2,5. MPIW,train,PSBPM-FD (predictiva bayesiana),1.0
2,5. MPIW,test,FAR (IC del modelo AR),1.0949085990150451
2,5. MPIW,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.1033212608815215
2,5. MPIW,test,PSBPM-FD (predictiva bayesiana),1.0
2,6. PICP puntual,train,FAR (IC del modelo AR),4.303093408661081
2,6. PICP puntual,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",4.549406387951738
2,6. PICP puntual,train,PSBPM-FD (predictiva bayesiana),7.5188625301557614
2,6. PICP puntual,test,FAR (IC del modelo AR),2.2089000900742835
2,6. PICP puntual,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.8418449209854695
2,6. PICP puntual,test,PSBPM-FD (predictiva bayesiana),2.672363204700984
2,7. PICPB curva completa,train,FAR (IC del modelo AR),1.128570998514974
2,7. PICPB curva completa,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.1227370536907721
2,7. PICPB curva completa,train,PSBPM-FD (predictiva bayesiana),3.1015949844639588
2,7. PICPB curva completa,test,FAR (IC del modelo AR),1.0756384249386592
2,7. PICPB curva completa,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.1271012710127104
2,7. PICPB curva completa,test,PSBPM-FD (predictiva bayesiana),2.7946443345923924
2,8. Winkler,train,FAR (IC del modelo AR),1.0290853545793077
2,8. Winkler,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.033733994531075
2,8. Winkler,train,PSBPM-FD (predictiva bayesiana),1.0250872113224692
2,8. Winkler,test,FAR (IC del modelo AR),1.0355020181344925
2,8. Winkler,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0501341003054772
2,8. Winkler,test,PSBPM-FD (predictiva bayesiana),1.0122135060916753
2,9. Winkler max promedio,train,FAR (IC del modelo AR),1.0215158086127298
2,9. Winkler max promedio,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0220446371988428
2,9. Winkler max promedio,train,PSBPM-FD (predictiva bayesiana),1.2841658984492073
2,9. Winkler max promedio,test,FAR (IC del modelo AR),1.020425983207006
2,9. Winkler max promedio,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0307695719886154
2,9. Winkler max promedio,test,PSBPM-FD (predictiva bayesiana),1.1999875544756948
2,10. Winkler max peor ventana,train,FAR (IC del modelo AR),1.0858737619794052
2,10. Winkler max peor ventana,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0615337274239587
2,10. Winkler max peor ventana,train,PSBPM-FD (predictiva bayesiana),1.426149515134406
2,10. Winkler max peor ventana,test,FAR (IC del modelo AR),1.2140737528910643
2,10. Winkler max peor ventana,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.2082578660236714
2,10. Winkler max peor ventana,test,PSBPM-FD (predictiva bayesiana),1.2159258709255776
3,5. MPIW,train,FAR (IC del modelo AR),1.0580659104400614
3,5. MPIW,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0585866928146324
3,5. MPIW,train,PSBPM-FD (predictiva bayesiana),1.0006960318098241
3,5. MPIW,test,FAR (IC del modelo AR),1.040934810195957
3,5. MPIW,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.041447160605207
3,5. MPIW,test,PSBPM-FD (predictiva bayesiana),1.0016157661961094
3,6. PICP puntual,train,FAR (IC del modelo AR),3.2780152908882845
3,6. PICP puntual,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",3.457670821626382
