M,metrica,bloque,modelo,razon_vs_mejor,razon_vs_FAR
1,1. MAE  (L^1),train,FAR,1.2732162928605495,1.0
1,1. MAE  (L^1),train,RF,1.1399633095756068,0.8978967693882323
1,1. MAE  (L^1),train,GBT,1.0,0.7907554257249383
1,1. MAE  (L^1),train,PSBPM-FD,1.2940417410206244,1.0172385304090674
1,1. MAE  (L^1),test,FAR,1.0095284668674234,1.0
1,1. MAE  (L^1),test,RF,1.034685389652009,1.0252746553458563
1,1. MAE  (L^1),test,GBT,1.0657765731561788,1.0564740123779455
1,1. MAE  (L^1),test,PSBPM-FD,1.0200178472417227,1.0105848399825166
1,2. RMSE (L^2),train,FAR,1.2898009729381523,1.0
1,2. RMSE (L^2),train,RF,1.1463644649887816,0.8912689940955936
1,2. RMSE (L^2),train,GBT,1.0,0.7809831826171528
1,2. RMSE (L^2),train,PSBPM-FD,1.308081636960251,1.0147818098166244
1,2. RMSE (L^2),test,FAR,1.0094645984375157,1.0
1,2. RMSE (L^2),test,RF,1.036394084588373,1.0269803651878409
1,2. RMSE (L^2),test,GBT,1.0806360909978399,1.071190207658153
1,2. RMSE (L^2),test,PSBPM-FD,1.016441769407998,1.0070873542518595
1,3. E_max promedio por curva,train,FAR,1.2736051613769581,1.0
1,3. E_max promedio por curva,train,RF,1.1363019454033076,0.8933306263037685
1,3. E_max promedio por curva,train,GBT,1.0,0.7888768653000249
1,3. E_max promedio por curva,train,PSBPM-FD,1.2834327140232564,1.0082020490749617
1,3. E_max promedio por curva,test,FAR,1.0143787394249042,1.0
1,3. E_max promedio por curva,test,RF,1.029467144711043,1.0153455919484353
1,3. E_max promedio por curva,test,GBT,1.0543524988384074,1.0402584714447842
1,3. E_max promedio por curva,test,PSBPM-FD,1.0179938027005835,1.0037196723407174
1,4. E_max peor de la ventana,train,FAR,1.3058461237462697,1.0
1,4. E_max peor de la ventana,train,RF,1.1696830973686578,0.9010194736611064
1,4. E_max peor de la ventana,train,GBT,1.004170311277247,0.7831554019946627
1,4. E_max peor de la ventana,train,PSBPM-FD,1.307414036799068,1.0025376393347332
1,4. E_max peor de la ventana,test,FAR,1.0733730062437654,1.0
1,4. E_max peor de la ventana,test,RF,1.0897864782023603,1.019899151505275
1,4. E_max peor de la ventana,test,GBT,1.2160613365846489,1.148928700672079
1,4. E_max peor de la ventana,test,PSBPM-FD,1.0671618131450447,0.9957836340158006
2,1. MAE  (L^1),train,FAR,2.0320157640191243,1.0
2,1. MAE  (L^1),train,RF,1.6706480510533657,0.8223179996146454
2,1. MAE  (L^1),train,GBT,1.0,0.49678807849496276
2,1. MAE  (L^1),train,PSBPM-FD,2.0463213926375365,1.0070411962108468
2,1. MAE  (L^1),test,FAR,1.0082249272484742,1.0
2,1. MAE  (L^1),test,RF,1.0230322099495894,1.0147783990820836
2,1. MAE  (L^1),test,GBT,1.0797082260804323,1.0709925290460716
2,1. MAE  (L^1),test,PSBPM-FD,1.0105934165461812,1.0024605504107826
2,2. RMSE (L^2),train,FAR,2.016296947781978,1.0
2,2. RMSE (L^2),train,RF,1.6589351432810189,0.8226988850522277
2,2. RMSE (L^2),train,GBT,1.0,0.4997912913273033
2,2. RMSE (L^2),train,PSBPM-FD,2.032419374032964,1.007811587606538
2,2. RMSE (L^2),test,FAR,1.0066818249780172,1.0
2,2. RMSE (L^2),test,RF,1.0271563743045504,1.0203783497742382
2,2. RMSE (L^2),test,GBT,1.087495558862939,1.080276238021922
2,2. RMSE (L^2),test,PSBPM-FD,1.0107527530071942,1.0041367996391126
2,3. E_max promedio por curva,train,FAR,1.6881904566878265,1.0
2,3. E_max promedio por curva,train,RF,1.4393746299917027,0.8532043621088692
2,3. E_max promedio por curva,train,GBT,1.0,0.5956596846688715
2,3. E_max promedio por curva,train,PSBPM-FD,1.6986490176512086,1.0063585014260763
2,3. E_max promedio por curva,test,FAR,1.013002592195208,1.0
2,3. E_max promedio por curva,test,RF,1.0230663520348693,1.0100677177996973
2,3. E_max promedio por curva,test,GBT,1.0595003187086325,1.0462789736250813
2,3. E_max promedio por curva,test,PSBPM-FD,1.0124685505287,0.9995230446373551
2,4. E_max peor de la ventana,train,FAR,1.618360865115158,1.0
2,4. E_max peor de la ventana,train,RF,1.4089085982966754,0.8728010446056607
2,4. E_max peor de la ventana,train,GBT,1.0001337151444862,0.6320707288076771
2,4. E_max peor de la ventana,train,PSBPM-FD,1.6207774080495927,1.0020584746504482
2,4. E_max peor de la ventana,test,FAR,1.0431710444486186,1.0
2,4. E_max peor de la ventana,test,RF,1.087225048726239,1.0441259068103494
2,4. E_max peor de la ventana,test,GBT,1.1559853142595773,1.1108187045088327
2,4. E_max peor de la ventana,test,PSBPM-FD,1.0351506802800667,0.9933012677167798
3,1. MAE  (L^1),train,FAR,2.784488696420984,1.0
3,1. MAE  (L^1),train,RF,2.1970421115457306,0.7891086098908677
3,1. MAE  (L^1),train,GBT,1.0,0.36289530126696085
3,1. MAE  (L^1),train,PSBPM-FD,2.7827172545569825,0.9992524075170077
3,1. MAE  (L^1),test,FAR,1.0147134812689966,1.0
3,1. MAE  (L^1),test,RF,1.0260821497073451,1.011362938115768
3,1. MAE  (L^1),test,GBT,1.0720988187792468,1.0567802169218303
3,1. MAE  (L^1),test,PSBPM-FD,1.009222112718302,0.99478130282106
3,2. RMSE (L^2),train,FAR,2.766679730634418,1.0
3,2. RMSE (L^2),train,RF,2.184237856592195,0.7890972972365177
3,2. RMSE (L^2),train,GBT,1.0,0.36473291906238053
3,2. RMSE (L^2),train,PSBPM-FD,2.767564879156342,1.0000649473637708
3,2. RMSE (L^2),test,FAR,1.0126076392269558,1.0
3,2. RMSE (L^2),test,RF,1.0275086004119973,1.0147768169180569
3,2. RMSE (L^2),test,GBT,1.080686266385061,1.0672671478045537
3,2. RMSE (L^2),test,PSBPM-FD,1.0083996222456222,0.9960280401821602
3,3. E_max promedio por curva,train,FAR,2.300986459209155,1.0
3,3. E_max promedio por curva,train,RF,1.8645518770072356,0.8108196893849499
3,3. E_max promedio por curva,train,GBT,1.0,0.4373126310434938
3,3. E_max promedio por curva,train,PSBPM-FD,2.273959978136414,0.9884121642299049
3,3. E_max promedio por curva,test,FAR,1.0292176979745233,1.0
3,3. E_max promedio por curva,test,RF,1.0274806437274326,0.9985285601699416
3,3. E_max promedio por curva,test,GBT,1.0635043278765093,1.0336551225583221
3,3. E_max promedio por curva,test,PSBPM-FD,1.0069879886259219,0.9786694463798356
3,4. E_max peor de la ventana,train,FAR,2.253303894427467,1.0
3,4. E_max peor de la ventana,train,RF,1.8293367001156033,0.8138730909852878
3,4. E_max peor de la ventana,train,GBT,1.0,0.4619428845878289
3,4. E_max peor de la ventana,train,PSBPM-FD,2.184259526701738,0.9724481889944394
3,4. E_max peor de la ventana,test,FAR,1.0665179429466198,1.0
3,4. E_max peor de la ventana,test,RF,1.095626188927152,1.0313616085837891
3,4. E_max peor de la ventana,test,GBT,1.1680488437499503,1.1003188366485912
3,4. E_max peor de la ventana,test,PSBPM-FD,1.0398703938491527,0.9785975634831493
4,1. MAE  (L^1),train,FAR,3.878645956275629,1.0
4,1. MAE  (L^1),train,RF,2.9753817910030667,0.7671780945099089
4,1. MAE  (L^1),train,GBT,1.0,0.2596748520716081
4,1. MAE  (L^1),train,PSBPM-FD,3.87525110316142,0.9990985262862397
4,1. MAE  (L^1),test,FAR,1.012944948660339,1.0
4,1. MAE  (L^1),test,RF,1.028024660124895,1.0150178056049184
4,1. MAE  (L^1),test,GBT,1.084870153284654,1.0711649842959903
4,1. MAE  (L^1),test,PSBPM-FD,1.0074511424648256,0.9947713397500182
4,2. RMSE (L^2),train,FAR,3.7231763156834403,1.0
4,2. RMSE (L^2),train,RF,2.858032972181294,0.7673702533898201
4,2. RMSE (L^2),train,GBT,1.0,0.2703275211593399
4,2. RMSE (L^2),train,PSBPM-FD,3.723627080917019,0.9999601078241693
4,2. RMSE (L^2),test,FAR,1.011304672134252,1.0
4,2. RMSE (L^2),test,RF,1.028998555392318,1.0175398592539306
4,2. RMSE (L^2),test,GBT,1.0802090343031818,1.0682120686640284
4,2. RMSE (L^2),test,PSBPM-FD,1.0071039159974944,0.9960403562765635
4,3. E_max promedio por curva,train,FAR,2.7618173495848826,1.0
4,3. E_max promedio por curva,train,RF,2.179414028853159,0.7896082188307636
4,3. E_max promedio por curva,train,GBT,1.0,0.3643524089850214
4,3. E_max promedio por curva,train,PSBPM-FD,2.729654618297887,0.9883452879504935
4,3. E_max promedio por curva,test,FAR,1.0247443450378,1.0
4,3. E_max promedio por curva,test,RF,1.0301213446421913,1.0054375318443887
4,3. E_max promedio por curva,test,GBT,1.063906896300577,1.0383806262017008
4,3. E_max promedio por curva,test,PSBPM-FD,1.0026356534305048,0.9787842512384891
4,4. E_max peor de la ventana,train,FAR,2.5474275249978318,1.0
4,4. E_max peor de la ventana,train,RF,2.0299538346002666,0.7997509150083355
4,4. E_max peor de la ventana,train,GBT,1.0,0.40530194273649056
4,4. E_max peor de la ventana,train,PSBPM-FD,2.4691079434846515,0.9724051167732838
4,4. E_max peor de la ventana,test,FAR,1.0660053552021365,1.0
4,4. E_max peor de la ventana,test,RF,1.114095612446399,1.0481345257225159
4,4. E_max peor de la ventana,test,GBT,1.1378219177634725,1.0728170276585907
4,4. E_max peor de la ventana,test,PSBPM-FD,1.0393176238430717,0.9783074236815688
