componente,param,variable,n_cadenas,n_post,ess_min,ess_mean,geweke_max,rhat,converge
1,beta_j,fpc_1_lag1,2,2000,817.9906325522363,1408.995316276118,3.709676049356924,1.0003739137126146,False
1,p_j,fpc_1_lag1,2,2000,56.75134234255933,140.71622542650638,3.924000509731965,1.110016278389802,False
2,beta_j,fpc_2_lag1,2,2000,2000.0,2000.0,0.6416362078914759,1.0007232503076244,True
2,p_j,fpc_2_lag1,2,2000,25.073090674522,97.70412447172326,1.0806037109734177,1.565639763318957,False
3,beta_j,fpc_3_lag1,2,2000,739.4028506444191,1333.7560053670468,1.0,0.9998791985340628,True
3,p_j,fpc_3_lag1,2,2000,212.78183184389178,340.0074430160008,1.4213835744063088,1.8528785783782658,False
4,beta_j,fpc_4_lag1,2,2000,1715.6214011869276,1759.5585856873863,0.6690570959435321,0.9998023829136718,True
4,p_j,fpc_4_lag1,2,2000,442.64887977720406,503.5369064165253,2.0579986757491713,1.000454045978084,False
5,beta_j,fpc_5_lag1,2,2000,2000.0,2000.0,1.0000000000000004,0.9999256665224626,True
5,p_j,fpc_5_lag1,2,2000,189.79376024035375,508.79294217213703,1.2828431168020933,1.005532979931835,True
6,beta_j,fpc_6_lag1,2,2000,1730.66785062352,1865.3339253117601,1.8271225327386793,1.0035393727580901,True
6,p_j,fpc_6_lag1,2,2000,8.609726105628797,303.23509539609927,11.681366124675456,1.5165237167897527,False
