metrica,bloque,columna,minimo,maximo,promedio
1. MAE  (L^1),train,mae_f,0.6193857912074598,1.3234766117317645,1.0307813267894292
1. MAE  (L^1),test,mae_f,0.6799121282487803,1.2352539544001493,0.9948135872455107
2. RMSE (L^2),train,rmse_f,0.802477571007124,1.6905594860490103,1.3534884471174267
2. RMSE (L^2),test,rmse_f,0.8947939978353251,1.583949075193253,1.3028743001114682
3. E_max promedio por curva,train,linf_medio,1.9024032072208334,3.574526992053621,2.8567520594950016
3. E_max promedio por curva,test,linf_medio,2.086425872628505,3.449242000998365,2.8985416695285804
4. E_max peor de la ventana,train,linf_max,4.045098045949205,6.314931888124359,5.393257567067764
4. E_max peor de la ventana,test,linf_max,3.695360319237284,6.200378365022084,5.2887464789458445
5. MPIW,train,mpiw,4.382179548203032,4.750874558243821,4.581896104252607
5. MPIW,test,mpiw,4.41665151156423,4.748445894221655,4.6056175312246825
6. PICP puntual,train,picp,0.8471111111111111,0.9835555555555555,0.8961744610281924
6. PICP puntual,test,picp,0.8533333333333334,0.9528888888888889,0.8939532595325953
7. PICPB curva completa,train,picp_simultaneo,0.0,0.4,0.11512437810945272
7. PICPB curva completa,test,picp_simultaneo,0.0,0.3,0.09077490774907747
8. Winkler,train,winkler,4.620845192252213,8.681498562300474,7.013237975805038
8. Winkler,test,winkler,5.150548369013786,8.331005477718994,7.131170071294757
9. Winkler max promedio,train,winkler_max_medio,14.127040529642047,63.17966814902968,41.39770935216595
9. Winkler max promedio,test,winkler_max_medio,21.131316733867664,66.97284721943181,45.54018274866027
10. Winkler max peor ventana,train,winkler_max_glob,82.8915801191842,144.00948541698315,116.13613436754115
10. Winkler max peor ventana,test,winkler_max_glob,64.69112369084486,150.74258150505375,121.1729500622424
