variable,FPC 1,FPC 1_sd,FPC 2,FPC 2_sd,FPC 3,FPC 3_sd
fpc_1_lag1,1.0,0.0,0.05075000000000002,0.00883883476483189,0.04749999999999999,0.005656854249492385
fpc_2_lag1,0.51875,0.680590276892052,0.015000000000000013,0.021213203435596444,0.044999999999999984,0.026870057685088752
fpc_3_lag1,0.48550000000000004,0.5331585130146569,0.059,0.004949747468305837,0.4855,0.10748023074035525
