componente,n_activas,VP,FP,FN,VN,sensibilidad,especificidad,exactitud,auc,pip_media_activas,pip_media_inactivas
FPC 1,3,2,0,1,0,0.6666666666666666,0.0,0.6666666666666666,,0.6680833333333333,
FPC 2,3,0,0,3,0,0.0,0.0,0.0,,0.04158333333333334,
FPC 3,3,0,0,3,0,0.0,0.0,0.0,,0.19266666666666665,
